rank	term	category	confidence	total_count	hate_count	non_hate_count	annotation_count	definition	reason
749	黑河南人	Region	0.95	3	3	0	3	用于贬低、侮辱河南人群体的地域歧视性用语，常与负面刻板印象（如偷井盖、骗子等）关联。	数据集和网络证据均一致表明该术语用于针对河南人的仇恨/攻击性言论，属于地域歧视。
750	又当又立	Sexism	0.95	3	3	0	3	用于指责女性或女权主义者虚伪、表里不一，暗示其既想获得利益又不愿承担相应责任，常带有性别歧视和侮辱性。	数据集样本中该词均用于攻击女权或女性群体，具有明确的性别歧视指向；网络证据显示其源自侮辱性短语，常用于贬低他人虚伪，结合上下文确认其仇恨性。
751	犯罪分子	Racism	0.9	3	3	0	3	该词在样本中被用于指代黑人群体，将黑人与犯罪分子直接等同，构成种族歧视和仇恨言论。	数据集样本显示该词在种族主义语境中用于污名化黑人群体，且网络证据表明该词可能被用作歧视性标签。
752	黑人的人	Racism	0.95	3	3	0	3	该短语用于指代黑人群体，常出现在种族歧视性言论中，将黑人描述为‘黑色种子’、‘洪水猛兽’，暗示其‘人种侵入’和‘共妻习惯’，表达对黑人的排斥和贬低。	数据集和网络证据均显示该短语在中文语境中用于仇恨言论，三个样本全部标注为仇恨，且网络搜索确认其与种族歧视关联。
753	小仙女的	Sexism	0.9	3	3	0	3	该短语在中文网络语境中常被用于贬低女性，暗示女性事务琐碎、不应被干涉，或讽刺女性具有‘公主病’、‘应得心态’，构成性别歧视性语言。	数据集样本全部标注为仇恨且类别为性别歧视，网络证据显示该词已演变为贬义，常用于攻击女性，符合仇恨/攻击性词汇标准。
754	歧视北方	Region	0.9	3	3	0	3	用于表达对北方人的地域歧视，常与贬义词汇如“北佬”“北姑”等关联，属于仇恨/攻击性言论。	数据集三个样本均用于表达对北方人的歧视，且网络证据显示该短语常与地域歧视关联，符合仇恨言论特征。
755	除了寄声	Racism	0.95	3	3	0	3	该短语用于贬低特定群体，将其非人化，暗示其只有本能行为，如发出声音和性侵犯，具有强烈的种族歧视和仇恨色彩。	数据集和网络证据均显示该短语出现在针对特定群体的仇恨言论中，与侮辱性词汇连用，用于非人化贬低，符合种族歧视用语特征。
756	黑乐色	Racism	0.95	3	3	0	5	该词是对黑人群体的侮辱性称呼，字面意为'黑垃圾'，用于贬低和攻击黑人，表达种族歧视和仇恨。	数据集和网络证据均一致表明该词用于指代黑人群体并带有强烈侮辱性，所有样本均为仇恨言论，且网络搜索确认其与'黑鬼'等种族歧视用语相关。
758	鸡肋	Racism	0.9	4	4	0	3	在仇恨语境中，用于贬低黑人群体，暗示其能力或特质毫无价值、多余，如同鸡肋一般。	数据集样本中该词全部用于贬低黑人运动能力，构成种族歧视；网络证据显示其常见含义为非仇恨，但在仇恨语境中用作贬低。
759	头男	Sexism	0.95	4	4	0	3	用于贬低男性的侮辱性词汇，常与“下头”等词连用，表达对男性的歧视和厌恶。	数据集和网络证据均显示该词在上下文中用于性别歧视性侮辱，且所有标注样本均为仇恨言论。
760	搞基	LGBTQ	0.95	4	4	0	3	指男同性恋间的爱慕及性行为，常被用作对男同性恋的贬称，带有歧视和嘲讽意味。	该术语在数据集所有样本中均用于仇恨言论，且网络证据显示其被列为歧视语，符合纳入标准。
761	贞操	Sexism	0.9	4	4	0	3	在仇恨言论中，'贞操'被用来对女性进行性道德评判，强化性别双重标准，常与侮辱性语境结合，如'戴贞操带'、'没贞操'等，贬低女性性自主权。	数据集样本全部标注为仇恨，且类别为性别歧视；网络证据显示该词常被用于侮辱和歧视女性，符合仇恨/攻击性词汇特征。
762	拳有	Sexism	0.95	3	3	0	0	该术语是'女拳'的变体，用于贬低和攻击女性群体，特指被认定为极端或激进的女权主义者，常与性行为不端、滥交等负面标签关联，属于性别歧视的仇恨言论。	数据集和网络证据均一致表明该词用于性别歧视的仇恨语境，所有样本均标注为仇恨，且网络来源明确解释其贬义用法。
763	拳自	Sexism	0.95	3	3	0	0	该词是'女拳'的变体，用于贬低或攻击女权主义者，常出现在性别对立语境中，具有侮辱性。	数据集三个样本均标注为仇恨，且全部属于性别歧视类别；网络证据显示该词是'女拳'的变体，用于攻击女权主义者，挑起性别对立。
764	为狗	Sexism	0.9	3	3	0	0	在中文网络语境中，“为狗”常作为性别歧视性侮辱，将女性贬低为狗，暗示其低贱、顺从或物化，用于攻击或贬低女性。	数据集三个样本均标注为仇恨且类别为性别歧视，内容明确将女性与狗类比进行贬低；网络证据显示“狗”在中文中常作为侮辱性词汇，且样本中用于攻击女性。综合判断该词在仇恨语境中用于性别歧视。
765	拳还	Sexism	0.9	3	3	0	0	该术语是'女拳'的变体，用于指代极端女权主义者，常伴随性别对立和侮辱性内容，属于性别歧视性仇恨言论。	数据集和网络证据均显示该术语用于攻击性指代极端女权主义者，煽动性别对立，符合仇恨言论标准。
766	中国男人在	Sexism	0.9	4	4	0	1	该短语在上下文中用于贬低中国男性，将其描绘为在非洲和亚洲地区不负责任、性滥交的形象，同时隐含对其他种族的歧视，属于性别歧视和种族歧视的仇恨言论。	数据集样本全部标注为仇恨，且结合网络证据显示该短语常与种族歧视和性别歧视关联，用于攻击中国男性。
767	挺恶心的	LGBTQ	0.85	4	4	0	2	用于表达对特定群体（如同性恋、阴阳人、跨性别者等）的厌恶和贬低，具有明显的歧视性和攻击性。	数据集样本中该短语全部用于仇恨语境，主要针对LGBTQ群体，且类别纯度较高；网络证据虽显示其通用性，但数据集证据强烈支持其作为仇恨用语。
768	一刀	Sexism	0.85	5	5	0	4	在仇恨语境中，“一刀”被用作暴力威胁或贬低性表达，常与种族、地域或性别歧视结合，例如“一刀劈S这个嘿蛆”（种族歧视）、“老乡见老乡·背后捅一刀”（地域歧视）、“把这小表砸一刀一刀宰了”（性别歧视）。	数据集显示5个样本全部标注为仇恨，涉及种族、地域和性别歧视，且上下文明确使用“一刀”进行暴力威胁或贬低。网络证据虽未直接支持其为固定歧视术语，但数据集证据充分，且该词在特定语境下具有明确的仇恨用法。
769	说舔狗	Sexism	0.9	3	3	0	0	用于贬低那些对女性过度讨好、无条件付出的男性，常与性别歧视言论结合，具有侮辱性和性别歧视含义。	数据集样本中该词全部用于仇恨语境，且与性别歧视高度相关；网络证据也表明其常被用作性别歧视侮辱。
772	生下来的	Racism	0.95	5	5	0	1	该短语在仇恨言论中用于贬低跨种族婚姻的后代，暗示其基因低劣或具有污染性，常与种族主义言论如'黄疽病'、'黑种人基因顽强'等共现。	数据集和网络证据均显示该短语几乎全部用于种族歧视语境，如贬低混血儿、宣扬种族基因决定论，且与歧视性词汇共现，表明其作为种族歧视的对比性短语使用。
773	什么狗屁	Sexism	0.9	3	3	0	0	该短语用于表达对某种观点或行为的强烈否定和贬低，常与性别歧视或种族歧视内容结合，作为情绪化表达的一部分，本身不直接指代群体，但强化了歧视性语境。	该短语在样本中100%用于仇恨语境，结合上下文具有明确的歧视性含义，且网络证据显示其作为侮辱性用语广泛使用。
775	是黑色的	Racism	0.9	4	4	0	1	该短语在上下文中被用于贬低黑种人，暗示其基因导致地球变黑，或用于歧视山西人，带有种族主义和地域歧视的仇恨色彩。	数据集样本中该短语全部用于仇恨语境，结合网络证据显示其与种族歧视词汇关联，且无中性使用案例。
781	赖在中国	Racism	0.95	4	4	0	2	用于表达对外国人（尤其是黑人和跨种族婚姻者）的排斥，暗示其不应留在中国，带有种族歧视和地域歧视色彩。	数据集和网络证据均显示该短语在多个上下文中被用于表达对外籍人士的排斥和歧视，常与种族主义和性别歧视言论结合，具有明确的仇恨/攻击性含义。
782	些地域	Region	0.95	6	6	0	3	指代地域歧视言论或行为，用于贬低、攻击特定地域的人群，常与'地域黑'等词连用，表达对某地区人的负面刻板印象或仇恨。	该术语在数据集和网络证据中均明确用于地域歧视语境，所有标注样本均为仇恨类别，且与'地域黑'等常见歧视表达高度相关，具有明确的攻击性和贬损含义。
783	仇男	Sexism	0.95	4	4	0	5	指对男性的仇恨、敌意或强烈偏见，常被用作攻击性标签，贬低所有男性。	该术语在数据集和网络证据中均明确用于表达对男性的仇恨或贬低，所有标注样本均为仇恨言论，且主要归类为性别歧视。
785	艾滋	others	0.88	145	127	18	142	该词在仇恨言论中用于污名化艾滋病患者，常与滥交、犯罪等负面标签关联，攻击特定群体或个人。	数据集显示该词在127/145条样本中用于仇恨语境，常与歧视性言论关联；网络证据表明其被用于污名化艾滋病患者，符合仇恨/攻击性词汇特征。
786	死守	LGBTQ	0.85	3	3	0	1	在仇恨言论中，“死守”用于描述对特定群体（如东北人、LGBTQ群体、女性）的顽固坚持或攻击性行为，带有贬低和歧视意味。	数据集样本显示“死守”在三个不同语境中均用于攻击性描述（地区歧视、LGBTQ仇恨、性别歧视），且标注为仇恨；网络证据未发现其作为歧视用语的普遍使用，但数据集证据充分。
787	自甘堕落	hate	0.95	4	4	0	3	用于贬低特定群体（如同性恋者、黑人或女性），指责其行为低下、堕落，暗示其自愿陷入不道德或低贱状态，构成歧视性语言。	该术语在多个样本中明确用于攻击LGBTQ群体、种族和性别群体，如'自甘堕落变成一只大叔控zero'、'与其为伍就是自甘堕落'等，具有强烈的侮辱性和歧视性，符合仇恨/攻击性语言标准。
788	女拳挑拨	Sexism	0.95	2	2	0	1	用于贬低和攻击女权主义者，指责其挑拨家庭关系、制造性别对立，带有性别歧视和仇恨色彩。	该术语在数据集和网络证据中均明确用于攻击女权主义者，指控其挑拨家庭关系，带有性别歧视和仇恨色彩，符合仇恨/攻击性词汇标准。
789	石砸狗叫	Sexism	0.95	2	2	0	1	该短语用于贬低对性别歧视言论提出异议的女性，将其反应比喻为狗叫，构成性别歧视和仇恨言论。	数据集和网络证据均显示该短语被用于攻击女性或女权主义者，将对方比作狗，具有侮辱性和性别歧视，符合仇恨/攻击性用语特征。
790	不得好死	Sexism	0.95	2	2	0	1	诅咒他人不得好死，用于攻击特定群体（如舔狗、慕勾），带有性别歧视和恶意诅咒性质，属于仇恨言论。	该术语在样本中用于攻击特定群体（舔狗、慕勾），且法院认定其为侮辱性用语，具有贬损人格和诅咒性质，符合仇恨言论特征。
791	妖魔鬼怪	Region	0.9	2	2	0	1	用于贬低特定地区（如广东、上海、北京）的人群，将其比喻为妖魔鬼怪，暗示其邪恶、低劣，具有地域歧视性。	数据集样本中该词明确用于贬低特定地区人群，且所有标注均为仇恨言论；网络证据显示该词在历史和政治语境中也被用于贬低对立群体，符合仇恨/攻击性词汇特征。
792	舔狗太多	Sexism	0.9	2	2	0	1	用于贬低男性，暗示其过度讨好女性、丧失尊严，并以此攻击女性群体，属于性别歧视性仇恨言论。	数据集样本显示该短语100%用于仇恨语境，且网络证据表明其常被用于性别歧视攻击。
793	女拳消失	Sexism	0.95	2	2	0	1	该术语用于表达希望女性主义群体消失的仇恨言论，其中“女拳”是对女权主义者的侮辱性称呼，“消失”则表达了消除该群体的意图。	数据集和网络证据均显示该术语用于贬低和攻击女性主义群体，属于性别歧视性仇恨言论。
794	一个舔狗	Sexism	0.95	2	2	0	1	用于贬低对女性过度殷勤、讨好或单方面付出的男性，暗示其卑微、无尊严，属于性别歧视性侮辱。	数据集和网络证据均一致表明该术语在样本中用于性别歧视性侮辱，且无非仇恨用法。
795	只有中国	Region	0.9	4	4	0	2	该短语在仇恨语境中用于表达排外和性别歧视观点，暗示只有中国男性才配得上中国女性或只有中国男性才能评论中国女性，带有地域歧视和性别歧视。	数据集和网络证据均支持该短语在样本中用于仇恨言论，表达排外和性别歧视观点，且所有标注样本均为仇恨类别。
796	成舔狗	Sexism	0.95	2	2	0	2	该词用于贬低男性，暗示其在追求异性时毫无尊严、卑微讨好，强化了性别刻板印象，属于性别歧视性语言。	数据集样本中该词均用于贬低男性，且网络证据显示其常被用作侮辱性词汇，结合高精度和纯度，应纳入。
797	吃女拳	Sexism	0.95	2	2	0	2	用于贬低那些被认为利用女权主义话题谋取个人利益（如流量、金钱）的人，带有性别歧视和攻击性，属于对女权主义者的污名化。	数据集样本显示该词100%用于仇恨语境，且网络证据表明其常用于性别歧视攻击，符合仇恨言论特征。
798	么多拳	Sexism	0.95	2	2	0	2	该术语是“女拳”的变体，用于贬低和攻击女权主义者或女性，暗示她们好斗、无理取闹，属于性别歧视性仇恨言论。	数据集证据显示该术语在上下文中明确用于攻击女权主义者，带有贬义和敌意，且所有标注均为仇恨类别，精确度为1.0。尽管网络搜索未直接找到该术语，但数据集样本和上下文判断提供了充分证据。
799	当婊子	Sexism	0.95	2	2	0	2	该术语用于贬低女性，暗示女性通过性行为获取利益，并带有虚伪的指责，属于性别歧视和仇恨言论。	数据集和网络证据均一致表明该词用于仇恨言论，所有样本均为仇恨标注，网络来源确认其侮辱性和性别歧视性质。
800	南蛮之	Region	0.95	2	2	0	2	该词源自历史地域歧视用语'南蛮子'，在样本语境中用于贬低南方人，如'广东南蛮之夷'和'南蛮之地'，带有明显的歧视性和侮辱性，属于地域仇恨言论。	数据集样本明确显示该词用于贬低南方人，如'广东南蛮之夷'和'南蛮之地'，且百度百科等网络证据确认其为地域歧视性语言，属于仇恨言论。
801	渴死不	Racism	0.95	2	2	0	2	该术语用于贬低黑人群体，暗示其懒惰、不愿劳动，如'饿死不种地渴死不挖井'，属于种族歧视性仇恨言论。	数据集和网络证据均一致表明该术语用于种族歧视，且无其他非冒犯性用法。
802	蛮之地	Region	0.95	2	2	0	2	该词用于贬低南方地区，将南方人称为‘野蛮人’，带有地域歧视性仇恨含义。	数据集样本显示该词明确用于地域歧视，结合网络证据中历史文献和现代讨论均确认其侮辱性，且无其他非仇恨用法。
804	嫁给默	Sexism	0.95	4	4	0	3	该术语用于贬低嫁给非洲裔男性的中国女性，常与种族歧视和性别歧视结合，表达对这些女性的侮辱和对非洲男性的负面刻板印象。	所有样本均显示该词用于仇恨语境，结合性别歧视和种族歧视，且无中性或正面用法。
805	茶壶	Sexism	0.95	4	4	0	4	在中文网络语境中，“茶壶”常与“茶壶嘴”连用，作为对男性的侮辱性称呼，暗指男性生殖器，用于贬低中国男性。	数据集样本中“茶壶”全部标注为仇恨，且与“xdz”、“金针菇”等侮辱性词汇并列，用于攻击中国男性；网络证据虽未直接定义，但样本内容明确显示其仇恨用法。
806	牲口	Sexism	0.95	4	4	0	4	将人比作牲畜，用于贬低、侮辱他人，暗示其低等、非人化。	数据集所有样本均标注为仇恨言论，用于贬低女性和种族群体；网络证据也显示其作为侮辱性用语使用。
807	低龄	LGBTQ	0.9	4	4	0	4	在仇恨言论中用于贬低LGBTQ群体，暗示其不成熟、心理变态，如“低龄心理变态人群”。	数据集样本中“低龄”与“非主流”结合，反复用于攻击LGBTQ群体，构成歧视性言论；网络证据显示该词常用于侮辱性语境。
809	幕刃真	Sexism	0.95	5	5	0	0	幕刃真是对女性的侮辱性称呼，源自“幕刃”谐音“母人”，用于贬低、攻击女性，常出现在仇恨语境中。	所有5个样本均被标注为仇恨言论，类别为性别歧视，且网络证据明确显示“幕刃”是对女性的侮辱性称呼。候选词“幕刃真”在样本中均用于贬低女性，如“幕刃真的该死”，因此应纳入研究词典。
810	哗众取宠的小丑	LGBTQ	0.95	2	2	0	2	用于贬低同性恋群体、女性及种族群体，将其比作通过夸张行为博取关注的‘小丑’，暗示其行为低劣、可笑且不道德。	数据集样本显示该短语明确用于攻击同性恋群体（如‘同性恋就是哗众取宠的小丑’）和女性（如‘她自己不也是一个哗众取宠的小丑’），并带有种族歧视色彩；网络证据进一步证实其作为侮辱性标签的使用。
811	诅咒	hate	0.85	5	5	0	5	用于表达对特定群体（如同性恋者、特定地区人群、种族、性别）的恶意诅咒或攻击性言论，意图造成伤害或歧视。	数据集样本中该词全部用于仇恨语境，针对多个群体；网络证据显示其常作为侮辱性词汇，但缺乏特定群体指向性；综合判断应纳入词典。
814	三观不正	Racism	0.9	4	4	0	2	用于指责他人价值观、世界观、人生观存在偏差，常被用来攻击特定群体（如黑人、难民、男同等），表达歧视性评价。	数据集样本中该词全部用于仇恨言论，针对黑人、难民、男同等群体；网络证据显示其常被用作泛化贬义，但在样本中明确用于攻击特定群体，具有歧视性。
817	基佬都	LGBTQ	0.95	6	6	0	0	对男同性恋群体的蔑称，常与贬低、侮辱性内容关联，如暗示其心理异常、需要纠正或具有负面特质。	数据集全部6个样本均为仇恨标签，且网络证据确认'基佬'为男同性恋蔑称，'基佬都'在上下文中强化负面刻板印象，符合仇恨/冒犯性群体指称词标准。
818	个黑妹	Racism	0.95	4	4	0	2	用于贬低和物化黑人女性的种族歧视和性别歧视用语，常与负面联想（如“生黑娃”）结合，暗示其不受欢迎或低人一等。	数据集所有标注均为仇恨言论，且结合网络证据，该词在中文语境中常用于种族歧视和性别歧视，贬低黑人女性。
819	又当	Sexism	0.95	4	4	0	3	用于指责女性虚伪、表里不一，常与“又立”连用，构成“又当又立”，源自“又当婊子又立牌坊”，具有强烈的性别歧视和侮辱性。	数据集和网络证据均支持该词在样本中用于攻击女性群体，具有明确的性别歧视含义，符合仇恨/攻击性/编码群体指称词条标准。
823	反同	LGBTQ	0.9	83	70	13	64	用于贬低、攻击或歧视同性恋、双性恋、跨性别等LGBTQ群体的言论或行为，常出现在仇恨言论中，表达对性少数群体的敌视。	该术语在数据集中有70条仇恨标注，占84.3%，且主要出现在攻击性语境中，如'消灭同性恋'；网络证据显示其常作为侮辱性标语使用。
825	女狗	Sexism	0.95	2	2	0	3	将女性贬低为狗，是一种侮辱性称呼，常用于性别歧视语境，表达对女性的不尊重和仇恨。	数据集和网络证据均强烈支持该词为仇恨/攻击性词汇，用于性别歧视，且无已知非仇恨用法。
826	喃蛮	Region	0.95	2	2	0	3	用于贬低特定地区人群的侮辱性称呼，源自历史蔑称'南蛮'，暗示对方是未开化的野蛮人。	数据集和网络证据均显示该词在上下文中明确用于地域歧视和仇恨攻击，如'黑河南、黑北方的都是喃蛮'，且历史来源为蔑称。
829	看看黑	Racism	0.95	4	4	0	2	该短语用于贬低和歧视黑人群体，常与犯罪率、行为恶劣等负面刻板印象关联，具有种族歧视性质。	所有样本均为仇恨言论，明确指向黑人群体并带有歧视性描述，结合网络证据显示其与种族歧视相关。
831	高高在上的	Region	0.95	3	3	0	1	用于描述某人或某群体以傲慢、优越的姿态对待他人，常带有地域歧视或阶级贬低意味，暗示对方低人一等。	数据集三个样本均用于地域歧视语境，描述长三角媒体、江北思想等对外省人的傲慢态度；网络证据显示该词常用于侮辱性、歧视性表达，如‘高高在上歧视黑人’、‘高高在上的贵族老爷’等，且与地域仇恨言论相关。综合判断为仇恨言论。
833	不尊重女性	Sexism	0.9	3	3	0	1	用于指责或贬低女性，暗示女性不值得尊重，常作为攻击女权主义者或为性别歧视言论辩护的标签。	该短语在数据集和网络证据中均明确用于性别歧视语境，表达对女性的贬低和敌意，符合仇恨/攻击性词汇特征。
837	反婚反育	Sexism	0.9	3	3	0	2	该术语用于贬低和攻击女性，特别是与女权相关的群体，暗示她们虚伪、自私，并试图破坏婚姻制度。常与'婚驴'等侮辱性词汇关联，用于污名化女性。	数据集所有样本均为仇恨标注，类别为性别歧视；网络证据显示该词常用于攻击女权主义者，与侮辱性词汇关联。综合判断为仇恨用语。
838	极端男权	Sexism	0.95	3	3	0	2	指代持有极端性别主义立场的男性群体，常伴随对女性的歧视、敌意和攻击性言论，如主张男性至上、贬低女性、支持性别对立等。	该术语在数据集和网络证据中均被用于指代极端性别主义群体，并伴随攻击性、歧视性言论，如样本中与家暴、网暴等行为关联，且被归类为仇恨言论。
839	外地人的	Region	0.9	3	3	0	2	用于指代非本地人，常带有地域歧视和排斥意味，暗示外来者低人一等或不受欢迎。	该术语在数据集和网络证据中均被用于表达地域歧视，所有标注样本均为仇恨类别，且网络文章也承认其可能被用作歧视性标签。
840	东北的人	Region	0.9	3	3	0	2	指代东北地区人群，常被用于地域歧视性言论中，带有负面刻板印象，如懒惰、粗俗、好斗等。	数据集所有样本均为仇恨标注，且网络证据显示该词常被用于地域歧视，结合高置信度判断应纳入。
843	搞地域黑	Region	0.95	3	3	0	2	指针对特定地区或地域的人群进行贬低、歧视或侮辱的言行，通常带有刻板印象和偏见。	该术语在数据集和网络证据中均明确用于指代地域歧视行为，所有样本均标注为仇恨，且无任何非仇恨用法。
844	黑的地方	Region	0.9	3	3	0	2	指代遭受地域歧视的地区，常与“地域黑”连用，用于贬低或歧视特定地域。	该短语在数据集和网络证据中均明确用于指代遭受地域歧视的地区，具有明确的贬义和歧视性，符合仇恨/攻击性/编码群体指代词汇的定义。
845	广东人长	Region	0.95	3	3	0	2	该术语用于贬低广东人的外貌，属于地域歧视性言论。	数据集样本显示该词用于负面评价广东人长相，如'不觉得广东人长得好看'，且网络证据表明存在针对广东人的地域歧视和侮辱性言论，符合仇恨/攻击性词汇特征。
846	井盖都是	Region	0.95	3	3	0	2	该短语用于强化对河南人的负面刻板印象，暗示河南人偷窃井盖，是一种地域歧视性表达。	数据集样本全部为仇恨言论，且网络证据充分表明该短语用于对河南人的地域歧视。
847	只有河南	Region	0.9	3	3	0	2	用于在语境中强调河南是负面行为的唯一实施者，或突出河南遭受歧视最严重，从而强化对河南人的地域歧视和负面刻板印象。	数据集样本中该短语均出现在地域歧视语境，用于贬低河南人；网络证据显示河南地域歧视普遍存在，且该短语在样本中用于强调负面行为与河南的关联。
848	歧视女性	Sexism	0.95	3	3	0	2	用于指责或暗示性别歧视行为，如质疑女性话语权、贬低女性智商，属于歧视性语言。	数据集所有样本均标注为仇恨言论，且类别纯度为1.0；网络证据显示该短语与性别歧视、厌女等概念紧密相关，符合仇恨/攻击性词汇定义。
850	桖洗嘿枸	Racism	0.95	3	3	0	2	该词组用于煽动对特定群体的暴力清洗，具有强烈的种族仇恨色彩。	数据集和网络证据均一致显示该词组仅用于仇恨语境，表达种族清洗意图，无任何非仇恨用法。
851	黑江浙沪	Region	0.95	3	3	0	2	用于表达对江浙沪地区的负面评价、攻击或歧视，常与'黑'（抹黑、攻击）连用，如'黑江浙沪'，带有地域仇恨性质。	数据集所有样本均为仇恨类别，标注为地域歧视；网络证据显示该词用于地域黑，与歧视语相关。
852	黑人小孩	Racism	0.9	3	3	0	2	该词在仇恨言论中用于贬低和歧视黑人儿童，常与负面刻板印象（如滥交、艾滋、暴力、低素质）关联，暗示其社会威胁或劣等性。	数据集样本全部为仇恨言论，且网络证据显示该词在中文语境中常被用于种族歧视性攻击，结合两者支持纳入。
853	男权主义	Sexism	0.9	3	3	0	2	用于贬低和攻击持有极端男权观点的人，常出现在性别对立语境中，带有侮辱性和攻击性。	数据集样本中该词均用于负面攻击，且网络证据显示其常被用作侮辱性标签，尽管维基百科定义中性，但实际使用中已高度污名化。
854	存在感	Region	0.85	30	25	5	26	在仇恨言论中，用于贬低或轻视特定地区（如省份），暗示该地区不重要、容易被忽视，从而表达地域歧视。	数据集显示该词在25个样本中被标注为仇恨，主要针对地域歧视，且上下文明确用于贬低省份存在感。虽然网络证据未直接支持其为固定黑话，但数据集证据充分，且语境判断支持纳入。
855	炎黄	Racism	0.9	5	5	0	3	在仇恨言论中，“炎黄”被用来指代汉族或中华民族，常与种族主义、排外和地域歧视结合，例如声称与黑人通婚会导致“炎黄子孙灭绝”，或用于贬低其他地区的人。	所有5个样本均为仇恨言论，涵盖种族主义、地域歧视和性别歧视，且网络证据显示该词在特定语境下被用于歧视性表达。尽管其本义中性，但在研究语料中明确用于攻击性语境。
859	与黑人	Racism	0.95	4	4	0	2	该短语在中文语境中常被用于表达对黑人群体的歧视、贬低或仇恨，例如反对跨种族婚姻、指责与黑人结合污染基因、贬低黑人外貌等，属于种族主义仇恨言论。	数据集所有样本均为仇恨标注，且网络证据显示该短语常出现在仇视黑人的言论中，与种族歧视高度相关。
861	愿意和	Sexism	0.85	4	4	0	3	该短语在仇恨语境中用于表达对特定群体（如与非洲男性恋爱的中国女性、西部省份）的贬低和排斥，暗示这些群体低人一等或不受欢迎。	数据集显示该短语在4个样本中全部用于仇恨语境，涉及性别歧视、种族歧视和地域歧视，且上下文判断支持其作为仇恨用语。尽管网络证据未显示其独立侮辱性，但数据集证据充分。
864	low	others	0.85	5	5	0	3	在中文网络语境中，“low”被用作贬低他人素质、品味、身份或行为的侮辱性词汇，常与特定群体关联，如地域、性别、种族等，构成攻击性言论。	数据集和网络证据均显示“low”在中文语境中常被用作贬低特定群体的侮辱性词汇，样本中明确用于攻击地域、性别等群体，符合仇恨/攻击性言论特征。
865	黑的人	Racism	0.9	5	5	0	4	该术语用于指代黑人群体，常与贬义词汇如“媚黑”、“舔黑”等连用，表达种族歧视和仇恨态度。	数据集和网络证据均显示该术语在仇恨言论中用于指代黑人，带有明显的种族歧视色彩。所有样本均被标注为仇恨，且网络搜索确认其与种族歧视关联。
868	pua	Sexism	0.92	12	11	1	10	在中文网络语境中，'pua' 已从原意'搭讪艺术家'演变为指代情感操控、精神打压、贬低对方等负面行为，常被用于性别歧视言论中，攻击或侮辱特定性别群体（如男性或女性），也出现在种族歧视语境中。	数据集显示该词在12个样本中有11个被标注为仇恨言论，主要涉及性别歧视（Sexism）和种族歧视（Racism），非仇恨用法仅1例。网络证据也表明该词在中文语境中已普遍用于贬低和攻击特定群体，具有明显的侮辱性和歧视性。
869	越南人	Region	0.9	4	4	0	3	该词在仇恨言论中用于贬低越南人，常与负面刻板印象（如贪婪、政治阴谋、性开放）关联，或作为异类排斥。	数据集样本全部为仇恨标签，且网络证据显示该词常用于反越情绪和歧视性语境。
871	直男也	LGBTQ	0.9	4	4	0	1	用于贬低或嘲讽直男，暗示其被同性恋者视为性对象，或对直男进行刻板印象攻击，常与'直男癌'等歧视性用语关联。	数据集全部4个样本均为仇恨标签，主要涉及LGBTQ和性别歧视；网络证据显示该词常被用作贬义或歧视性用语，如'直男癌'等。
875	歧视北	Region	0.9	5	5	0	5	用于表达对北方地区人群的歧视或贬低，常出现在地域攻击语境中。	该术语在数据集和网络证据中均明确用于地域歧视，所有标注均为仇恨言论，且类别一致。
877	个默	Racism	0.95	7	7	0	4	该词是中文网络中对黑人的侮辱性称呼，常与负面刻板印象（如艾滋病、犯罪、吸毒）关联，用于贬低和攻击黑人群体。	数据集所有样本均为仇恨言论，主要类别为种族主义，且网络证据支持其为贬义称呼。
879	田园女拳	Sexism	0.95	2	2	0	2	该词是对所谓‘极端女权主义者’的贬义称呼，用于攻击和侮辱女性，暗示她们只享受权利而不承担义务，态度极端、言辞暴戾，带有明显的性别歧视和仇恨色彩。	数据集样本全部标注为仇恨言论，且网络证据显示该词常用于贬低和攻击女性，具有明确的性别歧视和仇恨性质。
880	极端男拳	Sexism	0.9	2	2	0	2	用于指代持有极端性别对立观点的男性群体，常伴随侮辱性、贬低性语境，如‘社会毒瘤’、‘辱骂黄色侮辱’等，属于性别歧视性仇恨言论。	数据集和网络证据均显示该词用于攻击和贬低特定性别群体，符合仇恨言论定义。
881	打男	Sexism	0.9	4	4	0	3	用于描述女性对男性施暴时受到不同对待的现象，暗示性别双重标准，并带有对女权主义的贬义，属于性别歧视性语言。	该术语在多个样本中用于描述女性对男性施暴时受到不同对待的现象，暗示性别双重标准，并带有对女权主义的贬义，属于性别歧视性语言。网络证据也支持其作为歧视性用语。
883	东北人是	Region	0.95	5	5	0	0	该术语用于对东北人进行地域歧视和负面刻板印象，如懒惰、粗俗、好斗、拉帮结派等，属于仇恨言论。	所有样本均被标注为仇恨言论，且网络证据显示该短语常用于地域歧视和负面刻板印象，符合仇恨/攻击性词汇定义。
884	下头男	Sexism	0.9	3	3	0	3	用于贬低、侮辱男性，指责其行为令人扫兴或反感，常带有性别歧视和攻击性。	数据集全部标注为仇恨言论，且主要归类为性别歧视；网络证据显示该词常用于贬低男性，具有侮辱性。
