condition_id	query_id	query_short_id	family_id	lexicon_arm	demo_arm	condition_group	lexicon_ids	demo_ids	demo_answers	focal_relation_dimension	foreground_relation_proposal	foreground_focal_word	qwen8b_prompt_sha256	human_adoption	eligible_for_GPU	construction_stratum
CMAD-XC-Q1-L1-D00	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D00	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	2e7e1c61796a51b89ed92947ab66b5e82fe300eebfc3a2e3b0146ce33a05063f	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L2-D0	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D0	core	"[""CMAD-XC-L2""]"	[]	[]	semantic_reference_fit			6fd334b0a885704ed2799c9518257857a12a9ef60e4352ff1d724a5874ec2d99	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L2-D11	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D11	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	6ee13a30ae8b5ba4d40134b13305b320d55398d8533ac028ed1a3d575357d856	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L2-D10	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D10	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	470ea26e423482eec60c9f0a222532758c228bc4e7355b4f11c9f1b0c2d83317	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L2-D01	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D01	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	47b2de7fa591266da17021fd3b0a7c2548a3c803f72a0733413045febbe8bf7b	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L2-D00	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D00	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	c243b091f45cbf05f12d1155c6f8c94811110fd9e3334f3876c58b4ad49d5ff8	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-N-D0	CMAD-XC-Q1	XC-Q1	CMAD-XC	N	D0	neutral_diagnostic	"[""CMAD-XC-N""]"	[]	[]	semantic_reference_fit			07f76d6d3627a7829f58f358c5c335808ec505f39eb03267e0e7ffabdf8db58f	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-N-D10	CMAD-XC-Q1	XC-Q1	CMAD-XC	N	D10	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	b49138d053e2f0940ed98da4c3c458e202c7c9fd62aa8971f20d04a0d3996351	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-N-D01	CMAD-XC-Q1	XC-Q1	CMAD-XC	N	D01	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	e9c5a454a6f9ea0ca90388adb402f96ef06bc4d1e3865925fd878d8c9760b1fd	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L0-D10S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D10S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	fc5f693c0676205cf1985e15d91dec09ce6ac4dc99398123de9ab795b35e9709	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L0-D01S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L0	D01S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	63150443ea241dbba8defc2d46c41185ce3d9db3b22cf19cdd88c6318a2e66c8	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L1-D10S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D10S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	9648837baba502561291951742907390fad206731628bd4875aecaf9c040d696	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L1-D01S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L1	D01S	label_mapping_diagnostic	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	e0ced0dff64f7f22f543aa42860a79a5e5f87a17d61d6af088a2917e5648ce60	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L2-D10S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D10S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	8e1f0333a5a626cd1e729f0b120cd824b552a87a7ab2ec596bdd64badd88bb79	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q1-L2-D01S	CMAD-XC-Q1	XC-Q1	CMAD-XC	L2	D01S	label_mapping_diagnostic	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	f42ac8d578ddde4dbbd09321021b807ee49a46258458297cdba947236352f400	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L0-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D0	core	[]	[]	[]	semantic_reference_fit			6dc2d1f05672a21da7255cf356a71a399c5ec5bce94d8ba6c58308f4802f3a89	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L0-D11	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D11	core	[]	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	5292da3ec99d25a94309268867b34907f5c20b8d2a7c22ab358855f90c62356d	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L0-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D10	core	[]	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	51d0a8f61f8fb9340856c746e421159ba8ca0f5e14aafbd8833c5bb42c7adbe4	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L0-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D01	core	[]	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	b9b019b1c493fcfaad3cae91b998dff2297c3ab159499e5b0c545bce627fc909	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L0-D00	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D00	core	[]	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	22233705692f7e6e0acdaf9be0e1b45cb9228043910a50f8f2d02f91e4d15b60	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L1-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D0	core	"[""CMAD-XC-L1""]"	[]	[]	semantic_reference_fit			ed0b589dd189b1fc9564fa32eaf4e527f4eedd6a111ce8b93b6a0796f3571b58	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L1-D11	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D11	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	bc2e69772520e45600a82d787f3f9df3bdde9cbd7e763985c87c620169af3ddd	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L1-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D10	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	44c6cdf8202a92b4471cbf5ae48488c12eddc12da17f1ff0da07f580043d3659	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L1-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D01	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	d98c4573fa4d09d02d0741b4b6fe35337d36b4663014c332011d54f5348ff6f4	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L1-D00	CMAD-XC-Q2	XC-Q2	CMAD-XC	L1	D00	core	"[""CMAD-XC-L1""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	3847c8906ab5d093c0a93927a2c92e199e132428b300a88355204b74033aa0e4	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L2-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D0	core	"[""CMAD-XC-L2""]"	[]	[]	semantic_reference_fit			29f33be5ce128fb29fcc877db432d55261d8e1c5f1ebcbdc14ab9f5927844d79	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L2-D11	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D11	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	present	958e78315112d7a7afea2ca7345e8e5c9af983a275a16ffbb655f2c306edf66c	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L2-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D10	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	51d86667fda141b4eaba555b930153e71e833fd206e7a983a33ec6d5cd761818	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L2-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D01	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	a16532a3eea335892bc654abfac2ff00d0a0e0571b728b38015eb17f8736f49d	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L2-D00	CMAD-XC-Q2	XC-Q2	CMAD-XC	L2	D00	core	"[""CMAD-XC-L2""]"	"[""CMAD-XC-D-F-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	absent	99accd0a07e576f89d66a072cc54f7c5508f6296376f2da9bba097bd9bfc9049	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-N-D0	CMAD-XC-Q2	XC-Q2	CMAD-XC	N	D0	neutral_diagnostic	"[""CMAD-XC-N""]"	[]	[]	semantic_reference_fit			69c8662702f824193d7c8cacb3bc6e2027512ec0d23cc33f7e6537fba61f6c8d	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-N-D10	CMAD-XC-Q2	XC-Q2	CMAD-XC	N	D10	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-L-A"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	direct	absent	0007161cf7dd814fd96f436da2f30f68c56beb9ab4a91929419a90518371c2cf	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-N-D01	CMAD-XC-Q2	XC-Q2	CMAD-XC	N	D01	neutral_diagnostic	"[""CMAD-XC-N""]"	"[""CMAD-XC-D-F-P"", ""CMAD-XC-D-ANCHOR""]"	"[""有"", ""无""]"	semantic_reference_fit	none	present	566a766fb3a5a0420a3ceefaf79090d8796254a58aae4e335ed68f0872f60358	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L0-D10S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D10S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-L-A-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	direct	absent	2cb4697edddfcf7923f9ca53340e266dfd2d2989710317756e0ed66d42f15f21	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
CMAD-XC-Q2-L0-D01S	CMAD-XC-Q2	XC-Q2	CMAD-XC	L0	D01S	label_mapping_diagnostic	[]	"[""CMAD-XC-D-F-P-SWAP"", ""CMAD-XC-D-ANCHOR-SWAP""]"	"[""无"", ""有""]"	semantic_reference_fit	none	present	2b23eac365f514f1a916e1680bd0508e88909e24dcf8d0120e3d0f44870153f0	"{""decision_id"": ""CMAD-review-01"", ""authorship"": ""ai"", ""review_kind"": ""human_with_ai"", ""adoption"": ""bulk"", ""decision_ref"": {""path"": ""docs/research/experiment-plans/cross-model-applicability-v1/feedback-01.json"", ""sha256"": ""c229c9520bfe71dcf93ed89fa315835601390d3b73132662b7af27a6ad81d18f""}, ""recorded_at"": ""2026-09-17T18:10:11.377352+00:00""}"	False	A_fixed_insult
