飞周兄弟 | 还不认亲？ | non_hate | non_hate [END]
有狐臭的人 | 思想上就接受不了这种事 | Racism | hate [SEP] 公知 | 洗脑觉得外国更好 | Others | hate [END]
日本 | 想在奥运装圣母 | Region | hate [END]
黑 | 偏袒黑 | Racism | hate [END]
国女 | 干的好事 | Sexism | hate [END]
东方 | 不符合东方审美观 | Sexism | hate [END]
女权们 | 反抗能反抗的，占领能占领的，抛弃一切想抛弃的 | Sexism | hate [END]
这种男人 | 骄傲自负 | Sexism | hate [END]
韩国人 | 偷东西 | Racism | hate [END]
在外的老乡 | 惹人讨厌😅 | Region | hate [END]
你 | 被基佬拉黑 | LGBTQ | hate [END]
霓全价 | 刺身 | LGBTQ | hate [END]
答主 | 有个逻辑漏洞 | non_hate | non_hate [END]
东北 | 偏见是刻在骨子里的 | Region | hate [END]
国际鬼子虫类及其它们后代虫混 | 统一基因的激情犯罪是它们身体内必不可少基因之一 | Racism | hate [END]
外国人 | 犯罪三年以下有期徒刑的不追究了解一下 | Racism | hate [END]
这种人 | 那么想当默的配种母狗 | Sexism | hate [END]
美国 | 巴不得美国从地球上消失的样子 | Region | hate [END]
便宜鸡 | 烦死了 | Sexism | hate [END]
女性 | 撑起一片天 | Sexism | hate [END]
黄皮肤的人 | 人上人 | Racism | hate [END]
你 | 真可怜呢 | non_hate | non_hate [SEP] 你 | 家里没人吗 | non_hate | non_hate [SEP] 你 | 来网上喷粪了 | non_hate | non_hate [END]
我 | 感觉我会在乎对方的能力 品性 学识 刚好的外貌 | non_hate | non_hate [END]
国内女权 | 德行 | Sexism | hate [END]
我 | 在反驳楼主 | non_hate | non_hate [END]
东北人流出 | 以年轻白领为主😅 | Region | hate [END]
现在看新闻的 | 也少了 | non_hate | non_hate [END]
新上海人 | 也算进去吧 | non_hate | non_hate [END]
女性 | 索要高额彩礼 | Sexism | hate [SEP] 女性 | 拒绝和你发生关系 | Sexism | hate [SEP] 女性 | 和别人发生关系 | Sexism | hate [SEP] 女性 | 拒绝生孩子 | Sexism | hate [SEP] 女性 | 拒绝做家务 | Sexism | hate [SEP] 女性 | 索要年薪124万的赔偿 | Sexism | hate [SEP] 女性 | 网爆男性 | Sexism | hate [END]
楠拳 | 自己不遵守 | non_hate | non_hate [END]
郭南郭朒 | 分不清楚 | non_hate | non_hate [END]
上海 | 有100万日本人？ | Region | hate [END]
我 | 说的是事实 | non_hate | non_hate [END]
正经男人女人 | 一生只和一个做爱怎么会得病⁉ | Sexism | hate [END]
腐女 | 女拳師討厭腐女 | LGBTQ | hate [END]
我们这些国楠 | 真的惨 | non_hate | non_hate [END]
这母猪 | 看面相就不是个好人 | Sexism | hate [END]
你 | 找了之后还要来得瑟一把 | Sexism, Racism | hate [END]
啥b | 脑子发育不完全 | non_hate | non_hate [END]
东北 | 多亿人都是被当做“东北”来整体进行辱骂的 | Region | hate [END]
湖北 | 只会算计人 | Region | hate [END]
度娘 | 越来越会玩了 | non_hate | non_hate [END]
广西 | 桂北比桂南强一点 | non_hate | non_hate [END]
女权们 | 继续拖 | Sexism | hate [END]
咱们 | 没特点 | non_hate | non_hate [END]
广东 | 在文化种族等方面被黑 | Region | hate [END]
这些人 | 恋爱观就离谱 | non_hate | non_hate [END]
巧克力豆 | 找巧克力豆当对象的，男的绝交，女的有多远离多远 | Sexism, Racism | hate [END]
老实人 | 让老实人买单 | non_hate | non_hate [END]
性工作者和人品低下的人 | 都是一个态度 | non_hate | non_hate [END]
黑人、白人 | 只有风险、没有收益的陌生人 | Racism | hate [END]
直女 | 和女性make所以直女和女性关系就不好？ | Sexism | hate [END]
维小人 | 与女子不可教 | Sexism | hate [END]
新疆人 | 禁止新疆人入内 | Region | hate [END]
为什么 | 不打胎 | non_hate | non_hate [END]
孙吧 | 被女权围攻 | Sexism | hate [END]
浙江人 | 我真的非常害怕浙江人 | Region | hate [END]
同性恋 | 爱 | LGBTQ | hate [SEP] 异性恋 | 只为了繁殖 | Sexism | hate [END]
你 | 不知羞耻 | non_hate | non_hate [END]
你们 | 先来碰瓷的 | non_hate | non_hate [END]
你 | 自己为人正气不贪财好色 | non_hate | non_hate [END]
广州 | 坐了十三年地铁 | non_hate | non_hate [END]
少数人 | 祸害国家的蛀虫 | non_hate | non_hate [END]
同狗 | 日常迫害正常人 | LGBTQ | hate [END]
黑人 | 艾滋病携带率高 | Racism | hate [END]
他 | 让他的账号不能使用 | non_hate | non_hate [END]
韦小宝 | 都会被查 | non_hate | non_hate [END]
乙 | 弗兰长沙人 | non_hate | non_hate [END]
郭朒 | 没有啊😄 | non_hate | non_hate [END]
你说是就是吧 | 笑死我了😊 | non_hate | non_hate [END]
我 | 支持你的看法 | non_hate | non_hate [END]
非洲黑人 | 挤爆 | Racism | hate [END]
那些媚黑的女人 | 不会听进去的🙂🙂🙂 | Sexism | hate [END]
上海人 | 傲慢 | Region | hate [END]
东北人 | 坏 | Region | hate [END]
东北云南人 | 吃生猪皮 | Region | hate [END]
江西 | 就是江西 | non_hate | non_hate [END]
大男权主义分子 | 被我疑问句问破防 | Sexism | hate [END]
男性 | 对女性敌意大？ | Sexism | hate [END]
这东西 | 不分男女 | non_hate | non_hate [END]
真的 | 很双标 | non_hate | non_hate [END]
异类 | 自我劣化 | Racism | hate [SEP] 中华文化 | 从古到今从来没有遇到过这种靠子宫和丁丁入侵的物种 | Racism | hate [END]
国际鬼子虫类及其它们后代虫混 | 墙头草，两面倒 | Racism | hate [END]
我 | 190+ | non_hate | non_hate [SEP] 这种墓垢 | 铁鲨鼻 | non_hate | non_hate [END]
皮肤比较黑的人员 | 选择与它们相反的方向行走就对了 | Racism | hate [END]
猪精 | 闲得蛋疼 | Sexism | hate [END]
鬼母 | 鬼母牛逼吹的倒是不小 | Sexism | hate [END]
幕刃和理客 | 恶心 | non_hate | non_hate [END]
我小姨 | 抓着我的手甩开然后带表弟走了 | non_hate | non_hate [END]
牛头人 | 听说自己女朋友跟别人玩的花还很兴奋 | Sexism | hate [END]
直男 | 好少见额，羡慕了 | non_hate | non_hate [END]
基佬 | 举报的呗 | LGBTQ | hate [END]
亩刃 | 别理会亩刃 | non_hate | non_hate [END]
他 | 是个gay | LGBTQ | hate [END]
总部在抖音 | 被限流了 | non_hate | non_hate [END]
黑东北的 | 脑子没发育完全 | Region | hate [SEP] 黑河南的 | 相对多一些 | Region | hate [END]
这脸 | 疯狂原始人的味道 | non_hate | non_hate [END]
圣母 | 反对一切圣母行为 | Sexism | hate [END]
你 | 还是太年轻了，没有格局 | non_hate | non_hate [END]
同性恋 | 让它灭绝 | LGBTQ | hate [END]
你 | 主动靠近默，还倒贴 | Sexism | hate [END]
母狗 | 太怂了 | Sexism | hate [END]
清道夫 | 没有用的垃圾 | Racism | hate [END]
非洲 | 非洲吧，分享过来的。 | Region | hate [END]
狗肉 | 这东西平时太罕见了吧 | non_hate | non_hate [END]
别人 | 在替你岁月静好😆 | non_hate | non_hate [END]
女人 | 越远越好 | Sexism | hate [END]
钼刃 | 都是些没人要的钼刃在网上翻天覆地 | Sexism | hate [END]
匈奴汉国的刘渊 | 骨子里改不掉 | non_hate | non_hate [END]
同性恋 | 将同性恋看做生活中更平常的事情，以平常心对待 | non_hate | non_hate [END]
非洲动物园 | 鬼畜杂毛地方 | Region | hate [END]
河南人 | 被黑和口音有很大关系 | Region | hate [END]
大哥 | 你私信没开 | non_hate | non_hate [END]
这会中文的黑猩猩 | 在我国神马地方？？！！ | Racism | hate [END]
管家仆人 | 这跟以前的管家仆人似的 | non_hate | non_hate [END]
机器人 | 理它它就赢了 | non_hate | non_hate [END]
猪精 | 吃不到性别福利只能走这条路 | Sexism | hate [END]
你 | 没玩过的默也先玩了🤭 | non_hate | non_hate [END]
男人 | 嫁个能发动全网媒体辟谣的男人 | Sexism | hate [END]
你 | 别人问地你答天 | non_hate | non_hate [END]
网上被黑的最惨的几个地方 | 河南，东北地区，广西 | Region | hate [SEP] 网上被黑的最惨的几个地方 | 北京，山东，安徽，山西 | Region | hate [END]
同性恋 | 哗众取宠的小丑 | LGBTQ | hate [SEP] 同性恋 | 心理疾病 | LGBTQ | hate [SEP] 同性恋 | 低龄心理变态人群 | LGBTQ | hate [END]
河南人 | 欺骗过他们 | Region | hate [END]
南方 | 几乎所有的省 | non_hate | non_hate [END]
那群智障 | 猎奇 | Sexism | hate [END]
它们 | 有政策加分 | non_hate | non_hate [END]
索玛女王 | 对默的评价😆 | Sexism | hate [END]
我们 | 需要工会 | non_hate | non_hate [END]
你 | 比黑人还差 | Racism | hate [END]
中国人 | 在中国歧视中国人 | non_hate | non_hate [END]
中国女性 | 唯一被批评的女性群体 | Sexism | hate [END]
中国人 | 很小 | Racism | hate [END]
艾滋病人 | 自动走开 | LGBTQ | hate [END]
她 | 当一定期间内的投资回报率低于一定值直接净身出户 | Sexism | hate [END]
成都 | 威武啊成都群众 | non_hate | non_hate [END]
我 | 嘲笑那些不嘲笑他们的人 | non_hate | non_hate [END]
jatoo | 多功能的 | non_hate | non_hate [END]
彩礼吧 | 没有♂?和♀? | Sexism | hate [END]
河南人 | 可以删除 | Region | hate [END]
腐癌 | 异性恋女生 | LGBTQ | hate [END]
每个人 | 都有自己的思想的自由 | non_hate | non_hate [END]
北上广深 | 一线 | Region | hate [END]
黑男 | 只要跟黑男换国籍就行了 | Racism | hate [END]
孔子 | 耳听为虚，眼见为实 | non_hate | non_hate [END]
沈阳大连 | 城市发展已经开始落后了 | Region | hate [END]
男人 | 施舍 | Sexism | hate [END]
上海的外来人口 | 地域歧视最严重 | Region | hate [END]
黑人 | 性瘾大喜欢大家伙的 | Racism | hate [END]
徐州 | 男的又输得一塌糊涂 | Region | hate [END]
女拳 | 泛滥 | Sexism | hate [END]
黑蛆 | 直接清空弹夹完事 | Racism | hate [END]
上海人 | 是苏南人的种而不是苏北人的 | Region | hate [END]
作者 | 支持作者传播正能量 | non_hate | non_hate [END]
谁 | 只有男的会骗婚的？？ | non_hate | non_hate [END]
河南人 | 地域黑是西方资本控制的国内某些媒体，刻意营造出来的从内部分裂、瓦解民族认同感的舆论战争 | Region | hate [END]
我 | doi | non_hate | non_hate [END]
[END]
上海人 | 被外来务工人员黑的严重 | Region | hate [END]
金庸大师 | 诚不我欺啊 | non_hate | non_hate [END]
教会 | 藏污纳垢恶心死你 | Others | hate [END]
东北人 | 对家乡文化一般都不太自信 | non_hate | non_hate [END]
中非友谊 | 很“好” | non_hate | non_hate [END]
蛮 | 少数民族 | non_hate | non_hate [END]
小鸡 | 宁愿小鸡守活寡🤣 也不想小鸡沾粑粑😅 | Sexism | hate [END]
小管家 | 没有匿名 | non_hate | non_hate [END]
军阀 | 割据占领华夏 | Region | hate [END]
中国男人 | 应该灭绝！ | Sexism | hate [END]
抖音 | 默默的重灾区 | non_hate | non_hate [END]
小鲜肉和网红 | 反感 | LGBTQ | hate [SEP] 同性恋 | 厌恶反感 | LGBTQ | hate [END]
洛阳口音和商丘口音还有信阳口音 | 你能分清嘛 | non_hate | non_hate [END]
吧里的年轻人们 | 考虑进中小企业的电子厂 | non_hate | non_hate [END]
智商有点正常的同性恋 | 会正视自己的不正常会明白同性相斥，异性相吸才是正常的道理 | LGBTQ | hate [SEP] 智商低的同性恋 | 只有智商低的同性恋才会来这个吧挑战 | LGBTQ | hate [END]
你这种把身边当世界的人 | 没什么好说的 | non_hate | non_hate [END]
你 | 去非洲是好的 | non_hate | non_hate [END]
♠️ | 去推特看看就知道了 | non_hate | non_hate [END]
这种人 | 如何评价 | non_hate | non_hate [END]
你 | 踏嘛的是不是觉得你的白叠就应该理所当然的在那 | Racism | hate [END]
几个男的 | 天天颜文字 | non_hate | non_hate [END]
基佬 | 真艾只属于基佬 | LGBTQ | hate [END]
郭女 | 有多少郭女比得上？ | Sexism | hate [END]
倒贴找黑老丑的我 | 都隔应 | Sexism, Racism, Region | hate [END]
女性 | 生育死亡率大大减少 | non_hate | non_hate [END]
两个女生 | 一个白人一个黄种人 | Sexism | hate [END]
反同群 | 狗 | LGBTQ | hate [END]
反串黑 | 好家伙反串黑是吧😓 | LGBTQ | hate [END]
逻辑高手 | 随便打俩字就是悖论 | non_hate | non_hate [END]
女的 | 那没事了 | Sexism | hate [END]
你 | 应该去放生吧 | non_hate | non_hate [END]
上海人 | 已经躺平了 | Region | hate [END]
一些缺乏地理概念的人 | 在一些缺乏地理概念的人眼里，长江以北都是东北 | Region | hate [END]
男的 | 多事 | Sexism | hate [SEP] 女的 | 骚 | Sexism | hate [END]
那个男的 | 说话语气巨差无比 | non_hate | non_hate [END]
男的 | 不分享 | Sexism | hate [END]
我 | 要当吧主 | non_hate | non_hate [END]
北方 | 女人不能上桌吃饭 | Sexism | hate [SEP] 南方 | 女人不能上龙舟 | Sexism | hate [END]
这两地方 | 有优越感 | non_hate | non_hate [END]
女权 | 我成替身了？ | Sexism | hate [END]
白男 | 娶黄女七层是炼铜，剩下两层是猎奇 | Racism | hate [END]
女人 | 越老越贬值，越老越不能生 | Sexism | hate [END]
腐女 | 我很反感腐女的 | LGBTQ | hate [END]
他 | 上海的 | Region | hate [END]
女性 | 不懂珍惜婚姻 | Sexism | hate [END]
异性恋 | 需要别人认可 | LGBTQ | hate [END]
努力大姐 | 还没死啊 | non_hate | non_hate [END]
同性恋 | 给儿童定义 | LGBTQ | hate [END]
这昵称 | 有点东西 | non_hate | non_hate [END]
你 | 去辱骂和攻击他人就是没素质 | non_hate | non_hate [END]
上海(包括苏南浙北吴语区) | 排斥江淮地区 | Region | hate [END]
所有的女人 | 生孩子多么多么痛、多么多么难，多么多么危险 | Sexism | hate [END]
黑人 | 都不会问她为什么非和黑人处 | Racism | hate [END]
老子 | 集体主义者 | Racism | hate [END]
国女 | 急死的 | Sexism | hate [END]
你 | 好big胆 | Sexism | hate [END]
中国男生 | 分头突围了 | non_hate | non_hate [END]
大国 | 气度是接盘😄 | non_hate | non_hate [END]
女人 | 纯纯就是一个懦弱又自我感动的大** | Sexism | hate [END]
她们 | 别留在国内啊 | Sexism | hate [END]
蛆 | 能在化粪池里面找一条干净的 | non_hate | non_hate [END]
广东老太太 | 谁都不虚 | Region | hate [END]
我 | 对我爸村里整个家族没归属感 | non_hate | non_hate [END]
安徽人 | 身上有气节 | non_hate | non_hate [END]
这个 | 恋童癖 | Sexism | hate [END]
辽足辽篮球迷 | 这方面没素质 | Region | hate [END]
人造子宫 | 不是为了贬低女性 | non_hate | non_hate [END]
男生 | 很坏的 | Sexism | hate [END]
二次元和微博 | 沙軟 | non_hate | non_hate [END]
潮汕火锅 | 什么味道啊 | non_hate | non_hate [END]
骗婚的人 | 人品有问题 | Sexism | hate [END]
广西 | 被黑得很惨 | Region | hate [END]
跪虫族 | 让它们虫爹在面对人类精英足球队根本就没有赢可能性 | Racism | hate [END]
大山里跑出来的猴子 | 笑死了 | Racism | hate [END]
人家 | 生理上而不是理性 | non_hate | non_hate [END]
东北抗战 | 支付的最多 | non_hate | non_hate [END]
厕所里畒勾叫的 | 还没路边蝲蝲蛄叫的好听 | Sexism | hate [END]
安徽 | 口碑比以前好多了 | non_hate | non_hate [END]
恶人 | 自有恶人磨 | non_hate | non_hate [END]
他们 | 被国女逼的 | Sexism | hate [END]
基佬 | 同类相食的怪物 | LGBTQ | hate [END]
混血儿 | 丑八怪 | Sexism | hate [END]
上海人 | 黑白完人的时候也没见你们心疼白完人啊 | Region | hate [END]
上海 | 排外歧视很严重 | Region | hate [END]
这相机 | 不错 | non_hate | non_hate [END]
直男 | 指那些不够敏感的男性 | Sexism | hate [END]
贴吧 | 要安全地发展 | non_hate | non_hate [END]
答主 | 日裔遗孤 | Racism | hate [END]
那女的 | 作态还非常低贱，太丢人了 | Sexism | hate [END]
她们 | 结婚以后一定要和老公孩子待在非洲不要回来 | Sexism | hate [END]
毛子 | 绝对打它 | Region | hate [END]
河南人 | 每个地方都会有黑暗的 | non_hate | non_hate [END]
你 | 给你揉揉 | non_hate | non_hate [END]
黑人 | 不会抱黑人 | Racism | hate [END]
它们 | 多多发电 | non_hate | non_hate [END]
过男 | 下头男 | Sexism | hate [END]
图里 | 智慧的人全是男性 | Sexism | hate [END]
商丘，驻马店，周口，豫南三市 | 被黑的最多 | Region | hate [END]
杨笠 | 把大部分小仙女心声说了出来 | non_hate | non_hate [END]
人形畜狌 | 只有人类本能 | Racism | hate [END]
我 | 河南的 | non_hate | non_hate [END]
奸**人的迷香 | 非洲黑人或者美洲黑人使用来奸淫中国女人的那种身上的香水味道 | Racism | hate [END]
黑人 | 五千年祖先都是灵长类动物 | Racism | hate [END]
人家 | 自己说话，与你有关吗？ | non_hate | non_hate [END]
黑龙江 | 又是黑龙江出的事啊！ | Region | hate [END]
黑人 | 擅长音乐 | non_hate | non_hate [END]
女拳 | 女性动手一群女拳叫好女性出轨有尼玛女拳罩着，男人可真惹不起 | Sexism | hate [END]
异性恋 | 偏激 | non_hate | non_hate [END]
你 | 中国的不幸 | non_hate | non_hate [END]
你 | 獐痣 | non_hate | non_hate [END]
这种女人 | 会带坏公司的风气 | Sexism | hate [END]
外人 | 最公开公正 | non_hate | non_hate [END]
小丑 | 能出来说一说你的成分吗 | non_hate | non_hate [END]
黑人 | 物种歧视😅 | Racism | hate [END]
这个吧里的臭亩钩 | 聚一起能凑出个完整的月莫吗？ | Sexism | hate [END]
我 | 应该成了种族主义者了 | Racism | hate [END]
河南的回族 | 简直互联网最底层🤣 | Region, Others | hate [END]
女的 | 基本上没国家概念 | Sexism | hate [END]
北京人 | 对上海人很复杂的情绪 | Region | hate [END]
这位警官 | 尽职尽责的人 | non_hate | non_hate [END]
这些凤毛麟角的人物 | 拿这些凤毛麟角的人物来代替99.99%的铌铬 | Sexism | hate [END]
有些人 | 玩个游戏都要捏个光头黑人 | Racism | hate [END]
她 | 得不介绍她的社会关系 | non_hate | non_hate [END]
你 | 看看一个多月了有人理你吗 | non_hate | non_hate [END]
人类历史的先祖们 | 早就有预料今日这些人类的叛徒 | non_hate | non_hate [END]
她 | 生活中沒人對她說過這些話 | Sexism | hate [END]
男人 | 不婚 | Sexism | hate [END]
那些小狗 | 知道那些小狗是它的孩子吗？ | non_hate | non_hate [END]
山东人陕西人 | 真的不爱出门打工 | Region | hate [END]
亲子鉴定 | 希望跟验孕棒一样普及 | non_hate | non_hate [END]
台湾 | 看该骂，简直是该打！ | Region | hate [END]
黑人 | 灵长类 | Racism | hate [END]
龟男 | 道德观 | Sexism | hate [END]
湖南 | 答主口音有问题逃过一劫，甚幸! | non_hate | non_hate [END]
ZF | 因为政治正确取消外籍留学生艾滋病强制筛查之后,国内的艾滋病感染率大幅度增加 | Racism | hate [END]
你野die们 | 在呼唤你 | non_hate | non_hate [END]
科学家 | 相信 | non_hate | non_hate [END]
女⭕️师 | 不少 | Sexism | hate [END]
南方人 | 分不清北方口音 | Region | hate [END]
我方 | 保护我方输出 | non_hate | non_hate [END]
我 | 每天都在关注都看的 | non_hate | non_hate [END]
兄弟 | 辛苦了 | non_hate | non_hate [END]
同性恋 | 借同性恋与主流不符的这个特性，在天性喜爱叛逆的未成年人群体中大肆宣扬，潜移默化的改变正常未成年人对性的认知，让未成年人认为同性恋是酷的，很帅气的，很另类的 | LGBTQ | hate [END]
她们 | 支持谁呢？ | Sexism | hate [END]
女人 | 大脑感性部位发达，喜欢引起情感共鸣的，撩动情绪的 | Sexism | hate [END]
我 | 超，男同！ | non_hate | non_hate [END]
龟男 | 不努力 | Sexism | hate [END]
黑人 | 好 | Racism | hate [END]
底层打工人 | 过得还不如卖啤的女的 | Sexism | hate [END]
中国女拳友 | 脑子不好使 | Sexism | hate [END]
河南朋友 | 都挺好的 | non_hate | non_hate [END]
他 | 阴阳怪气说我们 | non_hate | non_hate [END]
有些人 | 来上海要来的 | Region | hate [END]
自然选择 | 点赞了 | non_hate | non_hate [END]
母钩 | 举报加爆杀 | Sexism | hate [END]
南京 | 环境方面是不行 | non_hate | non_hate [END]
小黑奴 | 一万多一个 | Racism | hate [END]
你评论区 | 经典装理客中装不下去了就开始破口大骂了 | Sexism | hate [END]
这种手术 | 正规大医院一般不做的 | non_hate | non_hate [END]
男女 | 互相尊重就行了 | Sexism | hate [END]
你 | 去帮你的嘿嘿打工吧 | Sexism | hate [END]
一件事深入人心 | 不必要宣传的 | non_hate | non_hate [END]
自己 | 不控制自己 | non_hate | non_hate [END]
同性恋 | 可以和异性结婚并不能说明他们喜欢异性 | LGBTQ | hate [END]
非洲 | 滚去非洲 | Region | hate [END]
大家 | 怎么看 | non_hate | non_hate [END]
黑人 | 智商平均水平偏低 | Racism | hate [SEP] 黑色的皮肤 | 往往不受人喜欢 | Racism | hate [END]
现代女生 | 接受教育进入职场工作了 | non_hate | non_hate [END]
基佬 | 我也不生气 | LGBTQ | hate [END]
河南人 | 被黑 | Region | hate [END]
他们 | 歧视一切外地人 | Region | hate [END]
山东 | 推黑 | Region | hate [END]
女孩 | 娶 | Sexism | hate [END]
上海好南京好多人都歧视安徽人 | 我是安徽朋友说的 | Region | hate [END]
女性 | 择偶标准都是“三无四有”了 | Sexism | hate [END]
她 | 乱吠 | Sexism | hate [END]
姆蛆 | 引流捏 | Racism | hate [END]
传统地域歧视地区 | 地区 | Region | hate [END]
上海 | 狂妄自大 | Region | hate [END]
默妖 | 能否尽灭默妖，关乎人类之存亡，文明之延续，责任艰巨，意义重大！ | Racism | hate [END]
安徽的 | 背地里要被冷嘲热讽死 | Region | hate [END]
你 | 三观真的有毒 | non_hate | non_hate [END]
北方 | 都是人上人 | Region | hate [END]
非洲引进的“高材生” | 高材生 | Region | hate [END]
“尊重女性” | 资本主义的骗局 | Sexism | hate [END]
北欧 | 在性少数上做的相对比米国较好罢了 | LGBTQ | hate [END]
东北人 | 有我们东北人在前面顶着呢 | non_hate | non_hate [END]
黑人 | 言论自由 | Racism | hate [SEP] 中国人 | 反感黑人、骂黑人就是种族歧视 | Racism | hate [SEP] 黑人 | 远离黑人、远离性病艾滋 | Racism | hate [END]
非洲 | 去非洲有啥意义 | Region | hate [END]
中国男人 | 媚外世界第一 | Sexism | hate [SEP] 国女 | 第一世界优秀 | Sexism | hate [END]
杂交的 | 不如纯种的好 | Racism | hate [END]
嘿蛆族 | J生虫 | Racism | hate [END]
黑浙江 | 为什么黑浙江啊 | Region | hate [END]
你 | 去上学吧😅 | non_hate | non_hate [END]
荷兰人 | 总是说是别人祖宗 | Region | hate [END]
学校 | 承担相应的后果 | non_hate | non_hate [END]
女人 | 如果嫁到外国人小孩不能在中国读公立学校只能在外国人的私人学校读书 | Sexism | hate [END]
F省 | 应该读作H省 | non_hate | non_hate [END]
黑杂 | 在抖音拍南京大屠杀纪念日 | Racism | hate [END]
有钱哪里的妹子 | 都喜欢你 | Sexism | hate [END]
人家塔利班 | 有飞机大炮 | non_hate | non_hate [END]
那些傻卵劣信女 | 别理它们 | Sexism | hate [END]
黑人 | 天王老子来了👴🏻也歧视黑人 | Racism | hate [END]
老外 | 我从心里嫌弃 | Racism | hate [END]
江浙沪 | 又挣不了多少钱 | Region | hate [END]
知乎 | 地域黑大v最多的地方 | Region | hate [END]
他们 | 可以试试送去种植园工作 | non_hate | non_hate [END]
河南人 | 都是啊 | Region | hate [END]
外星优质男人 | 为什么不找外星优质男人呢 | non_hate | non_hate [END]
一个群体 | 主观憎恨言论 | non_hate | non_hate [END]
孙 | 那里老哥骂得比较好听 | non_hate | non_hate [END]
你 | 早点蛆丝 | Racism | hate [END]
河南 | 中原文明/华夏文明的起源地 | non_hate | non_hate [END]
一些人 | 同性恋就可以高人一等 | LGBTQ | hate [END]
上海 | 排外排的是中国人 | Region | hate [END]
后一代 | 黄黑人种 | Racism | hate [END]
基佬 | 杀光一切基佬 | LGBTQ | hate [END]
湖女省 | 司法机关真不好说钕拳之都 | Region | hate [END]
黑人 | 绝不接受 | Racism | hate [END]
你 | 高贵的殖蝻 | Racism | hate [END]
黑人 | 不喜欢黑人是正常的 | Racism | hate [END]
知乎 | 唯一让人讨厌的大概就是男权主义太重吧！ | Sexism | hate [END]
这种人 | 同性恋里的败类 | LGBTQ | hate [END]
黑人和对它们有好感的easygirl | 现在我的生活很不错 | Racism | hate [END]
中国人 | 在非洲也生了很多蛋留下了 | Sexism | hate [END]
陕西的专业黑子 | 这种东西都有病吧🤔 | Region | hate [END]
非处女 | 坦白性史 | Sexism | hate [END]
你 | 道德绑架也太厉害了 | non_hate | non_hate [END]
东北人 | 符合外边对东北人的认知 | non_hate | non_hate [END]
小氙钕 | 支持 | non_hate | non_hate [END]
同性恋 | 侵犯你啥了？ | LGBTQ | hate [END]
你 | 女的 | Sexism | hate [END]
广东 | 放在什么地方了 | Region | hate [END]
山东 | 完美契合 | non_hate | non_hate [END]
两条平行线 | 互不相干 | non_hate | non_hate [END]
你 | 独立自主 | non_hate | non_hate [END]
她们 | 艾滋病率远超失足妇女 | Sexism | hate [END]
同性恋 | 先天的？？ | LGBTQ | hate [END]
富人 | 那么舔的么 | non_hate | non_hate [END]
车、房、彩礼 | 你们倒是一视同仁啊😆 | non_hate | non_hate [END]
魔怔人 | 不准出现在我帖子里 | Racism | hate [END]
学伴 | 慰安妇 | Sexism | hate [END]
他 | 胡说八道，挑拨离间 | non_hate | non_hate [END]
女人 | 过得比我们男人要轻松 | Sexism | hate [END]
男人 | 不坏 | non_hate | non_hate [END]
这些人 | 能力如何 | non_hate | non_hate [END]
澳大利亚研究人员 | 发现智力与反同性恋的偏见之间存在很高的相关性 | LGBTQ | hate [END]
黑 | 反黑 | Racism | hate [END]
txl | 必死 | non_hate | non_hate [END]
你 | 可以取消“粉丝”啊 | non_hate | non_hate [END]
我 | 雨王老子来了 | non_hate | non_hate [END]
黑蛆 | 属于机会生存 | Racism | hate [END]
我 | 在我身边 | non_hate | non_hate [END]
你 | 是哪里人？ | non_hate | non_hate [END]
男的 | 比女的多几千万 | Sexism | hate [END]
东北 | 直球直起来很离谱，很自私，就是说的话完全不考虑别人想法，但凡一点不顺心就咋咋呼呼的 | Region | hate [END]
证据链 | 不完整 | non_hate | non_hate [END]
很多男的 | 对同志无感 | Sexism | hate [SEP] 很多直男 | 对同都是无感的 | Sexism | hate [END]
喷神 | 可能大概也许貌似真的有点种族歧视 | Racism | hate [END]
上海 | 声名一直就不好 | Region | hate [END]
黑人 | 至少比你强多了 | Racism | hate [END]
奥巴马 | 黑犹混血 | Racism | hate [END]
自己老爸 | 为什么如此骂自己的老爸 | non_hate | non_hate [END]
厦门 | 被地域黑最严重的地方之一 | Region | hate [END]
黑人 | 不黑人都没关系了 | Racism | hate [END]
姆人 | 每天都要找理由骂她一顿 | Sexism | hate [END]
我们种族歧视者 | 被白左歧视了 | Racism | hate [END]
黑人 | 体味有点作呕 | Racism | hate [END]
同性恋 | 先天得来的东西 | non_hate | non_hate [END]
您 | 高傲的挑衅全体人民的行为 | non_hate | non_hate [END]
吧友们 | 反对自己后代的基因被染黑 | Racism | hate [END]
非洲源头奥密克戎变异株Ba.5 | 已传至陕西省西安市 | non_hate | non_hate [END]
我们云南人 | 可比黑种好看多了🤔 | Region | hate [END]
女权 | 女人没有了束缚后释放本性的模样 | Sexism | hate [SEP] 男人 | 没了束缚那就是黑哥哥模式了 | Sexism | hate [END]
上男人车 | 提供吹吹服务 | Sexism | hate [END]
黑人 | 有中秋节吗？ | Racism | hate [END]
夹你 | 集体跪虫族给集体举报给永久封号 | Racism | hate [END]
你 | 管这叫日常 | non_hate | non_hate [END]
女生 | 会介意的吧 | Sexism | hate [END]
上海 | 唯一一个本地人在本地说本地话，要被说排外的城市 | Region | hate [END]
卫辉官媒 | 黑山东 | Region | hate [END]
浙江人 | 在全世界被歧视 | Region | hate [END]
生黑孩的女人 | 生黑孩的女人！！！ | Sexism | hate [END]
你 | 假黑 | Racism | hate [END]
