飞周兄弟 | 还不认亲？ | Racism | hate [END]
None | 不符合东方审美观 | non_hate | non_hate [END]
女权 | 继续自己的战斗 | Sexism | hate [END]
这种男人 | 骄傲自负，自信过头了 | Sexism | hate [END]
韩国人 | 偷东西 | Region | hate [END]
在外的老乡 | 招人讨厌 | Region | hate [END]
基佬 | 拉黑 | LGBTQ | hate [END]
霓 | 全价什么时候能被做成刺身 | Sexism | hate [END]
答主 | 有个逻辑漏洞 | non_hate | non_hate [END]
东北 | 偏见是刻在骨子里的 | Region | hate [END]
国际鬼子虫类及其它们后代虫混 | 统一基因的激情犯罪是它们身体内必不可少基因之一 | Racism | hate [END]
外国人 | 犯罪三年以下有期徒刑的不追究了解一下 | Racism | hate [END]
这种人 | 想当默的配种母狗 | Sexism, Racism | hate [END]
美国 | 巴不得美国从地球上消失的样子 | Region | hate [END]
便宜鸡 | 跟个怨妇似得 | Sexism | hate [END]
女性 | 按凭你把人们分出个高低贵贱 | Sexism | hate [SEP] 婚姻 | 对双方的枷锁而不是保护 | Sexism | hate [END]
黄皮肤的 | 人上人 | Racism | hate [END]
你 | 一击脱离就拉黑 | non_hate | non_hate [END]
我 | 觉得我会在乎对方的能力 品性 学识 刚好的外貌 | non_hate | non_hate [END]
国内女权 | 德行 | Sexism | hate [END]
我 | 在反驳楼主 | non_hate | non_hate [END]
东北人 | 流出以年轻白领为主😅 | non_hate | non_hate [END]
看新闻的 | 也少了 | non_hate | non_hate [END]
新上海人 | 也算进去吧🤣 | non_hate | non_hate [END]
女性 | 索要高额彩礼 | Sexism | hate [SEP] 女性 | 有权利拒绝和你发生关系 | Sexism | hate [SEP] 女性 | 可以和别人发生关系，且离婚时这不被视为过错 | Sexism | hate [SEP] 女性 | 有权利拒绝生孩子 | Sexism | hate [SEP] 女性 | 有权利拒绝做家务 | Sexism | hate [SEP] 女性 | 有权利索要年薪124万的赔偿 | Sexism | hate [SEP] 女性 | 还会网爆男性 | Sexism | hate [END]
楠拳 | 自己不遵守 | Sexism | hate [END]
你 | 不识字吗？ | non_hate | non_hate [END]
上海 | 有100万日本人？ | Region | hate [END]
我 | 说的是事实 | non_hate | non_hate [END]
女人 | 一生只和一个做爱怎么会得病⁉ | Sexism | hate [END]
腐女 | 女拳師討厭腐女 | Sexism | hate [END]
国楠 | 真的惨 | Sexism | hate [END]
母猪 | 看面相就不是个好人 | Sexism | hate [END]
这样的女孩子 | 找了老黑之后跟着他回他的非洲大陆 | Sexism, Racism | hate [END]
啥b | 脑子发育不完全🙂 | non_hate | non_hate [END]
东北 | 整体进行辱骂 | Region | hate [END]
湖北 | 有偏见的毕竟只是少数 | non_hate | non_hate [END]
度娘 | 越来越会玩了 | non_hate | non_hate [END]
广西 | 水果巨多巨便宜 | non_hate | non_hate [END]
25岁以下的女性 | 生产后，状态回复的最快，伤害也最小 | non_hate | non_hate [SEP] 30岁以后生 | 伤害也就越大，恢复也就越难 | non_hate | non_hate [SEP] 女权们 | 继续拖，等你拖35岁以后，绝经了，你这辈子也就这样了 | Sexism | hate [END]
咱们 | 没特点 | non_hate | non_hate [END]
广东 | 在文化种族等方面被黑 | Region | hate [END]
这些人 | 恋爱观就离谱 | non_hate | non_hate [END]
巧克力豆 | 男的绝交，女的有多远离多远 | Sexism, Racism | hate [END]
老实人 | 特么同情老实人？ | non_hate | non_hate [END]
性工作者和人品低下的人 | 保持距离 | non_hate | non_hate [END]
黑人、白人 | 个人种不同、文化背景不同、过往历史不详的陌生人 | non_hate | non_hate [END]
直女 | 和女性关系就不好？ | Sexism | hate [END]
维小人 | 与女子不可教 | Sexism | hate [END]
新疆人 | 当初13年还是14年的时候徐州的商场里禁止新疆人入内 | Region | hate [END]
None | 为什么不打胎 | non_hate | non_hate [END]
孙吧 | 被女权围攻 | Sexism | hate [END]
浙江人 | 非常害怕 | Region | hate [END]
同性恋 | 耻视异性恋 | LGBTQ | hate [END]
你 | 不知羞耻 | non_hate | non_hate [END]
你们 | 先来碰瓷 | non_hate | non_hate [END]
你自己 | 不切实际的幻想做成的错误 | non_hate | non_hate [END]
广州 | 坐了十三年地铁 | non_hate | non_hate [END]
少数人 | 蛀虫 | Others | hate [END]
同 | 狗日常迫害正常人 | LGBTQ | hate [END]
黑人 | 艾滋病携带率高 | Racism, Others | hate [END]
他 | 让他的账号不能使用 | non_hate | non_hate [END]
韦小宝 | 会被查 | non_hate | non_hate [END]
你 | 是哪里人 | non_hate | non_hate [END]
郭朒 | 没有啊😄 | Sexism | hate [END]
你 | 你说是就是吧 | non_hate | non_hate [END]
我 | 支持你的看法 | non_hate | non_hate [END]
非洲黑人 | 到处扩张 | Racism | hate [END]
那些媚黑的女人 | 不会听进去 | Sexism, Racism | hate [END]
上海人 | 这么傲慢 | Region | hate [END]
东北人 | 坏 | Region | hate [END]
东北云南人 | 吃生猪皮 | non_hate | non_hate [END]
江西 | 就是江西 | Region | hate [END]
大男权主义分子 | 拉黑 | Sexism | hate [END]
男性 | 对女性敌意大？ | non_hate | non_hate [END]
这东西 | 不分男女 | non_hate | non_hate [END]
None | 双标 | non_hate | non_hate [END]
异类 | 会造成五胡乱华的后果 | Racism | hate [SEP] 靠子宫和丁丁入侵的物种 | 如果不抵抗，那么就只有灭亡 | Racism | hate [END]
国际鬼子虫类及其它们后代虫混 | 墙头草，两面倒 | Racism | hate [END]
我 | 190+ | non_hate | non_hate [SEP] 这种墓垢 | 铁鲨鼻 | Sexism | hate [END]
皮肤比较黑的人员 | 选择与它们相反的方向行走就对了！ | Racism | hate [END]
猪精 | 一般闲得蛋疼的大概率是猪精 | Sexism | hate [END]
初中都没上过的鬼母 | 牛逼吹的倒是不小 | Sexism | hate [END]
幕刃和理客 | 恶心 | Sexism | hate [END]
小姨 | 凶狠地瞪着我 | non_hate | non_hate [END]
牛头人 | 听说自己女朋友跟别人玩的花还很兴奋 | Sexism | hate [END]
这样的直男 | 好少见额 | non_hate | non_hate [END]
基佬 | 举报的 | LGBTQ | hate [END]
亩刃 | 别理会 | Sexism | hate [END]
他 | gay | LGBTQ, Others | hate [END]
博主 | 被限流了 | non_hate | non_hate [END]
东北 | 黑东北的也听过 | Region | hate [SEP] 河南 | 黑河南的相对多一些 | Region | hate [END]
这脸 | 有点疯狂原始人的味道 | Racism | hate [END]
圣母 | 反对一切圣母行为 | Sexism | hate [END]
你 | 还是太年轻了，没有格局 | non_hate | non_hate [END]
同性恋 | 不让它灭绝 | LGBTQ | hate [END]
默 | 倒贴 | Racism | hate [END]
母狗 | 太怂了 | Sexism | hate [END]
清道夫 | 没有用的垃圾 | Racism | hate [END]
非洲 | 分享过来的 | non_hate | non_hate [END]
狗肉 | 这东西平时太罕见了吧 | non_hate | non_hate [END]
你 | 别人替你岁月静好 | non_hate | non_hate [END]
女人 | 远离女人 | Sexism | hate [END]
钼刃 | 翻天覆地 | Sexism | hate [END]
匈奴汉国的刘渊 | 也是一个汉化之人 | non_hate | non_hate [END]
同性恋 | 将同性恋看做生活中更平常的事情，以平常心对待 | non_hate | non_hate [END]
非洲动物园 | 鬼畜杂毛地方 | Region | hate [END]
河南人 | 黑河南人是因为河南地区住的是殷商后羿并不是因为什么郑国和宋国弱小 | Region | hate [END]
大哥 | 你私信没开 | non_hate | non_hate [END]
这会中文的黑猩猩 | 在我国神马地方？？！！ | Racism | hate [END]
管家仆人 | 这跟以前的管家仆人似的 | non_hate | non_hate [END]
机器人 | 你理它它就赢了 | non_hate | non_hate [END]
猪精 | 吃不到性别福利只能走这条路 | LGBTQ | hate [END]
默 | 你玩的默都玩腻了，你没玩过的默也先玩了🤭 | Racism | hate [END]
男人 | 嫁个能发动全网媒体辟谣的男人 | Sexism | hate [END]
你 | 别人问地你答天 | non_hate | non_hate [END]
河南，东北地区，广西 | 被黑的最惨 | Region | hate [SEP] 北京，山东，安徽，山西 | 一般惨 | Region | hate [END]
同性恋 | 哗众取宠的小丑 | LGBTQ | hate [SEP] txl | 自私而且低能，说理说不过又只会无脑的谩骂的低龄心理变态人群 | LGBTQ | hate [END]
河南人 | 欺骗过他们😅 | Region | hate [END]
我 | 去过南方几乎所有的省 | non_hate | non_hate [END]
那个机器 | 为了让男人体谅女人，还是为了一群智障猎奇？ | Sexism | hate [END]
它们 | 会有政策加分的 | non_hate | non_hate [END]
索玛女王 | 对默的评价 | Sexism, Racism | hate [END]
我们 | 需要工会 | non_hate | non_hate [END]
你 | 比黑人还差 | Racism | hate [END]
中国人 | 在中国歧视中国人⁉ | Racism | hate [END]
中国女性 | 唯一被批评的女性群体 | Sexism | hate [END]
中国人 | 普遍都很小 | non_hate | non_hate [END]
艾滋病 | 自动走开 | Others | hate [END]
她 | 当一定期间内的投资回报率低于一定值直接净身出户 | Sexism | hate [END]
成都 | 人民的城市 | non_hate | non_hate [END]
他们 | 我不仅嘲笑他们，还嘲笑那些不嘲笑他们的人 | Others | hate [END]
jatoo | 多功能的 | non_hate | non_hate [END]
彩礼吧 | 反对的都被禁言了 | Sexism | hate [END]
河南人 | 可以删除 | Region | hate [END]
腐癌 | 你们异性恋女生😓 | LGBTQ, Sexism | hate [END]
每个人 | 都有自己的思想的自由 | non_hate | non_hate [END]
北上广深 | 他们所有外地的都觉得没他们好 | Region | hate [END]
黑男 | 跟黑男换国籍就行了 | Sexism, Racism | hate [END]
孔子 | 耳听为虚，眼见为实 | non_hate | non_hate [END]
沈阳大连 | 城市发展已经开始落后了 | non_hate | non_hate [END]
畒 | 被男人压在夸下摩擦了几千年 | Sexism | hate [END]
上海的外来人口 | 恶臭 | Region | hate [END]
被黑人搞过的 | 一种是人傻媚外的，不能要。一种是性瘾大喜欢大家伙的，也不能要 | Racism | hate [END]
徐州 | 男的又输得一塌糊涂 | Region, Sexism | hate [END]
女拳 | 泛滥 | Sexism | hate [END]
黑蛆 | 直接清空弹夹完事 | Racism | hate [END]
上海人 | 是苏南人的种而不是苏北人的 | Region | hate [END]
作者 | 支持作者传播正能量 | non_hate | non_hate [END]
女的 | 会骗婚的 | non_hate | non_hate [END]
西方资本 | 控制的国内某些媒体 | Region | hate [END]
我 | 和我doi | non_hate | non_hate [END]
黑黄混血 | 恶心 | Racism | hate [END]
上海人 | 被外来务工人员黑的严重 | Region | hate [END]
金庸大师 | 诚不我欺 | non_hate | non_hate [END]
教会 | 恶心死你 | Others | hate [END]
东北 | 对家乡文化一般都不太自信 | Region | hate [END]
中非友谊 | 真的很“好” | non_hate | non_hate [END]
蛮 | 少数民族 | non_hate | non_hate [END]
小鸡 | 担心沾粑粑😅 | Sexism | hate [END]
小管家 | 没有匿名 | non_hate | non_hate [END]
军阀 | 割据占领华夏 | Region | hate [SEP] 南方人 | 被地狱狗蔑称为南大人 | Region | hate [END]
中国男人 | 应该灭绝 | Sexism | hate [END]
贴吧 | 没人看了 | non_hate | non_hate [SEP] 抖音 | 默 | Racism | hate [END]
同性恋 | 厌恶反感 | LGBTQ | hate [END]
洛阳口音和商丘口音还有信阳口音 | 你能分清嘛 | non_hate | non_hate [END]
吧里的年轻人们 | 可以考虑进中小企业的电子厂 | non_hate | non_hate [END]
智商低的同性恋 | 只有智商低的同性恋才会来这个吧挑战 | LGBTQ | hate [END]
你这种把身边当世界的人 | 没什么好说的 | non_hate | non_hate [END]
天龙人 | 不这么认为 | Racism | hate [END]
推特 | 去推特看看就知道了 | non_hate | non_hate [END]
这种人 | 如何评价 | non_hate | non_hate [END]
你 | 踏嘛的是不是觉得你的白叠就应该理所当然的在那 | Racism | hate [END]
几个男的 | 天天颜文字 | non_hate | non_hate [END]
基佬 | 真艾只属于基佬 | LGBTQ, Others | hate [END]
克罗地亚的 | 容貌秒杀95%以上国女 | Region, Sexism | hate [END]
我 | 都隔应 | Racism | hate [END]
生孩子 | 疼 | non_hate | non_hate [END]
两个女生 | 随所有条件都一样 | non_hate | non_hate [END]
None | 狗 | LGBTQ | hate [END]
None | 反串黑 | Racism | hate [END]
逻辑高手 | 随便打俩字就是悖论 | non_hate | non_hate [END]
女的 | 那没事了 | non_hate | non_hate [END]
你 | 应该去放生吧 | non_hate | non_hate [END]
上海人 | 已经躺平了 | Region | hate [END]
一些缺乏地理概念的人 | 长江以北都是东北 | Region | hate [END]
男的 | 多事 | Sexism | hate [END]
那个男的 | 说话语气巨差无比 | non_hate | non_hate [END]
分享这玩意的 | 不是纯初生 | Sexism | hate [END]
我 | 要当吧主 | non_hate | non_hate [END]
北方 | 女人不能上桌吃饭 | Region, Sexism | hate [SEP] 南方 | 女人不能上龙舟 | Region, Sexism | hate [END]
这两地方 | 有优越感 | non_hate | non_hate [END]
女权 | 成替身了？ | Sexism | hate [END]
白男 | 娶黄女七层是炼铜，剩下两层是猎奇 | Sexism, Racism | hate [END]
女人 | 越老越贬值，越老越不能生 | Sexism | hate [END]
腐女 | 很反感腐女的 | Sexism | hate [END]
他 | 上海的 | non_hate | non_hate [END]
女方 | 婚前支付五年个人收入做彩礼 | Sexism | hate [END]
异性恋 | 什么时候异性恋还需要别人认可了？ | non_hate | non_hate [END]
努力大姐 | 还没死啊 | Sexism | hate [END]
同性恋 | 有什么资格给儿童定义 | LGBTQ | hate [END]
这昵称 | 有点东西 | non_hate | non_hate [END]
你 | 可以讨厌但是去辱骂和攻击他人就是没素质 | non_hate | non_hate [END]
上海 | 喜欢排斥江淮地区，苏北和安徽中北部 | Region | hate [END]
所有的女人 | 生孩子多么多么痛、多么多么难，多么多么危险 | Sexism | hate [END]
交往过黑人的女孩 | 不愿意娶 | Sexism, Racism | hate [END]
老子 | 种族主义者 | Racism | hate [END]
国女 | 急死的国女出来了 | Sexism | hate [END]
你 | 女人 | Sexism | hate [SEP] 你 | 妇女 | Sexism | hate [END]
中国eg | 还不允许中国男生分头突围了🤭🤭 | Sexism | hate [END]
大国 | 气度是接盘 | Sexism | hate [END]
你 | 懦弱又自我感动的大** | non_hate | non_hate [END]
她们 | 等到中国遍地黑娃娃，看着就恶心 | Racism | hate [END]
你 | 在化粪池里面找一条干净的蛆？ | non_hate | non_hate [END]
广东老太太 | 谁都不虚 | Region | hate [END]
我 | 对家族很难有归属感 | non_hate | non_hate [END]
安徽人 | 身上有气节 | non_hate | non_hate [END]
这 | 恋童癖 | non_hate | non_hate [END]
辽足辽篮球迷 | 这些年干的没素质事好像更多吧 | Region | hate [END]
人造子宫 | 不是为了贬低女性 | non_hate | non_hate [END]
男生 | 很坏的 | Sexism | hate [END]
二次元和微博 | 沙軟 | non_hate | non_hate [END]
潮汕火锅 | 什么味道啊 | non_hate | non_hate [END]
骗婚的人 | 人品有问题 | non_hate | non_hate [END]
广西 | 不也被黑得很惨吗 | non_hate | non_hate [END]
跪虫族 | 它们虫爹在面对人类精英足球队根本就没有赢可能性 | Racism | hate [END]
大山里跑出来的猴子 | 我夸夸你们呗 | Region | hate [END]
人家 | 生理上而不是理性 | non_hate | non_hate [END]
东北 | 被天天享福的老爷们骂 | Region | hate [END]
畒勾 | 还没路边蝲蝲蛄叫的好听 | Sexism | hate [END]
安徽 | 口碑比以前好多了 | non_hate | non_hate [END]
大家 | 去点个赞吧！ | non_hate | non_hate [END]
国女 | 逼 | Sexism | hate [END]
基佬 | 同类相食的怪物 | LGBTQ | hate [END]
混血儿 | 丑八怪的多了去了 | Racism | hate [END]
上海人 | 装什么小白兔😂 | Region | hate [END]
上海 | 排外歧视很严重 | Region | hate [END]
这相机 | 不错 | non_hate | non_hate [END]
很多女的 | 敏感、多疑、热衷于勾心斗角 | Sexism | hate [END]
贴吧 | 要安全地发展 | non_hate | non_hate [END]
答主 | 日裔遗孤，挑起省际矛盾，居心叵测 | Region | hate [END]
那女的 | 作态还非常低贱 | Sexism | hate [END]
她们 | 结婚以后一定要和老公孩子待在非洲不要回来 | Sexism, Racism | hate [END]
国人 | 挺能忍的 | non_hate | non_hate [SEP] 毛子 | 绝对打它 | Region | hate [END]
河南人 | 每个地方都会有黑暗的 | non_hate | non_hate [END]
我 | 拳打到你了 | non_hate | non_hate [END]
黑人 | 不会抱黑人 | Racism | hate [END]
它们 | 多多发电 | non_hate | non_hate [END]
过男 | 下头男 | Sexism | hate [END]
图里的有智慧的人 | 全是男性 | non_hate | non_hate [END]
豫南三市 | 被黑的最多 | Region | hate [END]
杨笠 | 把大部分小仙女心声说了出来 | Sexism | hate [END]
人形畜狌 | 只有人形畜狌只有本能 | Racism | hate [END]
我 | 河南的 | non_hate | non_hate [END]
非洲黑人或者美洲黑人 | 使用来奸淫中国女人的那种身上的香水味道 | Racism | hate [END]
黑人 | 五千年祖先都是灵长类动物 | Racism | hate [END]
人家 | 自己说话 | non_hate | non_hate [END]
黑龙江 | 又是黑龙江出的事啊！ | non_hate | non_hate [END]
黑人 | 擅长音乐 | non_hate | non_hate [END]
女拳 | 一动手你们女拳就出来反抗 | Sexism | hate [SEP] 女拳 | 女性出轨有尼玛女拳罩着 | Sexism | hate [END]
异性恋 | 不好 | non_hate | non_hate [END]
你 | 中国有你这样的，真是中国的不幸 | non_hate | non_hate [END]
你 | 爬 | non_hate | non_hate [END]
这种女人 | 会带坏公司的风气 | Sexism | hate [END]
外人 | 最公开公正 | non_hate | non_hate [END]
小丑 | 能出来说一说你的成分吗 | non_hate | non_hate [END]
黑人 | 物种歧视 | Racism | hate [END]
这个吧里的臭亩钩 | 能凑出个完整的月莫吗？ | Sexism | hate [END]
黑人白人 | 都不待见 | Racism | hate [END]
河南的回族 | 简直互联网最底层🤣 | Region, Racism | hate [END]
女的 | 没国家概念 | Sexism | hate [END]
北京人 | 对上海人很复杂的情绪 | Region | hate [END]
这位警官 | 尽职尽责 | non_hate | non_hate [END]
这些凤毛麟角的人物 | 来代替99.99%的铌铬 | Sexism | hate [END]
有些人 | 玩个游戏都要捏个光头黑人 | Racism | hate [END]
她 | 社会关系 | non_hate | non_hate [END]
你 | 看看一个多月了有人理你吗 | non_hate | non_hate [END]
人类历史的先祖们 | 早就有预料今日这些人类的叛徒 | Racism | hate [END]
她 | 一边骂街一边yy | Sexism | hate [END]
男人 | 不婚 | Sexism | hate [END]
这狗 | 知道那些小狗是它的孩子吗？ | non_hate | non_hate [END]
山东人陕西人 | 爱不爱出门打工 | non_hate | non_hate [END]
亲子鉴定 | 希望跟验孕棒一样普及 | non_hate | non_hate [END]
台湾 | 该骂 | Region | hate [SEP] 台湾 | 该打 | Region | hate [END]
黑人 | 灵长类 | Racism | hate [END]
龟男 | 道德观 | Sexism | hate [END]
湖南 | 由于答主口音有问题逃过一劫 | non_hate | non_hate [END]
ZF | 国内的艾滋病感染率大幅度增加 | Others | hate [END]
你野die | 在呼唤你 | Racism | hate [END]
科学家 | 相信 | non_hate | non_hate [END]
女⭕️师 | 不少 | Sexism | hate [END]
一部分南方人 | 分不清北方口音 | non_hate | non_hate [END]
我方 | 保护我方输出 | non_hate | non_hate [END]
我 | 每天都在关注都看的 | non_hate | non_hate [END]
兄弟 | 辛苦了 | non_hate | non_hate [END]
同性恋 | 很巧妙的在任何讨论和争执中把自己伪装成一个受害者的形象 | LGBTQ | hate [SEP] 同性恋 | 借同性恋与主流不符的这个特性，在天性喜爱叛逆的未成年人群体中大肆宣扬，潜移默化的改变正常未成年人对性的认知，让未成年人认为同性恋是酷的，很帅气的，很另类的 | LGBTQ | hate [END]
她们 | 支持谁呢？ | non_hate | non_hate [END]
女人 | 大脑感性部位发达，喜欢引起情感共鸣的，撩动情绪的 | Sexism | hate [SEP] 女人 | 短板是大局观较差，比较好下手，怎么舒服怎么活，开心就好。不管会对人类群体会产生哪些负面。只看见面前的东西，比较好忽悠。 | Sexism | hate [END]
我 | 超 | LGBTQ | hate [END]
龟男 | 不努力 | Sexism | hate [END]
黑人 | 又笨，遇到战斗先投降 | Racism | hate [END]
既得利益者 | 笑死我了 | non_hate | non_hate [END]
中国女拳友 | 脑子不好使 | Sexism | hate [END]
河南的朋友 | 挺好 | non_hate | non_hate [END]
他 | 在背后阴阳怪气说我们 | non_hate | non_hate [END]
有些人 | 来上海之后骂上海人配不上这个全中国的上海，打压上海文化（比如方言） | Region | hate [END]
自然选择 | 不错不错俺点赞了 | non_hate | non_hate [END]
母钩 | 爆杀 | Sexism | hate [END]
南京 | 灰挺多的 | non_hate | non_hate [END]
小黑奴 | 一万多一个 | Racism | hate [END]
你评论区 | 小仙女 | Sexism | hate [END]
这种手术 | 正规大医院一般不做 | non_hate | non_hate [END]
我 | 不支持男女平等 | non_hate | non_hate [END]
你 | 去帮你的嘿嘿打工吧 | Racism | hate [END]
央视 | 不要歧视感冒患者 | non_hate | non_hate [END]
自己 | 不控制自己 | non_hate | non_hate [END]
同性恋 | 可以和异性结婚并不能说明他们喜欢异性 | non_hate | non_hate [END]
None | 滚去非洲 | Racism | hate [END]
大家 | 怎么看 | non_hate | non_hate [END]
黑人 | 智商平均水平偏低 | Racism | hate [SEP] 黑色的皮肤 | 不受人喜欢 | Racism | hate [END]
现代女生 | 接受教育进入职场工作了 | non_hate | non_hate [END]
基佬 | 我也不生气 | LGBTQ | hate [END]
河南人 | 被黑 | Region | hate [END]
他们 | 歧视一切外地人 | Region | hate [END]
山东 | 推黑 | Region | hate [END]
有过-同居史-的-女孩 | 能-娶-吗？ | Sexism, Others | hate [END]
上海 | 好南京好多人都歧视安徽人 | Region | hate [END]
女性 | 择偶标准都是“三无四有”了啊 | Sexism | hate [END]
她 | 骂你 | Sexism | hate [END]
姆蛆 | 引流 | Sexism | hate [END]
传统地域歧视地区 | Region | Region | hate [END]
上海 | 歧视外地人是普遍存在 | Region | hate [END]
默妖 | 尽灭 | Racism | hate [END]
安徽的 | 背地里要被冷嘲热讽死 | Region | hate [END]
你 | 三观真的有毒 | non_hate | non_hate [END]
北方 | 人上人 | Region | hate [END]
非洲 | 引进的“高材生” | Racism | hate [END]
尊重女性 | 资本主义的骗局，也是西方文化的糟粕 | Sexism | hate [END]
北欧 | 在性少数上做的相对比米国较好 | non_hate | non_hate [END]
东北人 | 有我们东北人在前面顶着呢 | non_hate | non_hate [END]
黑人 | 歧视黑人正确吗？非常正确 | Racism | hate [END]
None | 根本就回不来 | Racism | hate [END]
中国男人 | 媚外世界第一 | Sexism, Racism | hate [SEP] 国女 | 第一世界优秀 | Sexism | hate [END]
杂交的 | 不如纯种的好，还会弄出很多奇怪的病，智商还会迭代变低 | Racism | hate [END]
嘿蛆族 | J生虫 | Racism | hate [END]
浙江 | 为什么黑 | Region | hate [END]
你 | 还是去上学吧😅 | non_hate | non_hate [END]
非洲人 | 世界祖宗 | Racism | hate [END]
学校 | 招进来 | Racism | hate [END]
女人 | 如果嫁到外国人小孩不能在中国读公立学校只能在外国人的私人学校读书 | Sexism, Racism | hate [END]
F省 | 应该读作H省 | non_hate | non_hate [END]
黑杂 | 在抖音拍南京大屠杀纪念日 | Racism | hate [END]
妹子 | 有钱哪里的妹子都喜欢你 | Sexism | hate [END]
塔利班 | 有飞机大炮 | non_hate | non_hate [END]
信女 | 傻卵劣 | Sexism | hate [END]
黑人 | 歧视 | Racism | hate [END]
和老外有过交往的 | 我从心里嫌弃😅😅 | Racism | hate [END]
江浙沪 | 又挣不了多少钱 | Region | hate [END]
东北 | 整个知乎地域黑大v最多的地方 | Region | hate [END]
None | 可以试试送去种植园工作 | Racism | hate [END]
河南 | 都是啊 | non_hate | non_hate [END]
外星优质男人 | 人家有太空战舰呢 | Sexism, Racism | hate [END]
一个群体 | 主观憎恨 | Others | hate [END]
孙 | 那里老哥骂得比较好听 | Sexism | hate [END]
你 | 早点蛆丝 | Sexism | hate [END]
河南 | 中原文明/华夏文明的起源地 | non_hate | non_hate [END]
一些人 | 觉得自己是同性恋就可以高人一等了 | LGBTQ | hate [END]
上海 | 排外排的是中国人，外国人可一点也不排，全供起来舔 | Region | hate [END]
黑人 | 黄黑人种 | Racism | hate [END]
基佬 | 杀光一切基佬 | LGBTQ | hate [END]
湖女省 | 反正湖女省的司法机关真不好说钕拳之都 | Region | hate [END]
黑人 | 绝不接受 | Racism | hate [END]
你 | 高贵的殖蝻 | Racism | hate [END]
黑人 | 不喜欢黑人是正常的 | Racism | hate [SEP] 黑人 | 排斥黑人 | Racism | hate [SEP] 黑人 | 排斥白人等异族 | Racism | hate [END]
知乎 | 唯一让人讨厌的大概就是男权主义太重吧！ | Sexism | hate [END]
这种人 | 同性恋里的败类 | LGBTQ | hate [END]
黑人 | 歧视 | Racism | hate [SEP] 对它们有好感的easygirl | 歧视 | Sexism, Racism | hate [END]
中国人 | 在非洲也生了很多蛋留下了 | Racism | hate [END]
陕西的专业黑子 | 有病 | Region | hate [END]
非处女 | 坦白性史 | Sexism | hate [END]
你 | 道德绑架也太厉害了逻辑也不对 | non_hate | non_hate [END]
东北人 | 也感觉很不符合外边对东北人的认知 | non_hate | non_hate [END]
小氙钕 | 支持 | Sexism | hate [END]
同性恋 | 拉黑不送 | LGBTQ | hate [END]
你 | 女的好欺负 | Sexism | hate [END]
你 | 把广东放在什么地方了 | non_hate | non_hate [END]
山东 | 完美契合 | non_hate | non_hate [END]
喷神 | 回答哪里批判了？ | non_hate | non_hate [END]
人家 | 独立自主和你有什么关系 | non_hate | non_hate [END]
她们 | 艾滋病率远超失足妇女 | Sexism, Others | hate [END]
同性恋 | 先天的？？ | non_hate | non_hate [END]
富人 | 那么舔的么 | non_hate | non_hate [END]
车、房、彩礼 | 你们倒是一视同仁啊😆 | Sexism | hate [END]
魔怔人 | 不准魔怔人出现在我帖子里 | non_hate | non_hate [END]
学伴 | 慰安妇 | Sexism | hate [END]
他 | 胡说八道，挑拨离间 | non_hate | non_hate [END]
女人 | 过的就是比我们男人要轻松 | Sexism | hate [END]
男人 | 不坏 | non_hate | non_hate [END]
这些人 | 能力如何 | non_hate | non_hate [END]
同性恋 | 反同性恋的偏见 | LGBTQ | hate [END]
None | 反黑 | Racism | hate [END]
txl | 必死 | LGBTQ | hate [END]
你 | 可以取消“粉丝”啊 | non_hate | non_hate [END]
我 | 种族内个歧视了🐶帽子我自己带好 | Racism | hate [END]
黑蛆 | 属于机会生存 | Racism | hate [END]
娶外国女人的男性 | 一门心思娶外国女人 | Sexism, Racism | hate [END]
你 | 是哪里人？ | non_hate | non_hate [END]
光棍 | 找外国女人 | Sexism, Racism | hate [END]
在东北上学的人 | 一部分人，直球直起来很离谱，很自私 | Region | hate [END]
证据链 | 不完整 | non_hate | non_hate [END]
很多男的 | 无感 | non_hate | non_hate [SEP] 我老公 | 对同志无感 | non_hate | non_hate [END]
喷神 | 有点种族歧视 | Racism | hate [END]
上海 | 声名一直就不好好不 | Region | hate [END]
黑人 | 至少比你强多了 | Racism | hate [END]
奥巴马 | 黑犹混血 | Racism | hate [SEP] 奥巴马 | 美国历史最差总统 | Racism | hate [END]
自己老爸 | 如此骂 | non_hate | non_hate [END]
厦门 | 被地域黑最严重的地方之一 | Region | hate [END]
你 | 把出差一夜情当恋爱玩呢？ | non_hate | non_hate [END]
姆人 | 每天都要找理由骂她一顿 | Sexism | hate [END]
我们种族歧视者 | 被白左歧视 | Racism | hate [SEP] 这些虚伪的白左 | （气气气） | Racism | hate [END]
黑人 | 体味有点作呕 | Racism | hate [SEP] 黑人 | 男的体味酸酸馊馊的 | Racism | hate [END]
同性恋 | 先天得来的东西 | non_hate | non_hate [END]
您 | 高傲的挑衅全体人民的行为 | non_hate | non_hate [END]
吧友们 | 反对自己后代的基因被染黑 | Racism | hate [END]
非洲源头奥密克戎变异株Ba.5 | 已传至陕西省西安市 | non_hate | non_hate [END]
我们云南人 | 可比黑种好看多了🤔 | Region | hate [END]
女人 | 没有了束缚后释放本性的模样 | Sexism | hate [SEP] 男人 | 没了束缚那就是黑哥哥模式了 | Sexism | hate [END]
上男人车 | 提供吹吹服务 | Sexism | hate [END]
黑人 | 有中秋节吗？ | Racism | hate [END]
