condition_id,query_id,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,physical_real_record_id,physical_probe_record_ids,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q04-F2-O-A,FD-3169-Q04,-0.9396961212158204,2.8053067110471837,-3.745002832263004,"{""empty"":3.396752675374349,""lorem"":4.427587890625,""mask"":2.9167160034179687,""na"":1.8317164103190104,""space"":2.9107706705729166}","{""empty"":-4.33644879659017,""lorem"":-5.3672840118408205,""mask"":-3.8564121246337892,""na"":-2.771412531534831,""space"":-3.8504667917887367}","{""empty"":-3.6358898646264812,""lorem"":-3.5520584287854895,""mask"":-3.718792849754701,""na"":-4.204766249575226,""space"":-3.7201120605227223}",FQP-6b28e09476e42f393fdb15b656e38192e937b8aa07b64fbced0bdca2c6f7b482,"{""empty"":""FQP-4835c1ae56dd21b6bab67dfa27937d2e97f1f697b1cb76c3b2e1edcbcd2c1dbc"",""lorem"":""FQP-37a777d383ac73f2b3c924cbd5fa7c6ddb96a76bb02b140d6e03c251d3cf9a4b"",""mask"":""FQP-106c98b6a5f803aeca6d43290fffd8def830b9a631a7f95d474ab74e31eabd07"",""na"":""FQP-b83167ab6928ba25fc4f343266ab8e905518d09bf1b677cd3111cb91bd2c148d"",""space"":""FQP-2f2b7fc14fa188548ca1b16aedf29f9e497e39f4651e6395e7e27a15ca12a0c8""}",hate,False,False,null,hate,null,True,3.745002832263004
FQD-FD-3169-Q04-F2-O-H,FD-3169-Q04,-0.9653363545735677,2.765817443793497,-3.7311537983670644,"{""empty"":3.3976974487304688,""lorem"":4.46067606608073,""mask"":2.84797846476237,""na"":1.7849957784016925,""space"":2.8684712727864583}","{""empty"":-4.363033803304036,""lorem"":-5.426012420654297,""mask"":-3.8133148193359374,""na"":-2.7503321329752604,""space"":-3.833807627360026}","{""empty"":-3.616658947906153,""lorem"":-3.5345875189162346,""mask"":-3.711513080630377,""na"":-4.194644593954087,""space"":-3.7068831926229437}",FQP-f1a44ec5443ad5043abc78bb16342756a528643b983089560cba9070e13286a3,"{""empty"":""FQP-686e69fb3420abc2159fd4a7a1ee1d909c58616fdc30dee608b6c7189be85ec7"",""lorem"":""FQP-4a682681b6332b339a2414e6bdc8b4e8d6b9ae25640d95b57c5213775f784176"",""mask"":""FQP-7b3c397de412fae1dd586d7b5f9cb4c2c3eed121774a14da583d21a42245be00"",""na"":""FQP-8e2ca871b9a21d5f49241232bb7e6854f7f0db5175114cb4b401d0b94170f06c"",""space"":""FQP-7d671b8e1115330056c9231ccb2f72dc877b82960a83a43f50817468777ac7e8""}",hate,False,False,null,hate,null,True,3.7311537983670644
FQD-FD-3169-Q05-F1-D-A,FD-3169-Q05,4.466678619384766,2.7298514565161875,1.736827162868578,"{""empty"":3.2098340352376304,""lorem"":4.114040120442708,""mask"":2.775092569986979,""na"":1.8665224711100261,""space"":2.775407918294271}","{""empty"":1.2568445841471352,""lorem"":0.35263849894205723,""mask"":1.6915860493977868,""na"":2.6001561482747393,""space"":1.6912707010904948}","{""empty"":1.830468510852234,""lorem"":1.9181241964311746,""mask"":1.7478618720479577,""na"":1.3654650211841766,""space"":1.7479368893306226}",FQP-32a382116797e254b8beed886144d90b4a4712b802d4438942bb010411c2f9f4,"{""empty"":""FQP-8b5c00620b6fc99cb54490df92abe314f181183af11f673fd057514775f432d2"",""lorem"":""FQP-51d999e91eb0dbddddb5049ee6797d04c484c3c82d0990e43db1da6d9bbc041e"",""mask"":""FQP-1e7090797e5adfaa338e99dc2ff681ae9eabbcac83a250f4c40ab2fbb4c48088"",""na"":""FQP-df073c700e093232a7de4acba3ff0dcd0bb522b686d0635f387768386743e3d8"",""space"":""FQP-8731f7b9ac383106c5e80e9047a3425dad8f99d01dc7eafdf04006937b47af1a""}",non-hate,False,False,null,non-hate,null,True,1.736827162868578
FQD-FD-3169-Q05-F1-D-H,FD-3169-Q05,4.554115295410156,2.6970369435455517,1.8570783518646046,"{""empty"":3.1661771138509116,""lorem"":4.112913513183594,""mask"":2.7422078450520835,""na"":1.8338401794433594,""space"":2.7360875447591146}","{""empty"":1.3879381815592446,""lorem"":0.44120178222656214,""mask"":1.8119074503580728,""na"":2.720275115966797,""space"":1.8180277506510416}","{""empty"":1.94917099747122,""lorem"":2.040531254003466,""mask"":1.8680975167429672,""na"":1.4871386000118356,""space"":1.8666360521386434}",FQP-6547cf00fd2c5d1cf5bf0a46cfd0a7059d7bd89198317654bf35acba99d49df1,"{""empty"":""FQP-4daa6da2fc818a38bb59b3041df5395fccf6bad9953823e95858fd5c7852a838"",""lorem"":""FQP-016cda27aa5a03952260cb9227749c3600162e92d41c34f4db5f4ef0035119c3"",""mask"":""FQP-9f181fa3da621fa6e16b1e2d5d38037c4e0a3f0a105ac650b92c10a44806d25d"",""na"":""FQP-7ce434cae8eb527d641e47122b3a5b89f6896742325361dd31a9bfbe80deb090"",""space"":""FQP-b274c576cd281cf70bec202434eda9ea35eae42fd392c2ff94f97adb31adb7ed""}",non-hate,False,False,null,non-hate,null,True,1.8570783518646046
FQD-FD-3169-Q05-F1-N1-A,FD-3169-Q05,4.602267201741536,2.8717067545134904,1.7305604472280454,"{""empty"":3.579503885904948,""lorem"":4.606534830729167,""mask"":2.8579381306966147,""na"":1.879436747233073,""space"":3.0761029561360678}","{""empty"":1.0227633158365879,""lorem"":-0.004267628987631333,""mask"":1.744329071044921,""na"":2.722830454508463,""space"":1.526164245605468}","{""empty"":1.853907658118937,""lorem"":1.9276964953374098,""mask"":1.7270916907518434,""na"":1.2508617358636265,""space"":1.7762930075968066}",FQP-57350fbb61b8f4793f6ef82c88727de3adee61060e1594eda24d3021498c407d,"{""empty"":""FQP-27beeda054068b92b66e119e8a6caab41a80d009dd7db1693746b71b7616bc09"",""lorem"":""FQP-96917f8670e8164b5be92bee9b546111a549ce60a0853d9cd72e65246f55ec97"",""mask"":""FQP-5ffc54cc96576d3a6a336836b7ad5254514487ed15305cf1d43fde096cf1053d"",""na"":""FQP-9aff3deb49da4cf37e7ac3a38c7a91f9b31a4cd2a4fb167f2f1a763cd476a64e"",""space"":""FQP-3197ac4167b62ed1935ecd815ac992cb7a504c82dedc68fa91078a4f4899fe03""}",non-hate,False,False,null,non-hate,null,True,1.7305604472280454
FQD-FD-3169-Q05-F1-N1-H,FD-3169-Q05,4.5803685506184895,2.826161483202899,1.7542070674155905,"{""empty"":3.5256510416666664,""lorem"":4.605133565266927,""mask"":2.8228530883789062,""na"":1.8292091369628907,""space"":3.0160291035970053}","{""empty"":1.054717508951823,""lorem"":-0.0247650146484375,""mask"":1.7575154622395832,""na"":2.751159413655599,""space"":1.5643394470214842}","{""empty"":1.87675765347056,""lorem"":1.9535631084903402,""mask"":1.7533784476892933,""na"":1.2731762727546991,""space"":1.7970384655421672}",FQP-3f44fe3fcb6c145ebe85331de78d3f1f359abbc8bb3adad231d6f80f92f77b90,"{""empty"":""FQP-dfb2758c9585bebe9ea6596b58315e7fab4857ad24e192a4c566fcc1baa61483"",""lorem"":""FQP-079219bb679336033c08aa03f373d5fa777da2add6f96b2f7b9c05f3871d6621"",""mask"":""FQP-744affeb10f154c2f7f808b15ee2d370c8e8a9a4a2db3984802625640fc02b8a"",""na"":""FQP-184593177a28d48a2b5c6a4b5604079422c8036827708ee1e8adab5fb2233590"",""space"":""FQP-7bb96d4ba15ba3bd44799599d7ae54b3b7118d6f3b759729ece78e787d5dd992""}",non-hate,False,False,null,non-hate,null,True,1.7542070674155905
FQD-FD-3169-Q05-F1-N2-A,FD-3169-Q05,4.643604024251302,2.8203422040755806,1.8232618201757216,"{""empty"":3.55185546875,""lorem"":4.521191660563152,""mask"":2.77161865234375,""na"":1.8273757934570312,""space"":3.0523969014485677}","{""empty"":1.0917485555013022,""lorem"":0.12241236368815045,""mask"":1.8719853719075523,""na"":2.816228230794271,""space"":1.5912071228027345}","{""empty"":1.9495545555089921,""lorem"":2.01950882686568,""mask"":1.8107449525541792,""na"":1.3460636277962355,""space"":1.8744673079319547}",FQP-31941ae327efddd200228bc21d46335deeb4d3d03097511bcced8fb4160ce787,"{""empty"":""FQP-0f2eff1e9cbb20100d96859c77c37afdd9a0c0b3403eddd7fad4a8fa6442a3a9"",""lorem"":""FQP-da7fd557961c12469c4687f5587136fc9f0a2a96c85b6b0ceee34b0307bc7c1b"",""mask"":""FQP-a54b2542919b7e48df5d4ec47480aa2579e7fccb3c3b63f5be8c1693274c691e"",""na"":""FQP-29c3adc6fef4d10084756434182d7ae3c73e5f9b768e9f2af13284a004ec5ef3"",""space"":""FQP-d1e2f5e87c16e17fb4a58ec34a0ce93af347aeda8366b7569d84775ce506bfe5""}",non-hate,False,False,null,non-hate,null,True,1.8232618201757216
FQD-FD-3169-Q05-F1-N2-H,FD-3169-Q05,4.664472961425782,2.774417165612287,1.8900557958134945,"{""empty"":3.503947194417318,""lorem"":4.513515218098958,""mask"":2.7413787841796875,""na"":1.769927978515625,""space"":2.999597676595052}","{""empty"":1.1605257670084637,""lorem"":0.1509577433268232,""mask"":1.923094177246094,""na"":2.8945449829101566,""space"":1.6648752848307296}","{""empty"":2.016320056886145,""lorem"":2.0883760420520483,""mask"":1.8816436143920892,""na"":1.4057627519653844,""space"":1.9399541192590002}",FQP-cbe5678b36c6ac4cea8070003b3c34db7ad2ec6d2ea78fcafd5ce9143c60e681,"{""empty"":""FQP-44e414cfd59a7c545692e65d7dd1e7938c5b84aeb502b63a78706e28ff040c5c"",""lorem"":""FQP-21af549f62449c4aa7aa06556976a4aef9163f0c9de2edd22cea29103ce3858d"",""mask"":""FQP-103e358fd7fcc0afd01fe0dc1c0bef7138cdec30d4831e0962bcd948a095f1d9"",""na"":""FQP-e5e1ca1fad5e593621230997367ea0b44fb52283bbd10a3095ea27b0cbdf3461"",""space"":""FQP-7c7113f06826bd36b20acb9170c816b907cf69ea394abd74f42e723a9e35f9d4""}",non-hate,False,False,null,non-hate,null,True,1.8900557958134945
FQD-FD-3169-Q05-F1-O-A,FD-3169-Q05,1.9365585327148438,2.8117657112581274,-0.8752071785432836,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-1.5147298177083333,""lorem"":-2.4394559224446617,""mask"":-0.8685577392578125,""na"":0.07280832926432312,""space"":-1.0292666117350258}","{""empty"":-0.7599112885960426,""lorem"":-0.6850628726076773,""mask"":-0.876875680514585,""na"":-1.3142465849371197,""space"":-0.8397825249689796}",FQP-6e7ee2a641727ada8196aea66dc04ffb609abebbdea47959628b129fcf60f150,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,non-hate,null,False,-0.8752071785432836
FQD-FD-3169-Q05-F1-O-H,FD-3169-Q05,1.9051689147949218,2.69136176104422,-0.7861928462492984,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-1.4010510762532555,""lorem"":-2.461451212565105,""mask"":-0.7833277384440103,""na"":0.1560801188151042,""space"":-0.8876413981119793}","{""empty"":-0.6736110759703124,""lorem"":-0.5896453380813802,""mask"":-0.7869102442691025,""na"":-1.2141906520812777,""space"":-0.7621793430899415}",FQP-84a297050a0877782e1e803f824927a7b6936794fda38cd67c7dcaeb0fde6239,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,non-hate,null,False,-0.7861928462492984
FQD-FD-3169-Q05-F2-D-A,FD-3169-Q05,4.445740254720052,2.706236875782036,1.739503378938016,"{""empty"":3.128997548421224,""lorem"":4.161380513509115,""mask"":2.733651224772135,""na"":1.8768872578938802,""space"":2.716709645589193}","{""empty"":1.316742706298828,""lorem"":0.2843597412109373,""mask"":1.7120890299479168,""na"":2.5688529968261715,""space"":1.729030609130859}","{""empty"":1.8243784934097604,""lorem"":1.925061972396012,""mask"":1.7462553666625142,""na"":1.3923472268305517,""space"":1.7421066430346315}",FQP-1a3b5ffda992458e418ac4baae0e11b958610a14e17775018da9005695d16234,"{""empty"":""FQP-b94f647ce8108e6cd35d707950f0683f66547ee3ae9b5fbd806e64298054a442"",""lorem"":""FQP-18e9a46a8ea17a2fafef8e99049a56afdee9fa5b5dbcd3d61a1ff9f64aa445a3"",""mask"":""FQP-7585e6c564f72da842a5cca03e45e73c3c618d20f8b7e65491687e85d4a499f0"",""na"":""FQP-50810774bb3c43835428854353fa186f9138ffa7899f09cd197f20cca4465d2b"",""space"":""FQP-ce28e1c609c859a6a668d7663eda0f422d8ceffefad9e9a82c354e3c593d1699""}",non-hate,False,False,null,non-hate,null,True,1.739503378938016
FQD-FD-3169-Q05-F2-D-H,FD-3169-Q05,4.6274668375651045,2.6781963586082966,1.9492704789568078,"{""empty"":3.0859222412109375,""lorem"":4.151829783121745,""mask"":2.711181386311849,""na"":1.856372578938802,""space"":2.6705345153808593}","{""empty"":1.541544596354167,""lorem"":0.475637054443359,""mask"":1.9162854512532554,""na"":2.7710942586263023,""space"":1.9569323221842452}","{""empty"":2.031793648608309,""lorem"":2.136124885809541,""mask"":1.9573705242807011,""na"":1.6081034510016061,""space"":1.9473470001051867}",FQP-c645d948d07934cd1ddc7e9437277f82d0be73db8ccc1108a4fef1956792d579,"{""empty"":""FQP-2b3785a264069fcf709e4c0456d78d5010228545b45ce598747150f9dc40aded"",""lorem"":""FQP-9cdd31e2cee22745c33e2f1859e358ee791f1f0abb2465fedfbfd80a1dac64a9"",""mask"":""FQP-c6c1d92a664e937bb4bb1ebd7a0f7e72d3c0eea3bc9ca18a85851121fbdf3db9"",""na"":""FQP-4b8d84fcc3c2f35ec03dc9d4e0055cf92d5dd998ca7a639e5f7d04c3d460f8ed"",""space"":""FQP-6b5474efc5b93c22e55333cdde949127a4d8d0b204a627dc96fc275688b64a54""}",non-hate,False,False,null,non-hate,null,True,1.9492704789568078
FQD-FD-3169-Q05-F2-N1-A,FD-3169-Q05,4.445163981119792,2.845284681482751,1.5998792996370406,"{""empty"":3.475896453857422,""lorem"":4.614749145507813,""mask"":2.876710001627604,""na"":1.8723884582519532,""space"":2.9823010762532554}","{""empty"":0.9692675272623696,""lorem"":-0.16958516438802107,""mask"":1.5684539794921877,""na"":2.5727755228678384,""space"":1.4628629048665363}","{""empty"":1.7139337730116901,""lorem"":1.7986643555512574,""mask"":1.6076000494624516,""na"":1.1384202581730953,""space"":1.6316637067270352}",FQP-6be2fdb80d865635f0ea7bd4b9cb8cef76bcdfa58fbf1ecf86306ffedeeafa70,"{""empty"":""FQP-4f22bd451f49065b99963ce7d888e1506fc7b35d34aac4f982e3a7286ae20b65"",""lorem"":""FQP-57c6305c7e30a8206d048421e670e4e27df62a384f239280d85cb95481b0bef8"",""mask"":""FQP-933d239456c95bdcf82e814b6d27a27f8fc417cb051067684e1cce5e8f3625cb"",""na"":""FQP-e72d928c10e4587591cc0a155883d4b6143b6077929ab64daa5e1508c47de986"",""space"":""FQP-94d56ca9a5f7e29e19ae4e48226645871635daa0e50db3275c620b52a5882550""}",non-hate,False,False,null,non-hate,null,True,1.5998792996370406
FQD-FD-3169-Q05-F2-N1-H,FD-3169-Q05,4.560284678141277,2.8104610868109576,1.749823591330319,"{""empty"":3.4468048095703123,""lorem"":4.615529886881511,""mask"":2.8394098917643227,""na"":1.8343231201171875,""space"":2.9404919942220054}","{""empty"":1.1134798685709644,""lorem"":-0.0552452087402342,""mask"":1.720874786376954,""na"":2.725961558024089,""space"":1.6197926839192713}","{""empty"":1.8647234967323678,""lorem"":1.9503516121224251,""mask"":1.7569460878179242,""na"":1.287616984575168,""space"":1.7801092602754056}",FQP-50c982b324eaaa89cba0ef5530f72801db57cc5017b619359062c016960dcb91,"{""empty"":""FQP-b04b83ae8129d0899d9f630fcdc8dc5bb33a09e09f8461f0d97a94a197350a38"",""lorem"":""FQP-6756d60245428fefd8c51603ba470a8ca426ce2739d8d29860b8ad1d2718da6b"",""mask"":""FQP-1f0dc6db71ca2c33f578b0b8529892d3555a493db4efa421665f9e3b79c59198"",""na"":""FQP-9c70d0d7bb8c9904a470010172a65975287b75dec2a20633c9e47e1726d0c135"",""space"":""FQP-57f43bc66a5755da517b48e9bb4c7761b312204286d116ab2e037c95a18bee44""}",non-hate,False,False,null,non-hate,null,True,1.749823591330319
FQD-FD-3169-Q05-F2-N2-A,FD-3169-Q05,4.4997810363769535,2.8037911648096774,1.695989871567276,"{""empty"":3.4726717631022135,""lorem"":4.5326988220214846,""mask"":2.80434315999349,""na"":1.8218538920084637,""space"":2.9751846313476564}","{""empty"":1.02710927327474,""lorem"":-0.03291778564453107,""mask"":1.6954378763834637,""na"":2.67792714436849,""space"":1.524596405029297}","{""empty"":1.814953278742029,""lorem"":1.8935777344117906,""mask"":1.6961278282024983,""na"":1.2292662138848214,""space"":1.7350426646524229}",FQP-a4c4536cd9b9f7792b9353013c99fd3c78476f2f31932fbb322f0b90dfb6f290,"{""empty"":""FQP-88f3ca60ab094fd5e961879817543a918180ab9ef5dbd260f9fc8fe8935e06e0"",""lorem"":""FQP-e1521ae8e618ee160f4ea035065ab609c034979cc4fb7c5d61230e3e94be3642"",""mask"":""FQP-cdde802627be9e440c1894ef604f2ee63adfaf79c1605a24e0ffeae132e967c1"",""na"":""FQP-07e922c2b68a5cc4f511ae24ad6c716be7bf5231d2cab97db53055a8ccc6645d"",""space"":""FQP-8a5bba3fa8129c0d8094704edc6161915ffe2a38dbf78c5625c479f26e4ec948""}",non-hate,False,False,null,non-hate,null,True,1.695989871567276
FQD-FD-3169-Q05-F2-N2-H,FD-3169-Q05,4.665358225504558,2.7614398629523578,1.9039183625521998,"{""empty"":3.421095530192057,""lorem"":4.527075958251953,""mask"":2.7603312174479164,""na"":1.779810333251953,""space"":2.9226033528645834}","{""empty"":1.2442626953125004,""lorem"":0.13828226725260429,""mask"":1.9050270080566412,""na"":2.8855478922526046,""space"":1.7427548726399742}","{""empty"":2.0219120882643935,""lorem"":2.103451123519469,""mask"":1.9036410318851917,""na"":1.4400164620309566,""space"":1.9408556443515526}",FQP-86fdfe564db3fc31a9f120b21460c3c00feeee78bb9791baedc937c9052ebef6,"{""empty"":""FQP-8b9a48f487bf626f3f0914e29bcd9fcf32fb15fe3dc2ac0e5f44435bf5b87127"",""lorem"":""FQP-dc44f8052b10ca85b4e649bf9a95385711a05a47391571524c0a8e09cb9f21e5"",""mask"":""FQP-f25d4fe08b212a8cf9fe08e916b2c7270be52dac271b9ab62dfa125a810af2f1"",""na"":""FQP-c725dc5ef9cae210aa1cfd2bfdb5e695bd383e3c51d72d90347e5c7b3efe0312"",""space"":""FQP-c9361d8faaa02caa96a91253865ffff0857937236a74478469d49f64c8977245""}",non-hate,False,False,null,non-hate,null,True,1.9039183625521998
FQD-FD-3169-Q05-F2-O-A,FD-3169-Q05,1.945317840576172,2.8053067110471837,-0.8599888704710117,"{""empty"":3.396752675374349,""lorem"":4.427587890625,""mask"":2.9167160034179687,""na"":1.8317164103190104,""space"":2.9107706705729166}","{""empty"":-1.4514348347981771,""lorem"":-2.4822700500488284,""mask"":-0.9713981628417967,""na"":0.11360143025716152,""space"":-0.9654528299967446}","{""empty"":-0.7508759028344891,""lorem"":-0.667044466993497,""mask"":-0.8337788879627088,""na"":-1.3197522877832335,""space"":-0.8350980987307302}",FQP-ccd4b22b431f05ffae36b73964b962ccfce0b96c2dee25d18b46496e6ecadc3a,"{""empty"":""FQP-4835c1ae56dd21b6bab67dfa27937d2e97f1f697b1cb76c3b2e1edcbcd2c1dbc"",""lorem"":""FQP-37a777d383ac73f2b3c924cbd5fa7c6ddb96a76bb02b140d6e03c251d3cf9a4b"",""mask"":""FQP-106c98b6a5f803aeca6d43290fffd8def830b9a631a7f95d474ab74e31eabd07"",""na"":""FQP-b83167ab6928ba25fc4f343266ab8e905518d09bf1b677cd3111cb91bd2c148d"",""space"":""FQP-2f2b7fc14fa188548ca1b16aedf29f9e497e39f4651e6395e7e27a15ca12a0c8""}",hate,False,False,null,non-hate,null,False,-0.8599888704710117
FQD-FD-3169-Q05-F2-O-H,FD-3169-Q05,1.830065409342448,2.765817443793497,-0.9357520344510488,"{""empty"":3.3976974487304688,""lorem"":4.46067606608073,""mask"":2.84797846476237,""na"":1.7849957784016925,""space"":2.8684712727864583}","{""empty"":-1.5676320393880208,""lorem"":-2.6306106567382814,""mask"":-1.0179130554199218,""na"":0.045069630940755445,""space"":-1.0384058634440103}","{""empty"":-0.8212571839901373,""lorem"":-0.739185755000219,""mask"":-0.9161113167143615,""na"":-1.3992428300380715,""space"":-0.9114814287069282}",FQP-a794cc38ac44fa0e4f002caf1f1ceefa97d573ebc037507198f936b194d37ab7,"{""empty"":""FQP-686e69fb3420abc2159fd4a7a1ee1d909c58616fdc30dee608b6c7189be85ec7"",""lorem"":""FQP-4a682681b6332b339a2414e6bdc8b4e8d6b9ae25640d95b57c5213775f784176"",""mask"":""FQP-7b3c397de412fae1dd586d7b5f9cb4c2c3eed121774a14da583d21a42245be00"",""na"":""FQP-8e2ca871b9a21d5f49241232bb7e6854f7f0db5175114cb4b401d0b94170f06c"",""space"":""FQP-7d671b8e1115330056c9231ccb2f72dc877b82960a83a43f50817468777ac7e8""}",hate,False,False,null,non-hate,null,False,-0.9357520344510488
FQD-FD-3169-Q06-F1-D-A,FD-3169-Q06,2.599927775065104,2.7298514565161875,-0.12992368145108335,"{""empty"":3.2098340352376304,""lorem"":4.114040120442708,""mask"":2.775092569986979,""na"":1.8665224711100261,""space"":2.775407918294271}","{""empty"":-0.6099062601725262,""lorem"":-1.5141123453776042,""mask"":-0.17516479492187464,""na"":0.7334053039550781,""space"":-0.1754801432291666}","{""empty"":-0.036282333467427375,""lorem"":0.05137335211151317,""mask"":-0.1188889722717037,""na"":-0.5012858231354849,""space"":-0.1188139549890388}",FQP-1f5eb386a2b156da8bbf8638b96666d7dea339ff03fe700517725303810297f9,"{""empty"":""FQP-8b5c00620b6fc99cb54490df92abe314f181183af11f673fd057514775f432d2"",""lorem"":""FQP-51d999e91eb0dbddddb5049ee6797d04c484c3c82d0990e43db1da6d9bbc041e"",""mask"":""FQP-1e7090797e5adfaa338e99dc2ff681ae9eabbcac83a250f4c40ab2fbb4c48088"",""na"":""FQP-df073c700e093232a7de4acba3ff0dcd0bb522b686d0635f387768386743e3d8"",""space"":""FQP-8731f7b9ac383106c5e80e9047a3425dad8f99d01dc7eafdf04006937b47af1a""}",hate,False,False,null,hate,null,True,0.12992368145108335
FQD-FD-3169-Q06-F1-D-H,FD-3169-Q06,2.500624084472656,2.6970369435455517,-0.19641285907289552,"{""empty"":3.1661771138509116,""lorem"":4.112913513183594,""mask"":2.7422078450520835,""na"":1.8338401794433594,""space"":2.7360875447591146}","{""empty"":-0.6655530293782554,""lorem"":-1.612289428710938,""mask"":-0.24158376057942732,""na"":0.6667839050292967,""space"":-0.23546346028645848}","{""empty"":-0.10432021346628018,""lorem"":-0.012959956934034178,""mask"":-0.1853936941945329,""na"":-0.5663526109256645,""space"":-0.18685515879885672}",FQP-91bcc8aa015726bd7ed9ec27c3f60049e09bae39e97cb0d307d4c871541888d6,"{""empty"":""FQP-4daa6da2fc818a38bb59b3041df5395fccf6bad9953823e95858fd5c7852a838"",""lorem"":""FQP-016cda27aa5a03952260cb9227749c3600162e92d41c34f4db5f4ef0035119c3"",""mask"":""FQP-9f181fa3da621fa6e16b1e2d5d38037c4e0a3f0a105ac650b92c10a44806d25d"",""na"":""FQP-7ce434cae8eb527d641e47122b3a5b89f6896742325361dd31a9bfbe80deb090"",""space"":""FQP-b274c576cd281cf70bec202434eda9ea35eae42fd392c2ff94f97adb31adb7ed""}",hate,False,False,null,hate,null,True,0.19641285907289552
FQD-FD-3169-Q06-F1-N1-A,FD-3169-Q06,2.7890177408854164,2.8717067545134904,-0.08268901362807402,"{""empty"":3.579503885904948,""lorem"":4.606534830729167,""mask"":2.8579381306966147,""na"":1.879436747233073,""space"":3.0761029561360678}","{""empty"":-0.7904861450195315,""lorem"":-1.8175170898437507,""mask"":-0.0689203898111983,""na"":0.9095809936523434,""space"":-0.28708521525065134}","{""empty"":0.04065819726281772,""lorem"":0.11444703448129045,""mask"":-0.08615777010427594,""na"":-0.5623877249924929,""space"":-0.03695645325931274}",FQP-17193fe6da4282fc7a8488af1ee3bea8c5f1c4086451e308c534b516612ad092,"{""empty"":""FQP-27beeda054068b92b66e119e8a6caab41a80d009dd7db1693746b71b7616bc09"",""lorem"":""FQP-96917f8670e8164b5be92bee9b546111a549ce60a0853d9cd72e65246f55ec97"",""mask"":""FQP-5ffc54cc96576d3a6a336836b7ad5254514487ed15305cf1d43fde096cf1053d"",""na"":""FQP-9aff3deb49da4cf37e7ac3a38c7a91f9b31a4cd2a4fb167f2f1a763cd476a64e"",""space"":""FQP-3197ac4167b62ed1935ecd815ac992cb7a504c82dedc68fa91078a4f4899fe03""}",hate,False,False,null,hate,null,True,0.08268901362807402
FQD-FD-3169-Q06-F1-N1-H,FD-3169-Q06,2.636867014567057,2.826161483202899,-0.18929446863584198,"{""empty"":3.5256510416666664,""lorem"":4.605133565266927,""mask"":2.8228530883789062,""na"":1.8292091369628907,""space"":3.0160291035970053}","{""empty"":-0.8887840270996095,""lorem"":-1.96826655069987,""mask"":-0.18598607381184928,""na"":0.8076578776041663,""space"":-0.3791620890299483}","{""empty"":-0.0667438825808726,""lorem"":0.010061572438907707,""mask"":-0.1901230883621392,""na"":-0.6703252632967334,""space"":-0.14646307050926533}",FQP-f7fc94a2b942f400599096ab1e002dd4ec3ad3759e734beb1ad30978d6132d07,"{""empty"":""FQP-dfb2758c9585bebe9ea6596b58315e7fab4857ad24e192a4c566fcc1baa61483"",""lorem"":""FQP-079219bb679336033c08aa03f373d5fa777da2add6f96b2f7b9c05f3871d6621"",""mask"":""FQP-744affeb10f154c2f7f808b15ee2d370c8e8a9a4a2db3984802625640fc02b8a"",""na"":""FQP-184593177a28d48a2b5c6a4b5604079422c8036827708ee1e8adab5fb2233590"",""space"":""FQP-7bb96d4ba15ba3bd44799599d7ae54b3b7118d6f3b759729ece78e787d5dd992""}",hate,False,False,null,hate,null,True,0.18929446863584198
