condition_id,query_id,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,physical_real_record_id,physical_probe_record_ids,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-FD-3169-Q07-F1-P1-A,FD-3169-Q07,0.13209025065104169,2.7650347447594155,-2.632944494108374,"{""empty"":3.4483383178710936,""lorem"":4.353078715006511,""mask"":2.7976094563802083,""na"":1.7612225850423175,""space"":2.9742507934570312}","{""empty"":-3.316248067220052,""lorem"":-4.220988464355469,""mask"":-2.665519205729167,""na"":-1.6291323343912758,""space"":-2.8421605428059897}","{""empty"":-2.5120787521442165,""lorem"":-2.4411896451880946,""mask"":-2.624945045503431,""na"":-3.116026939160893,""space"":-2.5861905466434094}",FQP-cf4950029607e8736677b9a2d2b08620bfb56f19fbd39dc760611b28792651fe,"{""empty"":""FQP-517c80ed48d4928b618847d194ae9f73e460c9271f204100adc04809eca346a8"",""lorem"":""FQP-12284d07d03dc8f8e0923aeffbd8e08fd462d72f4db489b807c108c15cf63a83"",""mask"":""FQP-e3df4ef3f487bda73858423fe1a7af630e1e2905cc075aaa5c8cbc219985b36e"",""na"":""FQP-0e6c521e3e10fbfad8183508f68847e47479db34ae4e52f7d4a6c25a7b4d1b6a"",""space"":""FQP-19c0381f60ff134bb4ed549a79154287003ec5620db745906ff81410d8d27944""}",hate,False,False,null,non-hate,null,False,-2.632944494108374
FQD-FD-3169-Q07-F1-P1-H,FD-3169-Q07,0.09425023396809895,2.6491457769941347,-2.554895543026036,"{""empty"":3.3072715759277345,""lorem"":4.325233968098958,""mask"":2.6891998291015624,""na"":1.6457822163899738,""space"":2.814705912272135}","{""empty"":-3.2130213419596356,""lorem"":-4.230983734130859,""mask"":-2.5949495951334636,""na"":-1.5515319824218747,""space"":-2.7204556783040363}","{""empty"":-2.4366308877074907,""lorem"":-2.357814715701682,""mask"":-2.5450961731758213,""na"":-3.0296485905635895,""space"":-2.516991198410529}",FQP-0d5342a05c418d41fb6f9e6e31381d21912a5fdbdd3a5eaa4b2833b48182f950,"{""empty"":""FQP-8c1da66090133d62e38740049a818d6ac1f1169add8bb871994bdde466615a5c"",""lorem"":""FQP-334d2d8c505dce61105d67e6a9ae0debc1b1a1ffabd929ee67b9f2a50940d558"",""mask"":""FQP-8cca266cad625682e3aa6b441dd3d798223fc2bdefa68398a6b121051b7c2086"",""na"":""FQP-c4370d723bf7bef6dff00dd93d4b16defaeec9dc13f29f842241616f6f841822"",""space"":""FQP-5bc8a74ec4d273f4f2dbaaefa0972839b8d073bb6ded61848a96315815d947d0""}",hate,False,False,null,non-hate,null,False,-2.554895543026036
FQD-FD-3169-Q07-F1-P2-A,FD-3169-Q07,0.17343648274739581,2.719816567608741,-2.546380084861345,"{""empty"":3.3394620259602865,""lorem"":4.38789545694987,""mask"":2.7272099812825523,""na"":1.7341931660970051,""space"":2.9211990356445314}","{""empty"":-3.1660255432128905,""lorem"":-4.214458974202475,""mask"":-2.5537734985351563,""na"":-1.5607566833496094,""space"":-2.7477625528971354}","{""empty"":-2.433284137663818,""lorem"":-2.35047145138248,""mask"":-2.5445391941994653,""na"":-3.0110261630326,""space"":-2.5011658861019312}",FQP-929a0f5f64f68ee6f4fb0a0de49c540a6fa9f55694a2b97e272e1860b34bc107,"{""empty"":""FQP-bdae183860ef13eafe54bc4de500204eed77e1575b1ebd1ac4f3a440c18e7427"",""lorem"":""FQP-d15738d861bebfab51e4455bb39928ec5469f54fe2faf99899fac6f7fa24fa12"",""mask"":""FQP-39b6cf18cec9069bc428a130571bb6ae0d2f0e8db475e4d2b26365f771e67ace"",""na"":""FQP-ba5e818f8f953d3c3a837ac36d6724e9d944d1cd2880cec46b45c9ecb8a3f45a"",""space"":""FQP-d859667ab09d7d6bc9fc0dfef6c72da344d0a316f7fec7b2fa421945a9905c5b""}",hate,False,False,null,non-hate,null,False,-2.546380084861345
FQD-FD-3169-Q07-F1-P2-H,FD-3169-Q07,0.16512883504231768,2.6016837647920905,-2.436554929749773,"{""empty"":3.189258829752604,""lorem"":4.363524627685547,""mask"":2.6163798014322914,""na"":1.620562489827474,""space"":2.755328114827474}","{""empty"":-3.0241299947102864,""lorem"":-4.198395792643229,""mask"":-2.4512509663899738,""na"":-1.4554336547851563,""space"":-2.5901992797851565}","{""empty"":-2.327242890569147,""lorem"":-2.235243128926754,""mask"":-2.43290984006743,""na"":-2.8897841144380307,""space"":-2.401140706832014}",FQP-492b728e3de923d80e9c55956650042018a1ad294864bc00cd9575ecd5549548,"{""empty"":""FQP-56c6c9899f8d77490e04e14d2d70ad80783aff4156d6bab0d9f353ec7d228080"",""lorem"":""FQP-4a60923d65fcf314e1b4e37ab7ac3bc4831adcbce38928e62e37d1655e52aebb"",""mask"":""FQP-753cd268354cd657d386440a2bd65b22880aaf6092ae25276d709bfea539599b"",""na"":""FQP-f51b14777c707371a844a56cd1e6366fe56bdad93654859e627dfd5547df875a"",""space"":""FQP-b7385f9e3fecd4f1e1cf8c1ec2ae05968bb1290c930de916b3713f14191cd2e3""}",hate,False,False,null,non-hate,null,False,-2.436554929749773
FQD-FD-3169-Q07-F1-X1-A,FD-3169-Q07,0.38155670166015626,2.779006849720204,-2.3974501480600474,"{""empty"":3.4860193888346354,""lorem"":4.386007181803386,""mask"":2.804484303792318,""na"":1.7678181966145832,""space"":2.999688720703125}","{""empty"":-3.104462687174479,""lorem"":-4.0044504801432295,""mask"":-2.4229276021321615,""na"":-1.386261494954427,""space"":-2.6181320190429687}","{""empty"":-2.2738207799278953,""lorem"":-2.204945299617452,""mask"":-2.3911694188715202,""na"":-2.887927146329862,""space"":-2.34843705133909}",FQP-4391e57ff8e94f507f7e8056f7d72a12f95cafcbc17c54e8cab15098a67dd032,"{""empty"":""FQP-74c15fe5dcdcd3462fabcedead4c364926a9696513ee4254738d730dcbb6a481"",""lorem"":""FQP-3c3482178d80674f04e42ba910f427055b04fb754d4220f892dd705f52673d43"",""mask"":""FQP-a3564829939b0fb8bd413215698628bee421665266761f32b738780814a5ea7c"",""na"":""FQP-fa6c1192f182d2b68a50b3c4cc2873db2bd4f7719d2ed0ee4bffb83599483c06"",""space"":""FQP-92ecf23d8b8c3d2de1924a27d6e371119138b24d35eb2bac494310be88700f47""}",hate,False,False,null,non-hate,null,False,-2.3974501480600474
FQD-FD-3169-Q07-F1-X1-H,FD-3169-Q07,0.20596262613932292,2.675290478171651,-2.469327852032328,"{""empty"":3.3669464111328127,""lorem"":4.366543324788411,""mask"":2.702179718017578,""na"":1.6632896423339845,""space"":2.8595453898111978}","{""empty"":-3.1609837849934896,""lorem"":-4.160580698649088,""mask"":-2.496217091878255,""na"":-1.4573270161946614,""space"":-2.6535827636718747}","{""empty"":-2.3470715132768816,""lorem"":-2.2718951161763377,""mask"":-2.4627029032691854,""na"":-2.953274770322159,""space"":-2.427564995302701}",FQP-9450c66af04291bcc2b2b8085c965d9086c0e24c43886e656ec3fbecff6d6220,"{""empty"":""FQP-143d3809903c73a102c8db7c222c36a65feff42404b1846e367c759020c60b13"",""lorem"":""FQP-99ded06ca1fcb752e8d802358d4ab65af5f2e65c553d9b1beba3eebb59fce2e1"",""mask"":""FQP-7f116d120155b660bc0e6afdb0575f0ff4aed5f40bf727e4f5435927f982050f"",""na"":""FQP-5dec29608691c33740be0d39b47052f2004f4a3c47b230bac3a10970d986bd4f"",""space"":""FQP-6fec6081498d20d068f79b04f28d31c935c29b226120f77612cd56158cff07ba""}",hate,False,False,null,non-hate,null,False,-2.469327852032328
FQD-FD-3169-Q07-F1-X2-A,FD-3169-Q07,0.41096700032552086,2.769140303255958,-2.358173302930437,"{""empty"":3.439700571695963,""lorem"":4.426951599121094,""mask"":2.8134318033854164,""na"":1.7396316528320312,""space"":3.026927947998047}","{""empty"":-3.0287335713704424,""lorem"":-4.015984598795573,""mask"":-2.4024648030598956,""na"":-1.3286646525065104,""space"":-2.615960947672526}","{""empty"":-2.238870183914679,""lorem"":-2.1632550017822663,""mask"":-2.3473659470588166,""na"":-2.8643285947896326,""space"":-2.3020021340690024}",FQP-f1e63d7c6dddf632f061c5d8621360afd92506dac0355338ff4ff5f12685a282,"{""empty"":""FQP-a675fdcb1e93bb63dea4dd2b289c856a62497223348b49f7366032cdfb12a962"",""lorem"":""FQP-7ecbd3ade4f295c98d7e9daa9009dfaa5da61df02687c9ea13c97726b7351ac6"",""mask"":""FQP-84995616594729304bd2e364d528e3467a78139ab39f1243ca98e7b579720b59"",""na"":""FQP-ebb7e6f6087eacf2c315574ce2060e0266f0ebcdfc5827d29973c6eb9dac0e64"",""space"":""FQP-eb061657cb4d3678a70fe217079677a3d1dc39d85ec9e98bf6bbb6c251a90fea""}",hate,False,False,null,non-hate,null,False,-2.358173302930437
FQD-FD-3169-Q07-F1-X2-H,FD-3169-Q07,0.22594935099283855,2.6567762480533994,-2.4308268970605607,"{""empty"":3.30025380452474,""lorem"":4.405506642659505,""mask"":2.702919769287109,""na"":1.628380076090495,""space"":2.875379943847656}","{""empty"":-3.074304453531901,""lorem"":-4.179557291666667,""mask"":-2.4769704182942704,""na"":-1.4024307250976564,""space"":-2.6494305928548174}","{""empty"":-2.314435356871438,""lorem"":-2.230749228255171,""mask"":-2.4195748400506134,""na"":-2.9275750118023462,""space"":-2.382138660677809}",FQP-c509f3aaffbaa6806c88c395a83edfedc5df1ea9f97f616518b492ba46ffdfd2,"{""empty"":""FQP-a04bdadc68bbcc85fa63d250961f3a422d2b7527c8d07c078816cff8372fe989"",""lorem"":""FQP-91c0f773339aa057ba2527bc8ab05846134f1d98dfc52a464c690bfe23abe3cc"",""mask"":""FQP-0bda0f0909a09d553e28dd1d1a4d8cdbb1f9e48788138ab8eff590c553d69017"",""na"":""FQP-47db6af3b3d571a9cc9f4d881e52f341a8206818156c0e0d9e75d69e33211092"",""space"":""FQP-800011551db45cca2f78188b817419b6405798f2ad3562c6d7677193bd5200d3""}",hate,False,False,null,non-hate,null,False,-2.4308268970605607
FQD-FD-3169-Q08-F1-O-A,FD-3169-Q08,-0.8203814188639322,2.8117657112581274,-3.6321471301220596,"{""empty"":3.451288350423177,""lorem"":4.376014455159505,""mask"":2.8051162719726563,""na"":1.8637502034505207,""space"":2.9658251444498696}","{""empty"":-4.27166976928711,""lorem"":-5.1963958740234375,""mask"":-3.6254976908365886,""na"":-2.684131622314453,""space"":-3.786206563313802}","{""empty"":-3.5168512401748186,""lorem"":-3.4420028241864533,""mask"":-3.633815632093361,""na"":-4.071186536515896,""space"":-3.5967224765477557}",FQP-5ae8fd5e78f4989baae6ce0b132ec49ffaed7aa9fcf808d3b618850e57463aed,"{""empty"":""FQP-b05d2b09a9af3a0785c7a7fa801255072aac62ce6c967aa581b2c1507ccfd7ed"",""lorem"":""FQP-1d64015bddaeadd90b18f1726f650faee057cd5eadfec8966b2d92df7e7b2451"",""mask"":""FQP-a43ac97810c23a25d5f1f4923325a82baf678f9e5363e87e12a7fc4d2632eb9f"",""na"":""FQP-7a088a0ec25b707aad36562f9ec787f9074290d598651c984931c50cb649c488"",""space"":""FQP-839e0d1a2d9dd21551c2a0696ced08b03ce88509841ce03b60a4e0f6a9b241b4""}",hate,False,False,null,hate,null,True,3.6321471301220596
FQD-FD-3169-Q08-F1-O-H,FD-3169-Q08,-0.7748653411865234,2.69136176104422,-3.466227102230744,"{""empty"":3.3062199910481773,""lorem"":4.366620127360027,""mask"":2.688496653238932,""na"":1.7490887959798176,""space"":2.792810312906901}","{""empty"":-4.081085332234701,""lorem"":-5.14148546854655,""mask"":-3.4633619944254557,""na"":-2.523954137166341,""space"":-3.5676756540934242}","{""empty"":-3.353645331951758,""lorem"":-3.2696795940628256,""mask"":-3.4669445002505475,""na"":-3.894224908062723,""space"":-3.442213599071387}",FQP-f1ff56e3baad1396bf52127ca2b464780caa84172a90954cdb851ea9b6702795,"{""empty"":""FQP-481b5566480d71b4932a463d1b55aedb773ddcc3bc6f133ac612b6914492b5e4"",""lorem"":""FQP-e938a92f5f645e1d4092e2e7ca791b297082e0da755f23b6e9bb15a19de69cf8"",""mask"":""FQP-6b73b3708cc4aeacbc65526068a79fcd919c49d523eaa9f2d84e442a9837651a"",""na"":""FQP-952560bdb4a05a95038380727a669f732f59fff58f8d659fc97bb27ed975812e"",""space"":""FQP-2f8e24f5c93494c1e8d4c0d577bfe69a25015d06867108de037d6eb32579f331""}",hate,False,False,null,hate,null,True,3.466227102230744
FQD-FD-3169-Q08-F1-P1-A,FD-3169-Q08,-0.8758035024007161,2.7650347447594155,-3.6408382471601315,"{""empty"":3.4483383178710936,""lorem"":4.353078715006511,""mask"":2.7976094563802083,""na"":1.7612225850423175,""space"":2.9742507934570312}","{""empty"":-4.32414182027181,""lorem"":-5.228882217407227,""mask"":-3.6734129587809243,""na"":-2.637026087443034,""space"":-3.8500542958577473}","{""empty"":-3.519972505195974,""lorem"":-3.449083398239852,""mask"":-3.6328387985551887,""na"":-4.123920692212651,""space"":-3.594084299695167}",FQP-1fd2d1d7bc1393ffbee0ce35a4d7bd0e75f8aeec9a03f072716da1b4781dc2c3,"{""empty"":""FQP-517c80ed48d4928b618847d194ae9f73e460c9271f204100adc04809eca346a8"",""lorem"":""FQP-12284d07d03dc8f8e0923aeffbd8e08fd462d72f4db489b807c108c15cf63a83"",""mask"":""FQP-e3df4ef3f487bda73858423fe1a7af630e1e2905cc075aaa5c8cbc219985b36e"",""na"":""FQP-0e6c521e3e10fbfad8183508f68847e47479db34ae4e52f7d4a6c25a7b4d1b6a"",""space"":""FQP-19c0381f60ff134bb4ed549a79154287003ec5620db745906ff81410d8d27944""}",hate,False,False,null,hate,null,True,3.6408382471601315
FQD-FD-3169-Q08-F1-P1-H,FD-3169-Q08,-0.8359196980794271,2.6491457769941347,-3.485065475073562,"{""empty"":3.3072715759277345,""lorem"":4.325233968098958,""mask"":2.6891998291015624,""na"":1.6457822163899738,""space"":2.814705912272135}","{""empty"":-4.143191274007162,""lorem"":-5.161153666178385,""mask"":-3.5251195271809896,""na"":-2.481701914469401,""space"":-3.6506256103515624}","{""empty"":-3.3668008197550168,""lorem"":-3.2879846477492083,""mask"":-3.4752661052233473,""na"":-3.9598185226111156,""space"":-3.447161130458055}",FQP-cd1bb7afc37f17e130414a5bc817dbc50b40e2931de39a7372f1d6380c923180,"{""empty"":""FQP-8c1da66090133d62e38740049a818d6ac1f1169add8bb871994bdde466615a5c"",""lorem"":""FQP-334d2d8c505dce61105d67e6a9ae0debc1b1a1ffabd929ee67b9f2a50940d558"",""mask"":""FQP-8cca266cad625682e3aa6b441dd3d798223fc2bdefa68398a6b121051b7c2086"",""na"":""FQP-c4370d723bf7bef6dff00dd93d4b16defaeec9dc13f29f842241616f6f841822"",""space"":""FQP-5bc8a74ec4d273f4f2dbaaefa0972839b8d073bb6ded61848a96315815d947d0""}",hate,False,False,null,hate,null,True,3.485065475073562
FQD-FD-3169-Q08-F1-P2-A,FD-3169-Q08,-0.8703670501708984,2.719816567608741,-3.5901836177796396,"{""empty"":3.3394620259602865,""lorem"":4.38789545694987,""mask"":2.7272099812825523,""na"":1.7341931660970051,""space"":2.9211990356445314}","{""empty"":-4.209829076131185,""lorem"":-5.258262507120769,""mask"":-3.5975770314534508,""na"":-2.6045602162679033,""space"":-3.79156608581543}","{""empty"":-3.4770876705821125,""lorem"":-3.3942749843007745,""mask"":-3.5883427271177597,""na"":-4.054829695950895,""space"":-3.5449694190202257}",FQP-b30b946ceb60b5098b5818815209a3057e3d5b9d1b8f51c9d9b23a5cf4b953c3,"{""empty"":""FQP-bdae183860ef13eafe54bc4de500204eed77e1575b1ebd1ac4f3a440c18e7427"",""lorem"":""FQP-d15738d861bebfab51e4455bb39928ec5469f54fe2faf99899fac6f7fa24fa12"",""mask"":""FQP-39b6cf18cec9069bc428a130571bb6ae0d2f0e8db475e4d2b26365f771e67ace"",""na"":""FQP-ba5e818f8f953d3c3a837ac36d6724e9d944d1cd2880cec46b45c9ecb8a3f45a"",""space"":""FQP-d859667ab09d7d6bc9fc0dfef6c72da344d0a316f7fec7b2fa421945a9905c5b""}",hate,False,False,null,hate,null,True,3.5901836177796396
FQD-FD-3169-Q08-F1-P2-H,FD-3169-Q08,-0.8379314422607422,2.6016837647920905,-3.4396152070528325,"{""empty"":3.189258829752604,""lorem"":4.363524627685547,""mask"":2.6163798014322914,""na"":1.620562489827474,""space"":2.755328114827474}","{""empty"":-4.027190272013346,""lorem"":-5.201456069946289,""mask"":-3.4543112436930334,""na"":-2.458493932088216,""space"":-3.593259557088216}","{""empty"":-3.3303031678722066,""lorem"":-3.2383034062298135,""mask"":-3.4359701173704895,""na"":-3.8928443917410904,""space"":-3.404200984135074}",FQP-60e952858d4bd0837af55f0d51360417b310023fd2a7994be459e65f728bdee3,"{""empty"":""FQP-56c6c9899f8d77490e04e14d2d70ad80783aff4156d6bab0d9f353ec7d228080"",""lorem"":""FQP-4a60923d65fcf314e1b4e37ab7ac3bc4831adcbce38928e62e37d1655e52aebb"",""mask"":""FQP-753cd268354cd657d386440a2bd65b22880aaf6092ae25276d709bfea539599b"",""na"":""FQP-f51b14777c707371a844a56cd1e6366fe56bdad93654859e627dfd5547df875a"",""space"":""FQP-b7385f9e3fecd4f1e1cf8c1ec2ae05968bb1290c930de916b3713f14191cd2e3""}",hate,False,False,null,hate,null,True,3.4396152070528325
FQD-FD-3169-Q08-F1-X1-A,FD-3169-Q08,-0.8065818786621094,2.779006849720204,-3.585588728382313,"{""empty"":3.4860193888346354,""lorem"":4.386007181803386,""mask"":2.804484303792318,""na"":1.7678181966145832,""space"":2.999688720703125}","{""empty"":-4.292601267496745,""lorem"":-5.192589060465496,""mask"":-3.6110661824544272,""na"":-2.5744000752766927,""space"":-3.8062705993652344}","{""empty"":-3.461959360250161,""lorem"":-3.393083879939718,""mask"":-3.579307999193786,""na"":-4.076065726652128,""space"":-3.5365756316613557}",FQP-fb9b1a2b0db8eeefd3cffcec9de3e643376027420b91586807ccdb8c91c98224,"{""empty"":""FQP-74c15fe5dcdcd3462fabcedead4c364926a9696513ee4254738d730dcbb6a481"",""lorem"":""FQP-3c3482178d80674f04e42ba910f427055b04fb754d4220f892dd705f52673d43"",""mask"":""FQP-a3564829939b0fb8bd413215698628bee421665266761f32b738780814a5ea7c"",""na"":""FQP-fa6c1192f182d2b68a50b3c4cc2873db2bd4f7719d2ed0ee4bffb83599483c06"",""space"":""FQP-92ecf23d8b8c3d2de1924a27d6e371119138b24d35eb2bac494310be88700f47""}",hate,False,False,null,hate,null,True,3.585588728382313
FQD-FD-3169-Q08-F1-X1-H,FD-3169-Q08,-0.8245903015136719,2.675290478171651,-3.499880779685323,"{""empty"":3.3669464111328127,""lorem"":4.366543324788411,""mask"":2.702179718017578,""na"":1.6632896423339845,""space"":2.8595453898111978}","{""empty"":-4.191536712646484,""lorem"":-5.191133626302083,""mask"":-3.52677001953125,""na"":-2.4878799438476564,""space"":-3.6841356913248697}","{""empty"":-3.3776244409298766,""lorem"":-3.3024480438293327,""mask"":-3.4932558309221804,""na"":-3.983827697975154,""space"":-3.458117922955696}",FQP-4933d40ca93aa310d2c0da85abb9bc0375ff0f82bac1ecb1885ff657dc35112e,"{""empty"":""FQP-143d3809903c73a102c8db7c222c36a65feff42404b1846e367c759020c60b13"",""lorem"":""FQP-99ded06ca1fcb752e8d802358d4ab65af5f2e65c553d9b1beba3eebb59fce2e1"",""mask"":""FQP-7f116d120155b660bc0e6afdb0575f0ff4aed5f40bf727e4f5435927f982050f"",""na"":""FQP-5dec29608691c33740be0d39b47052f2004f4a3c47b230bac3a10970d986bd4f"",""space"":""FQP-6fec6081498d20d068f79b04f28d31c935c29b226120f77612cd56158cff07ba""}",hate,False,False,null,hate,null,True,3.499880779685323
FQD-FD-3169-Q08-F1-X2-A,FD-3169-Q08,-0.8097396850585937,2.769140303255958,-3.5788799883145517,"{""empty"":3.439700571695963,""lorem"":4.426951599121094,""mask"":2.8134318033854164,""na"":1.7396316528320312,""space"":3.026927947998047}","{""empty"":-4.249440256754557,""lorem"":-5.236691284179687,""mask"":-3.6231714884440103,""na"":-2.549371337890625,""space"":-3.8366676330566407}","{""empty"":-3.4595768692987936,""lorem"":-3.383961687166381,""mask"":-3.5680726324429313,""na"":-4.085035280173747,""space"":-3.522708819453117}",FQP-57fdfea6c2ec3cea1d36b7e55afe91dafdddd9cac177efb995d9e37856d974f5,"{""empty"":""FQP-a675fdcb1e93bb63dea4dd2b289c856a62497223348b49f7366032cdfb12a962"",""lorem"":""FQP-7ecbd3ade4f295c98d7e9daa9009dfaa5da61df02687c9ea13c97726b7351ac6"",""mask"":""FQP-84995616594729304bd2e364d528e3467a78139ab39f1243ca98e7b579720b59"",""na"":""FQP-ebb7e6f6087eacf2c315574ce2060e0266f0ebcdfc5827d29973c6eb9dac0e64"",""space"":""FQP-eb061657cb4d3678a70fe217079677a3d1dc39d85ec9e98bf6bbb6c251a90fea""}",hate,False,False,null,hate,null,True,3.5788799883145517
FQD-FD-3169-Q08-F1-X2-H,FD-3169-Q08,-0.8153610229492188,2.6567762480533994,-3.472137271002618,"{""empty"":3.30025380452474,""lorem"":4.405506642659505,""mask"":2.702919769287109,""na"":1.628380076090495,""space"":2.875379943847656}","{""empty"":-4.115614827473959,""lorem"":-5.220867665608724,""mask"":-3.518280792236328,""na"":-2.4437410990397135,""space"":-3.690740966796875}","{""empty"":-3.3557457308134957,""lorem"":-3.2720596021972286,""mask"":-3.460885213992671,""na"":-3.9688853857444037,""space"":-3.4234490346198667}",FQP-2946276cf935de9eeb0292421163d462b0cb0606e06102db0f5628866342e42f,"{""empty"":""FQP-a04bdadc68bbcc85fa63d250961f3a422d2b7527c8d07c078816cff8372fe989"",""lorem"":""FQP-91c0f773339aa057ba2527bc8ab05846134f1d98dfc52a464c690bfe23abe3cc"",""mask"":""FQP-0bda0f0909a09d553e28dd1d1a4d8cdbb1f9e48788138ab8eff590c553d69017"",""na"":""FQP-47db6af3b3d571a9cc9f4d881e52f341a8206818156c0e0d9e75d69e33211092"",""space"":""FQP-800011551db45cca2f78188b817419b6405798f2ad3562c6d7677193bd5200d3""}",hate,False,False,null,hate,null,True,3.472137271002618
