contrast_id,cross_query,human_stratum_validation_required,ncc_background_cancels,role,terms,main_effects,main_directions,all_five_directions_agree_resolved,all_single_probes_agree_with_ncc,all_leave_one_out_agree_with_ncc
FD-3169-Q08-F1-X1-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.5693569183349609,""ab_reverse/answer_sum"":-1.098541259765625,""ncc"":0.08570794869699006,""original/answer_mean"":-0.018008422851562456,""original/answer_sum"":-0.09085845947265625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q08-F1-P2-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-H""}]","{""ab_forward/answer_sum"":-0.210479736328125,""ab_reverse/answer_sum"":-0.9804115295410156,""ncc"":0.15056841072680704,""original/answer_mean"":0.032435607910156206,""original/answer_sum"":0.15775299072265625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,True,True
FD-3169-Q08-F1-X2-delta,False,False,False,within_query_word_pair,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.5566024780273438,""ab_reverse/answer_sum"":-1.0203170776367188,""ncc"":0.10674271731193352,""original/answer_mean"":-0.005621337890625022,""original/answer_sum"":-0.03037261962890625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
FD-3169-Q08-F1-P1-X1-sH,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-H""}]","{""ab_forward/answer_sum"":0.45224761962890625,""ab_reverse/answer_sum"":0.4398956298828125,""ncc"":-0.01481530461176117,""original/answer_mean"":0.011329396565755268,""original/answer_sum"":0.056499481201171875}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,True
FD-3169-Q08-F1-P1-X1-sA,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-A""}]","{""ab_forward/answer_sum"":0.8255157470703125,""ab_reverse/answer_sum"":0.6653099060058594,""ncc"":0.05524951877781836,""original/answer_mean"":0.06922162373860674,""original/answer_sum"":0.3423442840576172}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
FD-3169-Q08-F1-P1-X1-I,False,False,False,scope_matched,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.37326812744140625,""ab_reverse/answer_sum"":-0.22541427612304688,""ncc"":-0.07006482338957953,""original/answer_mean"":-0.057892227172851474,""original/answer_sum"":-0.2858448028564453}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q08-F1-P1-X1-C,False,False,False,scope_matched,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X1-H""}]","{""ab_forward/answer_sum"":0.6388816833496094,""ab_reverse/answer_sum"":0.5526027679443359,""ncc"":0.020217107083028596,""original/answer_mean"":0.040275510152181004,""original/answer_sum"":0.19942188262939453}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,True
FD-3169-Q08-F1-P2-X2-sH,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-H""}]","{""ab_forward/answer_sum"":0.11041259765625,""ab_reverse/answer_sum"":0.3433113098144531,""ncc"":-0.03252206394978563,""original/answer_mean"":0.022570419311523482,""original/answer_sum"":0.11227226257324219}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,True
FD-3169-Q08-F1-P2-X2-sA,False,False,False,scope_matched,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-A""}]","{""ab_forward/answer_sum"":0.45653533935546875,""ab_reverse/answer_sum"":0.38321685791015625,""ncc"":0.011303629465087894,""original/answer_mean"":0.06062736511230471,""original/answer_sum"":0.3003978729248047}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,False
FD-3169-Q08-F1-P2-X2-I,False,False,False,scope_matched,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.34612274169921875,""ab_reverse/answer_sum"":-0.039905548095703125,""ncc"":-0.04382569341487352,""original/answer_mean"":-0.03805694580078123,""original/answer_sum"":-0.1881256103515625}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q08-F1-P2-X2-C,False,False,False,scope_matched,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P2-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P2-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X2-H""}]","{""ab_forward/answer_sum"":0.2834739685058594,""ab_reverse/answer_sum"":0.3632640838623047,""ncc"":-0.010609217242348867,""original/answer_mean"":0.041598892211914096,""original/answer_sum"":0.20633506774902344}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",False,False,False
FD-3169-Q08-F1-O-P1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-H""}]","{""ab_forward/answer_sum"":0.36536216735839844,""ab_reverse/answer_sum"":1.7696266174316406,""ncc"":-0.018838372842818085,""original/answer_mean"":-0.06105435689290373,""original/answer_sum"":-0.3015460968017578}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q08-F1-O-P1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-A""}]","{""ab_forward/answer_sum"":0.2737083435058594,""ab_reverse/answer_sum"":2.0360565185546875,""ncc"":-0.008691117038071905,""original/answer_mean"":-0.055422083536783906,""original/answer_sum"":-0.2748394012451172}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q08-F1-O-P1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P1-H""}]","{""ab_forward/answer_sum"":0.09165382385253906,""ab_reverse/answer_sum"":-0.2664299011230469,""ncc"":-0.01014725580474618,""original/answer_mean"":-0.005632273356119821,""original/answer_sum"":-0.026706695556640625}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""unresolved"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q08-F1-O-P1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P1-H""}]","{""ab_forward/answer_sum"":0.3195352554321289,""ab_reverse/answer_sum"":1.902841567993164,""ncc"":-0.013764744940444995,""original/answer_mean"":-0.05823822021484382,""original/answer_sum"":-0.2881927490234375}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q08-F1-O-X1-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-H""}]","{""ab_forward/answer_sum"":0.8176097869873047,""ab_reverse/answer_sum"":2.209522247314453,""ncc"":-0.033653677454579256,""original/answer_mean"":-0.04972496032714846,""original/answer_sum"":-0.24504661560058594}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q08-F1-O-X1-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-A""}]","{""ab_forward/answer_sum"":1.0992240905761719,""ab_reverse/answer_sum"":2.701366424560547,""ncc"":0.04655840173974646,""original/answer_mean"":0.013799540201822835,""original/answer_sum"":0.0675048828125}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,False
FD-3169-Q08-F1-O-X1-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.2816143035888672,""ab_reverse/answer_sum"":-0.49184417724609375,""ncc"":-0.08021207919432571,""original/answer_mean"":-0.0635245005289713,""original/answer_sum"":-0.31255149841308594}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q08-F1-O-X1-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X1-H""}]","{""ab_forward/answer_sum"":0.9584169387817383,""ab_reverse/answer_sum"":2.4554443359375,""ncc"":0.006452362142583601,""original/answer_mean"":-0.017962710062662812,""original/answer_sum"":-0.08877086639404297}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q08-F1-O-P2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-H""}]","{""ab_forward/answer_sum"":0.5194320678710938,""ab_reverse/answer_sum"":2.1100540161132812,""ncc"":0.026611895177911293,""original/answer_mean"":-0.06306610107421884,""original/answer_sum"":-0.31243133544921875}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q08-F1-O-P2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-A""}]","{""ab_forward/answer_sum"":0.442169189453125,""ab_reverse/answer_sum"":2.4837684631347656,""ncc"":0.04196351234242002,""original/answer_mean"":-0.049985631306966205,""original/answer_sum"":-0.2484912872314453}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q08-F1-O-P2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-P2-H""}]","{""ab_forward/answer_sum"":0.07726287841796875,""ab_reverse/answer_sum"":-0.3737144470214844,""ncc"":-0.015351617164508724,""original/answer_mean"":-0.013080469767252634,""original/answer_sum"":-0.06394004821777344}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q08-F1-O-P2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-P2-H""}]","{""ab_forward/answer_sum"":0.4808006286621094,""ab_reverse/answer_sum"":2.2969112396240234,""ncc"":0.034287703760165655,""original/answer_mean"":-0.05652586619059252,""original/answer_sum"":-0.28046131134033203}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,True
FD-3169-Q08-F1-O-X2-sH,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-H""}]","{""ab_forward/answer_sum"":0.6298446655273438,""ab_reverse/answer_sum"":2.4533653259277344,""ncc"":-0.005910168771874336,""original/answer_mean"":-0.04049568176269536,""original/answer_sum"":-0.20015907287597656}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
FD-3169-Q08-F1-O-X2-sA,False,False,False,scope_total_bridge,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-A""}]","{""ab_forward/answer_sum"":0.8987045288085938,""ab_reverse/answer_sum"":2.866985321044922,""ncc"":0.05326714180750791,""original/answer_mean"":0.010641733805338505,""original/answer_sum"":0.051906585693359375}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,False,False
FD-3169-Q08-F1-O-X2-I,False,False,False,scope_total_bridge,"[{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q08-F1-X2-H""}]","{""ab_forward/answer_sum"":-0.26885986328125,""ab_reverse/answer_sum"":-0.4136199951171875,""ncc"":-0.05917731057938225,""original/answer_mean"":-0.05113741556803386,""original/answer_sum"":-0.25206565856933594}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
FD-3169-Q08-F1-O-X2-C,False,False,False,scope_total_bridge,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q08-F1-O-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X2-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q08-F1-X2-H""}]","{""ab_forward/answer_sum"":0.7642745971679688,""ab_reverse/answer_sum"":2.660175323486328,""ncc"":0.023678486517816788,""original/answer_mean"":-0.014926973978678426,""original/answer_sum"":-0.0741262435913086}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,False,False
A-F1-O-KL,True,True,True,query_discrimination,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-O-H""}]","{""ab_forward/answer_sum"":8.958022117614746,""ab_reverse/answer_sum"":9.086177825927734,""ncc"":0.14141991933186854,""original/answer_mean"":0.14141991933186854,""original/answer_sum"":1.4898271560668945}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
A-F1-O-KG,True,True,True,query_discrimination,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-O-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-O-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-O-H""}]","{""ab_forward/answer_sum"":3.6991682052612305,""ab_reverse/answer_sum"":9.78426742553711,""ncc"":0.6104618708292644,""original/answer_mean"":0.6104618708292644,""original/answer_sum"":2.72091007232666}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
A-F1-P1-X1-dKL,True,True,True,query_discrimination_change,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q01-F1-P1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q01-F1-P1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-X1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q02-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q02-F1-P1-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-X1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-X1-H""}]","{""ab_forward/answer_sum"":3.035146713256836,""ab_reverse/answer_sum"":1.7446060180664062,""ncc"":0.1492730458577473,""original/answer_mean"":0.1492730458577473,""original/answer_sum"":1.1322574615478516}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
A-F1-P1-X1-dKG,True,True,True,query_discrimination_change,"[{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":-0.2602701187133789,""ab_reverse/answer_sum"":0.6838359832763672,""ncc"":0.016250038146972567,""original/answer_mean"":0.016250038146972567,""original/answer_sum"":-0.015212059020996094}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""negative""}",False,True,True
A-F1-P1-X1-J0,True,True,True,query_dependence,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q01-F1-P1-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q01-F1-X1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q01-F1-X1-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q03-F1-P1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q03-F1-X1-H""}]","{""ab_forward/answer_sum"":-2.954977035522461,""ab_reverse/answer_sum"":-1.7744216918945312,""ncc"":-0.2893901824951172,""original/answer_mean"":-0.2893901824951172,""original/answer_sum"":-1.3386478424072266}","{""ab_forward/answer_sum"":""negative"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",True,True,True
A-F1-P1-X1-T0,True,True,True,query_dependence,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-P1-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-X1-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-X1-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P1-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-P1-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q03-F1-X1-H""}]","{""ab_forward/answer_sum"":0.5926551818847656,""ab_reverse/answer_sum"":1.2223739624023438,""ncc"":0.1308611551920573,""original/answer_mean"":0.1308611551920573,""original/answer_sum"":0.4524345397949219}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
A-F1-P1-X1-J1,True,True,True,query_dependence,"[{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q02-F1-P1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q02-F1-P1-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-X1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q02-F1-X1-H""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":-0.5,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":0.5,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":0.3404397964477539,""ab_reverse/answer_sum"":-0.7136516571044922,""ncc"":-0.15636717478434248,""original/answer_mean"":-0.15636717478434248,""original/answer_sum"":-0.1911783218383789}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""negative"",""ncc"":""negative"",""original/answer_mean"":""negative"",""original/answer_sum"":""negative""}",False,True,True
A-F1-P1-X1-T1,True,True,True,query_dependence,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q02-F1-P1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q02-F1-P1-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q02-F1-X1-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q02-F1-X1-H""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-A""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-P1-H""},{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q04-F1-X1-H""}]","{""ab_forward/answer_sum"":0.03785896301269531,""ab_reverse/answer_sum"":0.4890861511230469,""ncc"":0.09563865661621107,""original/answer_mean"":0.09563865661621107,""original/answer_sum"":0.2210063934326172}","{""ab_forward/answer_sum"":""positive"",""ab_reverse/answer_sum"":""positive"",""ncc"":""positive"",""original/answer_mean"":""positive"",""original/answer_sum"":""positive""}",True,True,True
