condition,iqr,max,mean,median,metric,min,n,p05,p95,q25,q75,status,stratum,task
CLDnew,1.6519238743197704,4.103048312798309,0.9177094844697959,0.9457461366218619,mean_with_eos/within_k/count_corrected/Sexism/2,-3.2285869399534906,328,-1.2455695355492582,2.8726413597171923,0.09314295181285404,1.7450668261326245,defined,gold_size_1,group
CLDnew,2.337182249853514,4.545012626932296,1.4407578822660578,1.753096203035671,mean_with_eos/within_k/count_corrected/Sexism/2,-2.72723418064964,63,-1.562650542600469,3.5707017127624248,0.4796700269713906,2.8168522768249047,defined,gold_size_2plus,group
CLnewNoCat,1.0889208147639708,3.438659187690564,0.7976871670099709,0.7176920628057202,mean_with_eos/within_k/count_corrected/Sexism/2,-1.7477123986995395,643,-0.334961069982688,2.18034093713729,0.24019825320962107,1.329119067973592,defined,all,group
CLnewNoCat,1.717630450257578,3.060863770958319,0.9298218635131282,0.8725215074977086,mean_with_eos/within_k/count_corrected/Sexism/2,-1.7477123986995395,223,-0.47387049018561633,2.476930091763129,0.0744127204638595,1.7920431707214375,defined,Lq_hit,group
CLnewNoCat,0.873620074500586,3.438659187690564,0.727529935295199,0.6398843245016914,mean_with_eos/within_k/count_corrected/Sexism/2,-1.429668810446843,420,-0.2578201355837038,1.8921581929329725,0.29425239924876134,1.1678724737493473,defined,Lq_no_hit,group
CLnewNoCat,0.7082412417370502,2.537787838060968,0.7328036982917557,0.6993810874236652,mean_with_eos/within_k/count_corrected/Sexism/2,-1.1842624225376253,252,-0.1432108308911652,1.8709239365877262,0.3323261261311806,1.0405673678682308,defined,gold_size_0,group
CLnewNoCat,1.5000275977474282,3.438659187690564,0.8511017845164792,0.6935666930895648,mean_with_eos/within_k/count_corrected/Sexism/2,-1.7477123986995395,328,-0.4729621652504703,2.3290277948601807,0.12086158498786237,1.6208891827352905,defined,gold_size_1,group
CLnewNoCat,1.0353204766764708,2.3397920885727217,0.7791258904203756,0.778174201428087,mean_with_eos/within_k/count_corrected/Sexism/2,-1.545169513161643,63,-0.442696697903341,1.8184324247119064,0.326706497186548,1.3620269738630186,defined,gold_size_2plus,group
CLDnewNoCat,1.3133844119942661,3.7909099960156913,0.9305487101521931,0.9132301511853,mean_with_eos/within_k/count_corrected/Sexism/2,-2.9366335957968794,643,-0.7235706415593347,2.6220578543657598,0.2907570116072111,1.6041414236014773,defined,all,group
CLDnewNoCat,1.9003746339267975,3.7909099960156913,1.1252789450057346,1.3421515930601216,mean_with_eos/within_k/count_corrected/Sexism/2,-2.3510982437728924,223,-1.1409896565763107,2.922375225249697,0.2256704752749893,2.1260451092017867,defined,Lq_hit,group
CLDnewNoCat,0.9878984014687433,3.422876632152529,0.8271562283132889,0.8117321409578147,mean_with_eos/within_k/count_corrected/Sexism/2,-2.9366335957968794,420,-0.4806289492531393,2.2615505561695057,0.32328686410956076,1.311185265578304,defined,Lq_no_hit,group
CLDnewNoCat,0.8347891417193352,3.422876632152529,0.7613317655059877,0.7349790695488994,mean_with_eos/within_k/count_corrected/Sexism/2,-1.76016414282936,252,-0.2814358514151045,1.9667765743948964,0.3256284278370212,1.1604175695563563,defined,gold_size_0,group
CLDnewNoCat,1.5642211670555537,3.7909099960156913,1.0014664233831452,1.079922653902793,mean_with_eos/within_k/count_corrected/Sexism/2,-2.9366335957968794,328,-0.7781384067441025,2.618323690468905,0.26654335636550264,1.8307645234210563,defined,gold_size_1,group
CLDnewNoCat,2.059448411631558,3.469354318899878,1.2381941087409467,1.5571904450043919,mean_with_eos/within_k/count_corrected/Sexism/2,-2.4059324858208995,63,-1.6596458991978233,2.9223752252496973,0.32190212741650037,2.3813505390480585,defined,gold_size_2plus,group
C0,0.42763372377701225,1.9920417408620907,0.8723310638823296,0.8768287621965809,mean_with_eos/within_k/natural/Sexism/3,-0.04212371002724469,643,0.33668899970602895,1.3585496745673922,0.6643968429192546,1.0920305666962669,defined,all,group
C0,0.4339070143106265,1.7223150772168898,0.7728408826051174,0.7716444909616111,mean_with_eos/within_k/natural/Sexism/3,0.12277359789154008,223,0.2808486851165046,1.2940375517988814,0.5392585610803204,0.973165575390947,defined,Lq_hit,group
C0,0.391506573808698,1.9920417408620907,0.9251556125128494,0.9381841703883312,mean_with_eos/within_k/natural/Sexism/3,-0.04212371002724469,420,0.4380963905145691,1.3701096087819153,0.7333818177556093,1.1248883915643073,defined,Lq_no_hit,group
C0,0.40911365882717254,1.9920417408620907,0.9524218326617605,0.9801720309929105,mean_with_eos/within_k/natural/Sexism/3,0.05356042518536963,252,0.4304586122472805,1.3589573664231342,0.7505432539676641,1.1596569127948366,defined,gold_size_0,group
C0,0.4081502125938824,1.8058631790976205,0.8129635247955779,0.7974700107039792,mean_with_eos/within_k/natural/Sexism/3,-0.04212371002724469,328,0.3338161045231729,1.2976353542073389,0.6068957602315096,1.015045972825392,defined,gold_size_1,group
C0,0.5679412298924891,1.7050027403386414,0.8610561287718209,0.8516348144632826,mean_with_eos/within_k/natural/Sexism/3,0.12277359789154008,63,0.28313366063042267,1.5852426418934173,0.5347847824560152,1.1027260123485043,defined,gold_size_2plus,group
CLnew,0.610504307149808,3.254962053240539,1.1613480869194022,1.1513584722531438,mean_with_eos/within_k/natural/Sexism/3,-1.3659094223397203,643,0.37747936875089183,2.1031355441352027,0.8324364852155752,1.4429407923653832,defined,all,group
CLnew,0.8114123594731774,3.254962053240539,1.2314006611795691,1.2074775932147066,mean_with_eos/within_k/natural/Sexism/3,-1.3659094223397203,223,0.08137247682909508,2.446109368376654,0.8070525806297429,1.6184649401029203,defined,Lq_hit,group
CLnew,0.4682033495101354,2.4776409435347393,1.124153505824123,1.1298787699155544,mean_with_eos/within_k/natural/Sexism/3,-0.4825834443753725,420,0.534725932586452,1.745964050361658,0.8833554112898279,1.3515587607999633,defined,Lq_no_hit,group
CLnew,0.4533032256714824,2.550029642956183,1.1179759884000837,1.1148800009835793,mean_with_eos/within_k/natural/Sexism/3,-0.4825834443753725,252,0.4843534971637352,1.8191076922425489,0.896499096237001,1.3498023219084834,defined,gold_size_0,group
CLnew,0.6305223320296431,2.655277970621537,1.124118340518954,1.1514514352023932,mean_with_eos/within_k/natural/Sexism/3,-1.3659094223397203,328,0.2484218867627001,2.0731880173573094,0.8004360559248949,1.430958387954538,defined,gold_size_1,group
CLnew,1.1612438432035188,3.254962053240539,1.5286675416212312,1.5310830508828641,mean_with_eos/within_k/natural/Sexism/3,0.020195980526063195,63,0.361225457847232,2.6938013992866887,0.9239728198303595,2.0852166630338784,defined,gold_size_2plus,group
CD,0.5111389497672942,2.601786447536647,1.0890763019660439,1.0724463077354156,mean_with_eos/within_k/natural/Sexism/3,-0.6675840094637671,643,0.37829542273093975,1.8297985078482406,0.8323665554239696,1.3435055051912639,defined,all,group
CD,0.6209224169202945,2.601786447536647,1.1774763915791355,1.207201217140962,mean_with_eos/within_k/natural/Sexism/3,-0.660775237927504,223,0.2136491951449192,1.919114165913627,0.8953997832158556,1.51632220013615,defined,Lq_hit,group
CD,0.4414068047508779,2.1164984457985723,1.0421400639095688,1.02482648588046,mean_with_eos/within_k/natural/Sexism/3,-0.6675840094637671,420,0.4276722247193413,1.7204434055437632,0.815479636826653,1.256886441577531,defined,Lq_no_hit,group
CD,0.3917556739226853,2.059982027308514,0.9722273968260998,0.9688737142688715,mean_with_eos/within_k/natural/Sexism/3,-0.660775237927504,252,0.4398061180806175,1.5221024296025505,0.7746653159817725,1.1664209899044578,defined,gold_size_0,group
CD,0.4853764426098153,2.1164984457985723,1.1357249582458242,1.1602860445875671,mean_with_eos/within_k/natural/Sexism/3,-0.6675840094637671,328,0.42229835893698064,1.8245296315664425,0.9049077843520685,1.3902842269618838,defined,gold_size_1,group
CD,0.8366168678431729,2.601786447536647,1.313602727926327,1.3745935135445877,mean_with_eos/within_k/natural/Sexism/3,-0.5532706054089341,63,0.12860362208102122,2.1479555414226565,0.9691794269359313,1.8057962947791042,defined,gold_size_2plus,group
CLDnew,0.6198391819210716,3.0063407321416,1.1451553672061372,1.1191526345875098,mean_with_eos/within_k/natural/Sexism/3,-1.5367817505482408,643,0.30233576935365575,2.058468768042031,0.824252539297835,1.4440917212189066,defined,all,group
CLDnew,0.8643094413306427,3.0063407321416,1.2358105893524742,1.193932227542541,mean_with_eos/within_k/natural/Sexism/3,-1.5367817505482408,223,0.2115565127897055,2.4320453593558584,0.7883170594669986,1.6526265007976413,defined,Lq_hit,group
CLDnew,0.5325011679935836,2.19116142902527,1.0970217611617725,1.1063185049410567,mean_with_eos/within_k/natural/Sexism/3,-0.3087114986758098,420,0.37968959178003314,1.7550970609706011,0.843163514249575,1.3756646822431586,defined,Lq_no_hit,group
CLDnew,0.4417055201343896,2.189379033284939,1.0356744856286735,1.0201746524888602,mean_with_eos/within_k/natural/Sexism/3,-0.1809978978294584,252,0.440383345325256,1.6612997347078389,0.8109949669917553,1.252700487126145,defined,gold_size_0,group
CLDnew,0.6413088777890384,2.941239978524234,1.1536601484457951,1.1754486445518544,mean_with_eos/within_k/natural/Sexism/3,-1.5367817505482408,328,0.24961599542722243,2.0228294121635737,0.8231681214569692,1.4644769992460076,defined,gold_size_1,group
CLDnew,0.9761456394694901,3.0063407321416,1.5388000324587245,1.6874457619078373,mean_with_eos/within_k/natural/Sexism/3,-0.3087114986758098,63,0.28989158253092767,2.647815708550455,1.0490738617682838,2.025219501237774,defined,gold_size_2plus,group
CLnewNoCat,0.5780377472565099,2.449563562788878,0.9741903751421125,0.9371890021745768,mean_with_eos/within_k/natural/Sexism/3,-0.6150707242769022,643,0.31635797360360446,1.7405281418019234,0.6709064980332677,1.2489442452897777,defined,all,group
CLnewNoCat,0.9004291915806398,2.3982612147553155,1.0266320947063845,0.9672622358948184,mean_with_eos/within_k/natural/Sexism/3,-0.6150707242769022,223,0.21887384258896453,1.8762973948626425,0.5902226638648543,1.4906518554454942,defined,Lq_hit,group
CLnewNoCat,0.45295580664925983,2.449563562788878,0.9463463192782253,0.9269397051354802,mean_with_eos/within_k/natural/Sexism/3,-0.09451466786650409,420,0.3780381459933041,1.5407985397011519,0.7110531087273115,1.1640089153765714,defined,Lq_no_hit,group
CLnewNoCat,0.4599708616340574,2.2320863423175497,0.9655049722240008,0.9306575665550656,mean_with_eos/within_k/natural/Sexism/3,0.05792983286949083,252,0.42787060067491095,1.5699221367170109,0.721348949133912,1.1813198107679694,defined,gold_size_0,group
CLnewNoCat,0.6645274761033021,2.449563562788878,0.9742225361597784,0.9273436873947001,mean_with_eos/within_k/natural/Sexism/3,-0.6150707242769022,328,0.2768199931933006,1.7757328944808575,0.6304724687655917,1.2949999448688938,defined,gold_size_1,group
CLnewNoCat,0.6006555427682411,2.1278580853847537,1.0087645453257579,0.9997364001575137,mean_with_eos/within_k/natural/Sexism/3,-0.4720457255809465,63,0.22798941055934396,1.7549009783472158,0.7332239225663134,1.3338794653345545,defined,gold_size_2plus,group
CLDnewNoCat,0.591159047574298,3.113257610311988,1.1537569137112853,1.1569559710426756,mean_with_eos/within_k/natural/Sexism/3,-0.9826202972460671,643,0.3196942647504577,1.9716426322778553,0.8554337201594642,1.4465927677337622,defined,all,group
CLDnewNoCat,0.7781213266168274,3.113257610311988,1.2390052538628695,1.2798243893052144,mean_with_eos/within_k/natural/Sexism/3,-0.9826202972460671,223,0.08327289531052241,2.1844937617761353,0.9122342600242836,1.690355586641111,defined,Lq_hit,group
CLDnewNoCat,0.5086948304416135,2.5412263286350454,1.1084941045355636,1.0977570190047468,mean_with_eos/within_k/natural/Sexism/3,-0.4068479534174161,420,0.41875378026287235,1.841050610127581,0.8483694393152978,1.3570642697569113,defined,Lq_no_hit,group
CLDnewNoCat,0.43225742169763715,2.0827799862231338,1.0478237808833812,1.059836288999726,mean_with_eos/within_k/natural/Sexism/3,-0.13644089481132982,252,0.43900055575236235,1.689881275359837,0.8288365255746009,1.261093947272238,defined,gold_size_0,group
CLDnewNoCat,0.6303024217211046,2.790754358423683,1.1919350611389075,1.2392915229980248,mean_with_eos/within_k/natural/Sexism/3,-0.9826202972460671,328,0.25870972862727876,1.96946683232723,0.9118670277078242,1.5421694494289289,defined,gold_size_1,group
CLDnewNoCat,0.8843639590022978,3.113257610311988,1.378720677463219,1.4836226302314817,mean_with_eos/within_k/natural/Sexism/3,-0.39573783779973576,63,-0.0749142546063878,2.191521765424392,1.002034170408253,1.8863981294105507,defined,gold_size_2plus,group
C0,0.42763372377701225,1.5865766327539264,0.46686595577416523,0.4713636540884165,mean_with_eos/within_k/count_corrected/Sexism/3,-0.44758881813540907,643,-0.06877610840213544,0.9530845664592277,0.2589317348110902,0.6865654585881025,defined,all,group
C0,0.4339070143106265,1.3168499691087254,0.36737577449695286,0.36617938285344676,mean_with_eos/within_k/count_corrected/Sexism/3,-0.2826915102166243,223,-0.12461642299165976,0.8885724436907169,0.13379345297215606,0.5677004672827826,defined,Lq_hit,group
C0,0.3915065738086981,1.5865766327539264,0.519690504404685,0.5327190622801669,mean_with_eos/within_k/count_corrected/Sexism/3,-0.44758881813540907,420,0.032631282406404755,0.964644500673751,0.32791670964744485,0.7194232834561429,defined,Lq_no_hit,group
C0,0.40911365882717254,1.5865766327539264,0.5469567245535961,0.5747069228847461,mean_with_eos/within_k/count_corrected/Sexism/3,-0.35190468292279475,252,0.0249935041391161,0.9534922583149698,0.3450781458594997,0.7541918046866722,defined,gold_size_0,group
C0,0.4081502125938823,1.4003980709894561,0.4074984166874135,0.3920049025958148,mean_with_eos/within_k/count_corrected/Sexism/3,-0.44758881813540907,328,-0.07164900358499149,0.8921702460991745,0.2014306521233452,0.6095808647172275,defined,gold_size_1,group
C0,0.5679412298924891,1.299537632230477,0.4555910206636566,0.4461697063551182,mean_with_eos/within_k/count_corrected/Sexism/3,-0.2826915102166243,63,-0.12233144747774169,1.179777533785253,0.12931967434785085,0.6972609042403399,defined,gold_size_2plus,group
CLnew,0.610504307149808,2.8494969451323744,0.7558829788112377,0.7458933641449794,mean_with_eos/within_k/count_corrected/Sexism/3,-1.7713745304478847,643,-0.027985739357272575,1.6976704360270383,0.42697137710741084,1.0374756842572188,defined,all,group
CLnew,0.8114123594731774,2.8494969451323744,0.8259355530714048,0.8020124851065422,mean_with_eos/within_k/count_corrected/Sexism/3,-1.7713745304478847,223,-0.3240926312790693,2.0406442602684893,0.40158747252157856,1.212999831994756,defined,Lq_hit,group
CLnew,0.46820334951013554,2.0721758354265747,0.7186883977159585,0.72441366180739,mean_with_eos/within_k/count_corrected/Sexism/3,-0.8880485524835369,420,0.1292608244782876,1.3404989422534936,0.4778903031816635,0.946093652691799,defined,Lq_no_hit,group
CLnew,0.4533032256714825,2.1445645348480182,0.712510880291919,0.7094148928754148,mean_with_eos/within_k/count_corrected/Sexism/3,-0.8880485524835369,252,0.07888838905557082,1.4136425841343845,0.4910339881288366,0.9443372138003191,defined,gold_size_0,group
CLnew,0.6305223320296431,2.249812862513372,0.7186532324107898,0.7459863270942289,mean_with_eos/within_k/count_corrected/Sexism/3,-1.7713745304478847,328,-0.15704322134546428,1.667722909249145,0.3949709478167305,1.0254932798463736,defined,gold_size_1,group
CLnew,1.1612438432035188,2.8494969451323744,1.1232024335130661,1.1256179427746997,mean_with_eos/within_k/count_corrected/Sexism/3,-0.3852691275821012,63,-0.04423965026093239,2.2883362911785246,0.5185077117221951,1.679751554925714,defined,gold_size_2plus,group
CD,0.5111389497672942,2.196321339428483,0.6836111938578793,0.6669811996272512,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0730491175719312,643,-0.027169685377224636,1.4243333997400762,0.42690144731580526,0.9380403970830995,defined,all,group
CD,0.6209224169202947,2.196321339428483,0.7720112834709709,0.8017361090327977,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0662403460356684,223,-0.19181591296324518,1.5136490578054627,0.4899346751076912,1.1108570920279859,defined,Lq_hit,group
CD,0.44140680475087796,1.7110333376904079,0.6366749558014045,0.6193613777722957,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0730491175719312,420,0.022207116611176886,1.3149782974355988,0.4100145287184886,0.8514213334693665,defined,Lq_no_hit,group
CD,0.39175567392268523,1.6545169192003495,0.5667622887179354,0.5634086061607071,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0662403460356684,252,0.034341009972453096,1.116637321494386,0.36920020787360813,0.7609558817962934,defined,gold_size_0,group
CD,0.48537644260981533,1.7110333376904079,0.7302598501376598,0.7548209364794028,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0730491175719312,328,0.016833250828816284,1.4190645234582782,0.4994426762439041,0.9848191188537194,defined,gold_size_1,group
CD,0.8366168678431731,2.196321339428483,0.9081376198181623,0.9691284054364233,mean_with_eos/within_k/count_corrected/Sexism/3,-0.9587357135170984,63,-0.27686148602714317,1.7424904333144924,0.5637143188277669,1.40033118667094,defined,gold_size_2plus,group
CLDnew,0.6198391819210716,2.600875624033436,0.7396902590979727,0.7136875264793454,mean_with_eos/within_k/count_corrected/Sexism/3,-1.9422468586564052,643,-0.10312933875450864,1.6530036599338664,0.41878743118967066,1.0386266131107422,defined,all,group
CLDnew,0.8643094413306427,2.600875624033436,0.8303454812443096,0.7884671194343766,mean_with_eos/within_k/count_corrected/Sexism/3,-1.9422468586564052,223,-0.1939085953184589,2.0265802512476943,0.3828519513588342,1.247161392689477,defined,Lq_hit,group
CLDnew,0.5325011679935836,1.7856963209171057,0.6915566530536083,0.7008533968328923,mean_with_eos/within_k/count_corrected/Sexism/3,-0.7141766067839741,420,-0.025775516328131222,1.3496319528624368,0.43769840614141065,0.9701995741349942,defined,Lq_no_hit,group
CLDnew,0.44170552013438963,1.7839139251767746,0.6302093775205088,0.6147095443806958,mean_with_eos/within_k/count_corrected/Sexism/3,-0.5864630059376228,252,0.03491823721709166,1.2558346265996745,0.4055298588835909,0.8472353790179805,defined,gold_size_0,group
CLDnew,0.6413088777890382,2.53577487041607,0.7481950403376308,0.7699835364436901,mean_with_eos/within_k/count_corrected/Sexism/3,-1.9422468586564052,328,-0.15584911268094195,1.617364304055409,0.4177030133488048,1.059011891137843,defined,gold_size_1,group
CLDnew,0.9761456394694902,2.600875624033436,1.1333349243505606,1.281980653799673,mean_with_eos/within_k/count_corrected/Sexism/3,-0.7141766067839741,63,-0.1155735255772367,2.24235060044229,0.6436087536601195,1.6197543931296097,defined,gold_size_2plus,group
CLnewNoCat,0.57803774725651,2.0440984546807135,0.5687252670339481,0.5317238940664124,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0205358323850666,643,-0.08910713450455991,1.335063033693759,0.26544138992510335,0.8434791371816134,defined,all,group
CLnewNoCat,0.9004291915806398,1.9927961066471511,0.6211669865982201,0.561797127786654,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0205358323850666,223,-0.18659126551919986,1.470832286754478,0.18475755575668995,1.0851867473373298,defined,Lq_hit,group
CLnewNoCat,0.45295580664925983,2.0440984546807135,0.5408812111700608,0.5214745970273158,mean_with_eos/within_k/count_corrected/Sexism/3,-0.49997977597466847,420,-0.027426962114860294,1.1353334315929875,0.30558800061914715,0.758543807268407,defined,Lq_no_hit,group
CLnewNoCat,0.4599708616340573,1.8266212342093853,0.5600398641158364,0.5251924584469012,mean_with_eos/within_k/count_corrected/Sexism/3,-0.34753527523867356,252,0.022405492566746586,1.1644570286088465,0.3158838410257476,0.7758547026598049,defined,gold_size_0,group
CLnewNoCat,0.6645274761033021,2.0440984546807135,0.5687574280516141,0.5218785792865357,mean_with_eos/within_k/count_corrected/Sexism/3,-1.0205358323850666,328,-0.1286451149148638,1.370267786372693,0.22500736065742732,0.8895348367607294,defined,gold_size_1,group
CLnewNoCat,0.6006555427682412,1.7223929772765894,0.6032994372175935,0.5942712920493494,mean_with_eos/within_k/count_corrected/Sexism/3,-0.8775108336891109,63,-0.17747569754882045,1.3494358702390514,0.32775881445814903,0.9284143572263902,defined,gold_size_2plus,group
CLDnewNoCat,0.5911590475742978,2.707792502203824,0.7482918056031211,0.7514908629345112,mean_with_eos/within_k/count_corrected/Sexism/3,-1.3880854053542315,643,-0.08577084335770666,1.566177524169691,0.4499686120512998,1.0411276596255976,defined,all,group
CLDnewNoCat,0.7781213266168274,2.707792502203824,0.8335401457547049,0.87435928119705,mean_with_eos/within_k/count_corrected/Sexism/3,-1.3880854053542315,223,-0.3221922127976419,1.7790286536679707,0.5067691519161193,1.2848904785329467,defined,Lq_hit,group
CLDnewNoCat,0.5086948304416135,2.1357612205268808,0.7030289964273994,0.6922919108965824,mean_with_eos/within_k/count_corrected/Sexism/3,-0.8123130615255805,420,0.013288672154707993,1.4355855020194166,0.44290433120713346,0.9515991616487469,defined,Lq_no_hit,group
CLDnewNoCat,0.43225742169763715,1.6773148781149694,0.6423586727752171,0.6543711808915615,mean_with_eos/within_k/count_corrected/Sexism/3,-0.5419060029194942,252,0.03353544764419799,1.2844161672516725,0.4233714174664365,0.8556288391640736,defined,gold_size_0,group
CLDnewNoCat,0.6303024217211046,2.3852892503155187,0.7864699530307431,0.8338264148898604,mean_with_eos/within_k/count_corrected/Sexism/3,-1.3880854053542315,328,-0.14675537948088566,1.5640017242190656,0.5064019195996599,1.1367043413207645,defined,gold_size_1,group
CLDnewNoCat,0.8843639590022978,2.707792502203824,0.9732555693550545,1.0781575221233173,mean_with_eos/within_k/count_corrected/Sexism/3,-0.8012029459079002,63,-0.48037936271455217,1.7860566573162278,0.5965690623000885,1.4809330213023864,defined,gold_size_2plus,group
C0,0.49943641067208344,3.6189421839956175,2.205209464364962,2.1816620893871064,mean_with_eos/within_k/natural/Sexism/4,1.4435048180203873,643,1.694578506999212,2.7681899606081877,1.9465934007341328,2.4460298114062162,defined,all,group
C0,0.37593131388100676,2.7696538379134665,2.0534755184525286,2.05631336749874,mean_with_eos/within_k/natural/Sexism/4,1.4435048180203873,223,1.6260154733934284,2.487893625593884,1.8620671071424744,2.237998421023481,defined,Lq_hit,group
C0,0.5167810966291668,3.6189421839956175,2.2857729642184683,2.3002833228412687,mean_with_eos/within_k/natural/Sexism/4,1.5013704671292833,420,1.7559620663207836,2.823201867844368,2.0172881686283737,2.5340692652575405,defined,Lq_no_hit,group
C0,0.5227269437320472,3.6189421839956175,2.3711406190798687,2.4215640769296938,mean_with_eos/within_k/natural/Sexism/4,1.5420009614744852,252,1.758554811089098,2.9003353217012844,2.1011689099985382,2.6238958537305854,defined,gold_size_0,group
C0,0.4024189695554723,2.867297085300774,2.1223144067657733,2.1129636186769054,mean_with_eos/within_k/natural/Sexism/4,1.482534594306736,328,1.6957505975387224,2.566965275830282,1.9301414257064335,2.332560395261906,defined,gold_size_1,group
C0,0.2814139689258155,2.4671428204218437,1.973065462847145,1.9467728708623055,mean_with_eos/within_k/natural/Sexism/4,1.4435048180203873,63,1.64363902699146,2.3499158825678403,1.8364021876056056,2.117816156531421,defined,gold_size_2plus,group
CLnew,0.5636043430581561,3.9465052044659457,2.2232749087492856,2.220403132763976,mean_with_eos/within_k/natural/Sexism/4,0.6736374675573396,643,1.4484864426139896,3.0106747524445963,1.9420867804003146,2.5056911234584707,defined,all,group
CLnew,0.7054083041601757,3.9465052044659457,2.137856600148395,2.1401514772247983,mean_with_eos/within_k/natural/Sexism/4,0.6736374675573396,223,1.2287457434428077,3.1061599751696853,1.7450816522057375,2.4504899563659133,defined,Lq_hit,group
CLnew,0.5472270709787925,3.8469916784174316,2.268627963077853,2.2505280581306772,mean_with_eos/within_k/natural/Sexism/4,0.7419711674863296,420,1.5629372744272176,2.983511834366025,1.9791546071702975,2.52638167814909,defined,Lq_no_hit,group
CLnew,0.6399073575408911,3.8469916784174316,2.3282125019933084,2.30377100335457,mean_with_eos/within_k/natural/Sexism/4,0.7419711674863296,252,1.544322181453066,3.1120733931487576,2.019608849240984,2.659516206781875,defined,gold_size_0,group
CLnew,0.53062450577321,3.4389228711223616,2.1034239278278752,2.133119747437365,mean_with_eos/within_k/natural/Sexism/4,0.6736374675573396,328,1.3997324428493056,2.7011011853033375,1.861780235093272,2.392404740866482,defined,gold_size_1,group
CLnew,0.7271534372720483,3.9465052044659457,2.4275105951735494,2.4331690349514146,mean_with_eos/within_k/natural/Sexism/4,1.227896595137859,63,1.4851690292028614,3.3446504457868813,2.0864317122366054,2.8135851495086537,defined,gold_size_2plus,group
CD,0.4056240614107407,3.446080728528057,1.9861732272596808,1.9845715458720417,mean_with_eos/within_k/natural/Sexism/4,0.7802136061196162,643,1.4212996434279295,2.448743761161658,1.792775141150994,2.1983992025617347,defined,all,group
CD,0.4489315924816848,2.8937698831925265,1.9685003587082435,1.9637994586945808,mean_with_eos/within_k/natural/Sexism/4,1.0808758440807722,223,1.3970951626110766,2.482837108858078,1.7589599245961025,2.2078915170777873,defined,Lq_hit,group
CD,0.38811004577794317,3.446080728528057,1.995556678895325,1.9947258943370885,mean_with_eos/within_k/natural/Sexism/4,0.7802136061196162,420,1.5110751853902145,2.42506356095122,1.808316823530544,2.196426869308487,defined,Lq_no_hit,group
CD,0.40053567701673876,3.446080728528057,1.9934494461495529,1.9958452802060593,mean_with_eos/within_k/natural/Sexism/4,1.166532640015943,252,1.5163057591404203,2.4425174368240334,1.784742917998694,2.1852785950154328,defined,gold_size_0,group
CD,0.3741429628326114,2.7896291589858246,1.9676192373241423,1.9661656410531743,mean_with_eos/within_k/natural/Sexism/4,0.7802136061196162,328,1.407001991922659,2.427442947485688,1.8040140421242716,2.178157004956883,defined,gold_size_1,group
CD,0.5114433578532984,2.8937698831925265,2.0536669024756926,2.109381257221506,mean_with_eos/within_k/natural/Sexism/4,1.2574942847144917,63,1.392515757242556,2.658357361861011,1.7770065123755163,2.2884498702288147,defined,gold_size_2plus,group
CLDnew,0.45819024141328635,3.9438799775355613,2.0294980083823133,2.037255717080153,mean_with_eos/within_k/natural/Sexism/4,0.17309715166183448,643,1.4034304432043347,2.6342982514821354,1.7914177590178961,2.2496080004311825,defined,all,group
CLDnew,0.6327546367250712,3.7735754152287355,2.0182890346911546,1.9997964432155628,mean_with_eos/within_k/natural/Sexism/4,0.17309715166183448,223,1.3033589313053455,2.83271133041328,1.684308497333073,2.3170631340581442,defined,Lq_hit,group
CLDnew,0.387282746954444,3.9438799775355613,2.035449439651667,2.0488224562241504,mean_with_eos/within_k/natural/Sexism/4,0.917034358924562,420,1.4680618819391529,2.5312772625873667,1.837264814496141,2.224547561450585,defined,Lq_no_hit,group
CLDnew,0.38754044784337127,3.9438799775355613,2.027658660845079,2.0280160637986375,mean_with_eos/within_k/natural/Sexism/4,0.9851315278300231,252,1.4573798034436558,2.5560930871119214,1.8232706556036544,2.2108111034470257,defined,gold_size_0,group
CLDnew,0.49400838567813454,3.7735754152287355,1.9972395856263732,2.0154530919865503,mean_with_eos/within_k/natural/Sexism/4,0.17309715166183448,328,1.396947647463827,2.5767189137723174,1.7305391757724504,2.224547561450585,defined,gold_size_1,group
CLDnew,0.5186227975901838,3.215453387670915,2.2048040122447174,2.192661249119435,mean_with_eos/within_k/natural/Sexism/4,0.8268568491376018,63,1.311219456891028,2.869057051196536,2.0027495034148615,2.5213723010050453,defined,gold_size_2plus,group
CLnewNoCat,0.45857177951930916,3.165268531281199,2.1882035963511086,2.181898100934529,mean_with_eos/within_k/natural/Sexism/4,0.7916585675168525,643,1.6241110693460978,2.769692849345249,1.9679038890969527,2.426475668616262,defined,all,group
CLnewNoCat,0.6201787041232687,3.0287254218685247,2.1631092931028393,2.198679327885294,mean_with_eos/within_k/natural/Sexism/4,0.7916585675168525,223,1.5560349781347966,2.7933789719100126,1.8545830886312733,2.474761792754542,defined,Lq_hit,group
CLnewNoCat,0.36695784196074666,3.165268531281199,2.2015274764091184,2.1685874145407427,mean_with_eos/within_k/natural/Sexism/4,1.396825621904287,420,1.665670658746203,2.7609267709460195,2.0119190956426793,2.378876937603426,defined,Lq_no_hit,group
